,room1,room1,room1,room2,room2,room2,
 ,temp,rh,ah,temp,rh,ah,
2022/04/01 00:00,19.9,0.83,0.01207,25.0,0.5,0.00988,
2022/04/01 00:10,19.81,0.832,0.01203,10.613,0.583,0.00461,
2022/04/01 00:20,19.71,0.833,0.01198,10.596,0.6,0.00474,
2022/04/01 00:30,19.61,0.835,0.01192,10.621,0.602,0.00477,
2022/04/01 00:40,19.51,0.837,0.01187,10.678,0.604,0.0048,
2022/04/01 00:50,19.41,0.838,0.01182,10.777,0.605,0.00484,
2022/04/01 01:00,19.31,0.84,0.01177,10.915,0.607,0.0049,
2022/04/01 01:10,19.255,0.84,0.01173,11.087,0.608,0.00497,
2022/04/01 01:20,19.205,0.84,0.01169,11.282,0.609,0.00504,
2022/04/01 01:30,19.155,0.84,0.01166,11.491,0.61,0.00512,
2022/04/01 01:40,19.105,0.84,0.01162,11.707,0.611,0.0052,
2022/04/01 01:50,19.055,0.84,0.01158,11.926,0.612,0.00529,
2022/04/01 02:00,19.005,0.84,0.01155,12.144,0.613,0.00537,
2022/04/01 02:10,19.0,0.837,0.0115,12.359,0.614,0.00546,
2022/04/01 02:20,19.0,0.834,0.01145,12.569,0.614,0.00554,
2022/04/01 02:30,19.0,0.83,0.01141,12.773,0.615,0.00562,
2022/04/01 02:40,19.0,0.827,0.01136,12.969,0.616,0.0057,
2022/04/01 02:50,19.0,0.824,0.01131,13.158,0.617,0.00578,
2022/04/01 03:00,19.0,0.82,0.01127,13.339,0.617,0.00586,
2022/04/01 03:10,18.88,0.82,0.01118,13.509,0.618,0.00593,
2022/04/01 03:20,18.747,0.82,0.01109,13.67,0.619,0.006,
2022/04/01 03:30,18.613,0.82,0.01099,13.823,0.619,0.00607,
2022/04/01 03:40,18.48,0.82,0.0109,13.969,0.62,0.00613,
2022/04/01 03:50,18.347,0.82,0.01081,14.108,0.62,0.00619,
2022/04/01 04:00,18.213,0.82,0.01071,14.238,0.621,0.00625,
2022/04/01 04:10,18.125,0.82,0.01065,14.363,0.622,0.00631,
2022/04/01 04:20,18.042,0.82,0.0106,14.481,0.622,0.00636,
2022/04/01 04:30,17.958,0.82,0.01054,14.592,0.623,0.00642,
2022/04/01 04:40,17.875,0.82,0.01048,14.696,0.623,0.00647,
2022/04/01 04:50,17.792,0.82,0.01043,14.793,0.624,0.00651,
2022/04/01 05:00,17.708,0.82,0.01037,14.883,0.625,0.00656,
2022/04/01 05:10,17.76,0.811,0.01029,14.97,0.625,0.0066,
2022/04/01 05:20,17.827,0.801,0.0102,15.053,0.625,0.00664,
2022/04/01 05:30,17.893,0.791,0.01011,15.13,0.626,0.00668,
2022/04/01 05:40,17.96,0.781,0.01003,15.202,0.626,0.00671,
2022/04/01 05:50,18.027,0.771,0.00994,15.269,0.626,0.00674,
2022/04/01 06:00,18.093,0.761,0.00985,15.333,0.626,0.00677,
2022/04/01 06:10,17.98,0.763,0.00981,15.389,0.627,0.0068,
2022/04/01 06:20,17.847,0.766,0.00977,15.44,0.627,0.00683,
2022/04/01 06:30,17.713,0.77,0.00973,15.488,0.628,0.00686,
2022/04/01 06:40,17.58,0.773,0.00969,15.533,0.628,0.00688,
2022/04/01 06:50,17.447,0.776,0.00965,15.576,0.629,0.00691,
2022/04/01 07:00,17.313,0.78,0.00961,15.615,0.63,0.00693,
2022/04/01 07:10,17.315,0.771,0.0095,15.654,0.63,0.00695,
2022/04/01 07:20,17.332,0.761,0.00938,15.69,0.63,0.00697,
2022/04/01 07:30,17.348,0.751,0.00927,15.724,0.63,0.00699,
2022/04/01 07:40,17.365,0.741,0.00915,15.754,0.63,0.007,
2022/04/01 07:50,17.382,0.731,0.00904,15.782,0.63,0.00701,
2022/04/01 08:00,17.398,0.721,0.00892,15.806,0.63,0.00702,
2022/04/01 08:10,17.475,0.72,0.00895,15.832,0.63,0.00704,
2022/04/01 08:20,17.558,0.72,0.009,15.858,0.631,0.00705,
2022/04/01 08:30,17.642,0.72,0.00905,15.881,0.631,0.00707,
2022/04/01 08:40,17.725,0.72,0.0091,15.904,0.632,0.00709,
2022/04/01 08:50,17.808,0.72,0.00915,15.925,0.632,0.0071,
2022/04/01 09:00,17.892,0.72,0.0092,15.947,0.633,0.00712,
2022/04/01 09:10,17.78,0.726,0.00921,15.964,0.633,0.00713,
2022/04/01 09:20,17.647,0.732,0.00921,15.979,0.634,0.00715,
2022/04/01 09:30,17.513,0.739,0.00922,15.996,0.634,0.00716,
2022/04/01 09:40,17.38,0.746,0.00922,16.014,0.635,0.00718,
2022/04/01 09:50,17.247,0.752,0.00923,16.033,0.636,0.00719,
2022/04/01 10:00,17.113,0.759,0.00923,16.052,0.636,0.00721,
2022/04/01 10:10,17.025,0.762,0.00921,16.072,0.637,0.00722,
2022/04/01 10:20,16.942,0.763,0.00918,16.092,0.637,0.00724,
2022/04/01 10:30,16.858,0.765,0.00915,16.11,0.637,0.00725,
2022/04/01 10:40,16.775,0.767,0.00912,16.128,0.638,0.00726,
2022/04/01 10:50,16.692,0.768,0.00909,16.145,0.638,0.00727,
2022/04/01 11:00,16.608,0.77,0.00906,16.16,0.638,0.00728,
2022/04/01 11:10,16.81,0.757,0.00903,16.181,0.639,0.0073,
2022/04/01 11:20,17.043,0.744,0.009,16.203,0.639,0.00731,
2022/04/01 11:30,17.277,0.73,0.00897,16.224,0.639,0.00732,
2022/04/01 11:40,17.51,0.717,0.00894,16.243,0.639,0.00732,
2022/04/01 11:50,17.743,0.704,0.0089,16.262,0.638,0.00733,
2022/04/01 12:00,17.977,0.691,0.00887,16.281,0.638,0.00734,
2022/04/01 12:10,17.91,0.689,0.0088,16.292,0.638,0.00735,
2022/04/01 12:20,17.81,0.687,0.00872,16.301,0.639,0.00735,
2022/04/01 12:30,17.71,0.685,0.00865,16.311,0.639,0.00736,
2022/04/01 12:40,17.61,0.684,0.00857,16.322,0.639,0.00736,
