,climate,climate,climate,climate,wall1,wall1,wall1,wall1,wall2,wall2,wall2,wall2,wall3,wall3,wall3,wall3,wall4,wall4,wall4,wall4,wall5,wall5,wall5,wall5,wall6,wall6,wall6,wall6,wall7,wall7,wall7,wall7,wall8,wall8,wall8,wall8,wall9,wall9,wall9,wall9,wall10,wall10,wall10,wall10,wall11,wall11,wall11,wall11,wall12,wall12,wall12,wall12,wall13,wall13,wall13,wall13,wall14,wall14,wall14,wall14,wall15,wall15,wall15,wall15,wall16,wall16,wall16,wall16,indoor,indoor,indoor,indoor,
 ,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,
2022/04/01 00:00,19.9,0.83,0.01207,Error,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,25.0,0.5,0.00988,Error,
2022/04/01 00:10,19.81,0.832,0.01203,Error,15.314,0.666,0.0072,0.0634,13.445,0.564,0.00538,0.05131,12.034,0.562,0.00489,0.05131,11.097,0.561,0.00459,0.05131,10.541,0.561,0.00441,0.05131,10.245,0.56,0.00432,0.05131,10.102,0.56,0.00428,0.05131,10.041,0.56,0.00426,0.05131,10.019,0.56,0.00426,0.05131,10.017,0.56,0.00426,0.05131,10.029,0.56,0.00426,0.05131,10.054,0.56,0.00427,0.05131,10.093,0.56,0.00428,0.05131,10.142,0.56,0.00429,0.05131,10.194,0.56,0.00431,0.05131,10.241,0.562,0.00433,0.05148,10.613,0.583,0.00461,Error,
2022/04/01 00:20,19.71,0.833,0.01198,Error,16.194,0.724,0.00829,0.07199,14.702,0.565,0.00586,0.05132,13.39,0.564,0.00536,0.05131,12.331,0.563,0.00499,0.05131,11.529,0.562,0.00472,0.05131,10.957,0.561,0.00454,0.05131,10.574,0.561,0.00442,0.05131,10.335,0.56,0.00435,0.05131,10.197,0.56,0.00431,0.05131,10.128,0.56,0.00429,0.05131,10.103,0.56,0.00428,0.05131,10.107,0.56,0.00428,0.05131,10.128,0.56,0.00429,0.05131,10.162,0.56,0.0043,0.05131,10.203,0.56,0.00431,0.05131,10.251,0.564,0.00435,0.05168,10.596,0.6,0.00474,Error,
2022/04/01 00:30,19.61,0.835,0.01192,Error,16.575,0.762,0.00895,0.07874,15.329,0.566,0.00611,0.05132,14.162,0.565,0.00565,0.05131,13.15,0.564,0.00528,0.05131,12.309,0.563,0.00498,0.05131,11.641,0.562,0.00476,0.05131,11.134,0.561,0.0046,0.05131,10.767,0.561,0.00448,0.05131,10.514,0.561,0.0044,0.05131,10.351,0.56,0.00436,0.05131,10.256,0.56,0.00433,0.05131,10.209,0.56,0.00431,0.05131,10.198,0.56,0.00431,0.05131,10.21,0.56,0.00431,0.05131,10.241,0.56,0.00432,0.05131,10.285,0.566,0.00438,0.05189,10.621,0.602,0.00477,Error,
2022/04/01 00:40,19.51,0.837,0.01187,Error,16.768,0.789,0.00939,0.08427,15.694,0.567,0.00626,0.05132,14.651,0.565,0.00584,0.05131,13.711,0.564,0.00548,0.05131,12.892,0.563,0.00519,0.05131,12.203,0.563,0.00495,0.05131,11.643,0.562,0.00476,0.05131,11.203,0.561,0.00462,0.05131,10.873,0.561,0.00452,0.05131,10.634,0.561,0.00444,0.05131,10.472,0.561,0.00439,0.05131,10.371,0.56,0.00436,0.05131,10.318,0.56,0.00435,0.05131,10.302,0.56,0.00434,0.05131,10.315,0.56,0.00434,0.05131,10.352,0.568,0.00441,0.05209,10.678,0.604,0.0048,Error,
2022/04/01 00:50,19.41,0.838,0.01182,Error,16.87,0.81,0.00971,0.08893,15.924,0.567,0.00636,0.05133,14.984,0.566,0.00597,0.05131,14.115,0.565,0.00563,0.05131,13.335,0.564,0.00534,0.05131,12.654,0.563,0.0051,0.05131,12.077,0.562,0.0049,0.05131,11.602,0.562,0.00475,0.05131,11.224,0.561,0.00463,0.05131,10.934,0.561,0.00453,0.05131,10.721,0.561,0.00447,0.05131,10.574,0.561,0.00442,0.05131,10.482,0.561,0.00439,0.05131,10.437,0.561,0.00438,0.05131,10.433,0.56,0.00438,0.05131,10.463,0.57,0.00446,0.0523,10.777,0.605,0.00484,Error,
2022/04/01 01:00,19.31,0.84,0.01177,Error,16.922,0.827,0.00995,0.09292,16.075,0.567,0.00643,0.05133,15.219,0.566,0.00607,0.05131,14.415,0.565,0.00575,0.05131,13.678,0.564,0.00547,0.05131,13.018,0.563,0.00523,0.05131,12.443,0.563,0.00503,0.05131,11.955,0.562,0.00486,0.05131,11.552,0.562,0.00473,0.05131,11.229,0.561,0.00463,0.05131,10.981,0.561,0.00455,0.05131,10.799,0.561,0.00449,0.05131,10.678,0.561,0.00445,0.05131,10.61,0.561,0.00443,0.05131,10.59,0.561,0.00443,0.05131,10.615,0.572,0.00453,0.0525,10.915,0.607,0.0049,Error,
2022/04/01 01:10,19.255,0.84,0.01173,Error,16.953,0.841,0.01013,0.09638,16.182,0.567,0.00647,0.05134,15.394,0.566,0.00614,0.05131,14.646,0.565,0.00584,0.05131,13.95,0.564,0.00557,0.05131,13.317,0.564,0.00534,0.05131,12.754,0.563,0.00514,0.05131,12.265,0.563,0.00497,0.05131,11.851,0.562,0.00483,0.05131,11.511,0.562,0.00472,0.05131,11.24,0.561,0.00463,0.05131,11.036,0.561,0.00457,0.05131,10.894,0.561,0.00452,0.05131,10.809,0.561,0.0045,0.05131,10.778,0.561,0.00449,0.05131,10.798,0.574,0.0046,0.0527,11.087,0.608,0.00497,Error,
2022/04/01 01:20,19.205,0.84,0.01169,Error,16.972,0.852,0.01028,0.09943,16.262,0.567,0.00651,0.05134,15.531,0.566,0.0062,0.05131,14.83,0.565,0.00591,0.05131,14.173,0.565,0.00566,0.05131,13.568,0.564,0.00543,0.05131,13.022,0.563,0.00523,0.05131,12.54,0.563,0.00506,0.05131,12.124,0.562,0.00492,0.05131,11.776,0.562,0.00481,0.05131,11.495,0.562,0.00471,0.05131,11.277,0.561,0.00464,0.05131,11.122,0.561,0.00459,0.05131,11.026,0.561,0.00456,0.05131,10.987,0.561,0.00455,0.05131,11.004,0.576,0.00468,0.05289,11.282,0.609,0.00504,Error,
