temp,rh,miu,miu,pv,phi,dphi,crow,lam,dw,dp,ldml,ldmg,ldtg,
20,0.1646,-244298.6101,2.44E+05,384.967089,0.026872342,3.74E-08,2.65E+06,1.394053197,2.88E-31,4.30E-12,2.94E-29,6.11E-15,5.64E-11,
20,0.1647,-244216.3734,2.44E+05,385.2009694,0.026875417,3.74E-08,2.65E+06,1.39406396,2.89E-31,4.30E-12,2.94E-29,6.11E-15,5.64E-11,
20,0.1648,-244134.1866,2.44E+05,385.4348498,0.026878492,3.74E-08,2.65E+06,1.394074722,2.89E-31,4.30E-12,2.95E-29,6.11E-15,5.64E-11,
20,0.1649,-244052.0497,2.44E+05,385.6687301,0.026881567,3.74E-08,2.65E+06,1.394085484,2.89E-31,4.29E-12,2.95E-29,6.11E-15,5.64E-11,
20,0.165,-243969.9625,2.44E+05,385.9026105,0.026884641,3.75E-08,2.65E+06,1.394096243,2.90E-31,4.29E-12,2.95E-29,6.12E-15,5.64E-11,
20,0.1651,-243887.9251,2.44E+05,386.1364909,0.026887715,3.75E-08,2.65E+06,1.394107002,2.90E-31,4.29E-12,2.96E-29,6.12E-15,5.64E-11,
20,0.1652,-243805.9374,2.44E+05,386.3703713,0.026890789,3.75E-08,2.65E+06,1.39411776,2.90E-31,4.29E-12,2.96E-29,6.12E-15,5.64E-11,
20,0.1653,-243723.9993,2.44E+05,386.6042516,0.026893862,3.75E-08,2.65E+06,1.394128517,2.90E-31,4.29E-12,2.96E-29,6.12E-15,5.64E-11,
20,0.1654,-243642.1107,2.44E+05,386.838132,0.026896935,3.75E-08,2.65E+06,1.394139272,2.91E-31,4.28E-12,2.97E-29,6.12E-15,5.64E-11,
20,0.1655,-243560.2717,2.44E+05,387.0720124,0.026900008,3.76E-08,2.65E+06,1.394150027,2.91E-31,4.28E-12,2.97E-29,6.12E-15,5.64E-11,
20,0.1656,-243478.482,2.43E+05,387.3058927,0.02690308,3.76E-08,2.65E+06,1.39416078,2.91E-31,4.28E-12,2.97E-29,6.12E-15,5.64E-11,
20,0.1657,-243396.7418,2.43E+05,387.5397731,0.026906152,3.76E-08,2.65E+06,1.394171532,2.92E-31,4.28E-12,2.97E-29,6.12E-15,5.64E-11,
20,0.1658,-243315.0509,2.43E+05,387.7736535,0.026909224,3.76E-08,2.65E+06,1.394182284,2.92E-31,4.28E-12,2.98E-29,6.12E-15,5.64E-11,
20,0.1659,-243233.4092,2.43E+05,388.0075338,0.026912295,3.76E-08,2.65E+06,1.394193034,2.92E-31,4.27E-12,2.98E-29,6.12E-15,5.64E-11,
20,0.166,-243151.8167,2.43E+05,388.2414142,0.026915367,3.76E-08,2.65E+06,1.394203783,2.93E-31,4.27E-12,2.98E-29,6.12E-15,5.64E-11,
20,0.1661,-243070.2733,2.43E+05,388.4752946,0.026918437,3.77E-08,2.65E+06,1.394214531,2.93E-31,4.27E-12,2.99E-29,6.12E-15,5.64E-11,
20,0.1662,-242988.7791,2.43E+05,388.709175,0.026921508,3.77E-08,2.65E+06,1.394225278,2.93E-31,4.27E-12,2.99E-29,6.13E-15,5.64E-11,
20,0.1663,-242907.3338,2.43E+05,388.9430553,0.026924578,3.77E-08,2.65E+06,1.394236024,2.94E-31,4.27E-12,2.99E-29,6.13E-15,5.65E-11,
20,0.1664,-242825.9375,2.43E+05,389.1769357,0.026927648,3.77E-08,2.65E+06,1.394246768,2.94E-31,4.26E-12,3.00E-29,6.13E-15,5.65E-11,
20,0.1665,-242744.5901,2.43E+05,389.4108161,0.026930718,3.77E-08,2.65E+06,1.394257512,2.94E-31,4.26E-12,3.00E-29,6.13E-15,5.65E-11,
20,0.1666,-242663.2916,2.43E+05,389.6446964,0.026933787,3.78E-08,2.65E+06,1.394268255,2.95E-31,4.26E-12,3.00E-29,6.13E-15,5.65E-11,
20,0.1667,-242582.0418,2.43E+05,389.8785768,0.026936856,3.78E-08,2.65E+06,1.394278996,2.95E-31,4.26E-12,3.01E-29,6.13E-15,5.65E-11,
20,0.1668,-242500.8408,2.43E+05,390.1124572,0.026939925,3.78E-08,2.65E+06,1.394289737,2.95E-31,4.26E-12,3.01E-29,6.13E-15,5.65E-11,
20,0.1669,-242419.6884,2.42E+05,390.3463375,0.026942993,3.78E-08,2.65E+06,1.394300477,2.96E-31,4.25E-12,3.01E-29,6.13E-15,5.65E-11,
20,0.167,-242338.5846,2.42E+05,390.5802179,0.026946061,3.78E-08,2.65E+06,1.394311215,2.96E-31,4.25E-12,3.02E-29,6.13E-15,5.65E-11,
20,0.1671,-242257.5294,2.42E+05,390.8140983,0.026949129,3.79E-08,2.65E+06,1.394321953,2.96E-31,4.25E-12,3.02E-29,6.13E-15,5.65E-11,
20,0.1672,-242176.5227,2.42E+05,391.0479787,0.026952197,3.79E-08,2.65E+06,1.394332689,2.96E-31,4.25E-12,3.02E-29,6.13E-15,5.65E-11,
20,0.1673,-242095.5644,2.42E+05,391.281859,0.026955264,3.79E-08,2.65E+06,1.394343424,2.97E-31,4.25E-12,3.03E-29,6.13E-15,5.65E-11,
20,0.1674,-242014.6545,2.42E+05,391.5157394,0.026958331,3.79E-08,2.65E+06,1.394354159,2.97E-31,4.24E-12,3.03E-29,6.13E-15,5.65E-11,
20,0.1675,-241933.7929,2.42E+05,391.7496198,0.026961398,3.79E-08,2.65E+06,1.394364892,2.97E-31,4.24E-12,3.03E-29,6.14E-15,5.65E-11,
20,0.1676,-241852.9796,2.42E+05,391.9835001,0.026964464,3.80E-08,2.65E+06,1.394375624,2.98E-31,4.24E-12,3.04E-29,6.14E-15,5.65E-11,
20,0.1677,-241772.2145,2.42E+05,392.2173805,0.02696753,3.80E-08,2.65E+06,1.394386355,2.98E-31,4.24E-12,3.04E-29,6.14E-15,5.65E-11,
20,0.1678,-241691.4975,2.42E+05,392.4512609,0.026970596,3.80E-08,2.65E+06,1.394397086,2.98E-31,4.24E-12,3.04E-29,6.14E-15,5.65E-11,
20,0.1679,-241610.8286,2.42E+05,392.6851412,0.026973661,3.80E-08,2.65E+06,1.394407815,2.99E-31,4.23E-12,3.05E-29,6.14E-15,5.65E-11,
20,0.168,-241530.2077,2.42E+05,392.9190216,0.026976727,3.80E-08,2.65E+06,1.394418543,2.99E-31,4.23E-12,3.05E-29,6.14E-15,5.65E-11,
20,0.1681,-241449.6349,2.41E+05,393.152902,0.026979791,3.80E-08,2.65E+06,1.39442927,2.99E-31,4.23E-12,3.05E-29,6.14E-15,5.66E-11,
20,0.1682,-241369.1099,2.41E+05,393.3867824,0.026982856,3.81E-08,2.65E+06,1.394439996,3.00E-31,4.23E-12,3.06E-29,6.14E-15,5.66E-11,
20,0.1683,-241288.6328,2.41E+05,393.6206627,0.02698592,3.81E-08,2.65E+06,1.394450721,3.00E-31,4.23E-12,3.06E-29,6.14E-15,5.66E-11,
20,0.1684,-241208.2035,2.41E+05,393.8545431,0.026988984,3.81E-08,2.65E+06,1.394461445,3.00E-31,4.22E-12,3.06E-29,6.14E-15,5.66E-11,
20,0.1685,-241127.8219,2.41E+05,394.0884235,0.026992048,3.81E-08,2.65E+06,1.394472169,3.01E-31,4.22E-12,3.07E-29,6.14E-15,5.66E-11,
20,0.1686,-241047.4881,2.41E+05,394.3223038,0.026995112,3.81E-08,2.65E+06,1.394482891,3.01E-31,4.22E-12,3.07E-29,6.14E-15,5.66E-11,
20,0.1687,-240967.2018,2.41E+05,394.5561842,0.026998175,3.82E-08,2.65E+06,1.394493612,3.01E-31,4.22E-12,3.07E-29,6.14E-15,5.66E-11,
20,0.1688,-240886.9632,2.41E+05,394.7900646,0.027001238,3.82E-08,2.65E+06,1.394504332,3.02E-31,4.22E-12,3.08E-29,6.15E-15,5.66E-11,
20,0.1689,-240806.772,2.41E+05,395.0239449,0.0270043,3.82E-08,2.65E+06,1.394515051,3.02E-31,4.21E-12,3.08E-29,6.15E-15,5.66E-11,
20,0.169,-240726.6284,2.41E+05,395.2578253,0.027007363,3.82E-08,2.65E+06,1.394525769,3.02E-31,4.21E-12,3.08E-29,6.15E-15,5.66E-11,
20,0.1691,-240646.5321,2.41E+05,395.4917057,0.027010425,3.82E-08,2.65E+06,1.394536486,3.03E-31,4.21E-12,3.09E-29,6.15E-15,5.66E-11,
20,0.1692,-240566.4832,2.41E+05,395.7255861,0.027013486,3.83E-08,2.65E+06,1.394547202,3.03E-31,4.21E-12,3.09E-29,6.15E-15,5.66E-11,
20,0.1693,-240486.4816,2.40E+05,395.9594664,0.027016548,3.83E-08,2.65E+06,1.394557917,3.03E-31,4.21E-12,3.09E-29,6.15E-15,5.66E-11,
20,0.1694,-240406.5272,2.40E+05,396.1933468,0.027019609,3.83E-08,2.65E+06,1.394568632,3.04E-31,4.20E-12,3.10E-29,6.15E-15,5.66E-11,
20,0.1695,-240326.62,2.40E+05,396.4272272,0.02702267,3.83E-08,2.65E+06,1.394579345,3.04E-31,4.20E-12,3.10E-29,6.15E-15,5.66E-11,
20,0.1696,-240246.76,2.40E+05,396.6611075,0.027025731,3.83E-08,2.65E+06,1.394590057,3.04E-31,4.20E-12,3.10E-29,6.15E-15,5.66E-11,
20,0.1697,-240166.947,2.40E+05,396.8949879,0.027028791,3.84E-08,2.65E+06,1.394600768,3.05E-31,4.20E-12,3.11E-29,6.15E-15,5.66E-11,
20,0.1698,-240087.181,2.40E+05,397.1288683,0.027031851,3.84E-08,2.65E+06,1.394611478,3.05E-31,4.20E-12,3.11E-29,6.15E-15,5.66E-11,
20,0.1699,-240007.462,2.40E+05,397.3627486,0.027034911,3.84E-08,2.65E+06,1.394622188,3.05E-31,4.19E-12,3.11E-29,6.15E-15,5.67E-11,
20,0.17,-239927.7899,2.40E+05,397.596629,0.02703797,3.84E-08,2.65E+06,1.394632896,3.06E-31,4.19E-12,3.12E-29,6.16E-15,5.67E-11,
20,0.1701,-239848.1647,2.40E+05,397.8305094,0.027041029,3.84E-08,2.65E+06,1.394643603,3.06E-31,4.19E-12,3.12E-29,6.16E-15,5.67E-11,
20,0.1702,-239768.5862,2.40E+05,398.0643898,0.027044088,3.84E-08,2.65E+06,1.39465431,3.06E-31,4.19E-12,3.12E-29,6.16E-15,5.67E-11,
20,0.1703,-239689.0545,2.40E+05,398.2982701,0.027047147,3.85E-08,2.65E+06,1.394665015,3.06E-31,4.19E-12,3.13E-29,6.16E-15,5.67E-11,
20,0.1704,-239609.5695,2.40E+05,398.5321505,0.027050206,3.85E-08,2.65E+06,1.394675719,3.07E-31,4.18E-12,3.13E-29,6.16E-15,5.67E-11,
20,0.1705,-239530.1311,2.40E+05,398.7660309,0.027053264,3.85E-08,2.65E+06,1.394686423,3.07E-31,4.18E-12,3.13E-29,6.16E-15,5.67E-11,
20,0.1706,-239450.7393,2.39E+05,398.9999112,0.027056322,3.85E-08,2.65E+06,1.394697126,3.07E-31,4.18E-12,3.14E-29,6.16E-15,5.67E-11,
20,0.1707,-239371.394,2.39E+05,399.2337916,0.027059379,3.85E-08,2.65E+06,1.394707827,3.08E-31,4.18E-12,3.14E-29,6.16E-15,5.67E-11,
20,0.1708,-239292.0952,2.39E+05,399.467672,0.027062437,3.86E-08,2.65E+06,1.394718528,3.08E-31,4.18E-12,3.14E-29,6.16E-15,5.67E-11,
20,0.1709,-239212.8428,2.39E+05,399.7015523,0.027065494,3.86E-08,2.65E+06,1.394729228,3.08E-31,4.17E-12,3.15E-29,6.16E-15,5.67E-11,
20,0.171,-239133.6367,2.39E+05,399.9354327,0.02706855,3.86E-08,2.65E+06,1.394739926,3.09E-31,4.17E-12,3.15E-29,6.16E-15,5.67E-11,
20,0.1711,-239054.477,2.39E+05,400.1693131,0.027071607,3.86E-08,2.65E+06,1.394750624,3.09E-31,4.17E-12,3.15E-29,6.16E-15,5.67E-11,
20,0.1712,-238975.3635,2.39E+05,400.4031935,0.027074663,3.86E-08,2.65E+06,1.394761321,3.09E-31,4.17E-12,3.16E-29,6.16E-15,5.67E-11,
20,0.1713,-238896.2962,2.39E+05,400.6370738,0.027077719,3.87E-08,2.65E+06,1.394772017,3.10E-31,4.17E-12,3.16E-29,6.17E-15,5.67E-11,
20,0.1714,-238817.2751,2.39E+05,400.8709542,0.027080775,3.87E-08,2.65E+06,1.394782712,3.10E-31,4.17E-12,3.16E-29,6.17E-15,5.67E-11,
20,0.1715,-238738.3,2.39E+05,401.1048346,0.02708383,3.87E-08,2.65E+06,1.394793406,3.10E-31,4.16E-12,3.17E-29,6.17E-15,5.67E-11,
20,0.1716,-238659.371,2.39E+05,401.3387149,0.027086885,3.87E-08,2.65E+06,1.394804099,3.11E-31,4.16E-12,3.17E-29,6.17E-15,5.67E-11,
20,0.1717,-238580.488,2.39E+05,401.5725953,0.02708994,3.87E-08,2.65E+06,1.394814791,3.11E-31,4.16E-12,3.17E-29,6.17E-15,5.68E-11,
20,0.1718,-238501.6509,2.39E+05,401.8064757,0.027092995,3.88E-08,2.65E+06,1.394825483,3.11E-31,4.16E-12,3.18E-29,6.17E-15,5.68E-11,
20,0.1719,-238422.8596,2.38E+05,402.040356,0.027096049,3.88E-08,2.65E+06,1.394836173,3.12E-31,4.16E-12,3.18E-29,6.17E-15,5.68E-11,
20,0.172,-238344.1142,2.38E+05,402.2742364,0.027099104,3.88E-08,2.65E+06,1.394846863,3.12E-31,4.15E-12,3.18E-29,6.17E-15,5.68E-11,
20,0.1721,-238265.4146,2.38E+05,402.5081168,0.027102157,3.88E-08,2.65E+06,1.394857551,3.12E-31,4.15E-12,3.19E-29,6.17E-15,5.68E-11,
20,0.1722,-238186.7606,2.38E+05,402.7419972,0.027105211,3.88E-08,2.65E+06,1.394868239,3.13E-31,4.15E-12,3.19E-29,6.17E-15,5.68E-11,
20,0.1723,-238108.1524,2.38E+05,402.9758775,0.027108264,3.89E-08,2.65E+06,1.394878926,3.13E-31,4.15E-12,3.19E-29,6.17E-15,5.68E-11,
20,0.1724,-238029.5897,2.38E+05,403.2097579,0.027111318,3.89E-08,2.65E+06,1.394889611,3.13E-31,4.15E-12,3.20E-29,6.17E-15,5.68E-11,
20,0.1725,-237951.0726,2.38E+05,403.4436383,0.02711437,3.89E-08,2.65E+06,1.394900296,3.14E-31,4.14E-12,3.20E-29,6.17E-15,5.68E-11,
20,0.1726,-237872.601,2.38E+05,403.6775186,0.027117423,3.89E-08,2.65E+06,1.39491098,3.14E-31,4.14E-12,3.20E-29,6.18E-15,5.68E-11,
20,0.1727,-237794.1749,2.38E+05,403.911399,0.027120475,3.89E-08,2.65E+06,1.394921664,3.14E-31,4.14E-12,3.21E-29,6.18E-15,5.68E-11,
20,0.1728,-237715.7942,2.38E+05,404.1452794,0.027123527,3.89E-08,2.65E+06,1.394932346,3.15E-31,4.14E-12,3.21E-29,6.18E-15,5.68E-11,
20,0.1729,-237637.4588,2.38E+05,404.3791597,0.027126579,3.90E-08,2.65E+06,1.394943027,3.15E-31,4.14E-12,3.21E-29,6.18E-15,5.68E-11,
20,0.173,-237559.1687,2.38E+05,404.6130401,0.027129631,3.90E-08,2.65E+06,1.394953708,3.15E-31,4.14E-12,3.22E-29,6.18E-15,5.68E-11,
20,0.1731,-237480.9238,2.37E+05,404.8469205,0.027132682,3.90E-08,2.65E+06,1.394964387,3.16E-31,4.13E-12,3.22E-29,6.18E-15,5.68E-11,
20,0.1732,-237402.7241,2.37E+05,405.0808009,0.027135733,3.90E-08,2.65E+06,1.394975066,3.16E-31,4.13E-12,3.22E-29,6.18E-15,5.68E-11,
20,0.1733,-237324.5696,2.37E+05,405.3146812,0.027138784,3.90E-08,2.65E+06,1.394985744,3.16E-31,4.13E-12,3.23E-29,6.18E-15,5.68E-11,
20,0.1734,-237246.4601,2.37E+05,405.5485616,0.027141834,3.91E-08,2.65E+06,1.39499642,3.17E-31,4.13E-12,3.23E-29,6.18E-15,5.68E-11,
20,0.1735,-237168.3957,2.37E+05,405.782442,0.027144885,3.91E-08,2.65E+06,1.395007096,3.17E-31,4.13E-12,3.23E-29,6.18E-15,5.69E-11,
20,0.1736,-237090.3763,2.37E+05,406.0163223,0.027147935,3.91E-08,2.65E+06,1.395017772,3.17E-31,4.12E-12,3.24E-29,6.18E-15,5.69E-11,
20,0.1737,-237012.4018,2.37E+05,406.2502027,0.027150985,3.91E-08,2.65E+06,1.395028446,3.18E-31,4.12E-12,3.24E-29,6.18E-15,5.69E-11,
20,0.1738,-236934.4722,2.37E+05,406.4840831,0.027154034,3.91E-08,2.65E+06,1.395039119,3.18E-31,4.12E-12,3.24E-29,6.18E-15,5.69E-11,
20,0.1739,-236856.5874,2.37E+05,406.7179634,0.027157083,3.92E-08,2.65E+06,1.395049792,3.19E-31,4.12E-12,3.25E-29,6.19E-15,5.69E-11,
20,0.174,-236778.7473,2.37E+05,406.9518438,0.027160132,3.92E-08,2.65E+06,1.395060463,3.19E-31,4.12E-12,3.25E-29,6.19E-15,5.69E-11,
20,0.1741,-236700.952,2.37E+05,407.1857242,0.027163181,3.92E-08,2.65E+06,1.395071134,3.19E-31,4.11E-12,3.25E-29,6.19E-15,5.69E-11,
20,0.1742,-236623.2014,2.37E+05,407.4196046,0.02716623,3.92E-08,2.65E+06,1.395081804,3.20E-31,4.11E-12,3.26E-29,6.19E-15,5.69E-11,
20,0.1743,-236545.4954,2.37E+05,407.6534849,0.027169278,3.92E-08,2.65E+06,1.395092473,3.20E-31,4.11E-12,3.26E-29,6.19E-15,5.69E-11,
20,0.1744,-236467.8339,2.36E+05,407.8873653,0.027172326,3.93E-08,2.65E+06,1.395103141,3.20E-31,4.11E-12,3.27E-29,6.19E-15,5.69E-11,
20,0.1745,-236390.217,2.36E+05,408.1212457,0.027175374,3.93E-08,2.65E+06,1.395113809,3.21E-31,4.11E-12,3.27E-29,6.19E-15,5.69E-11,
20,0.1746,-236312.6445,2.36E+05,408.355126,0.027178422,3.93E-08,2.65E+06,1.395124475,3.21E-31,4.11E-12,3.27E-29,6.19E-15,5.69E-11,
20,0.1747,-236235.1165,2.36E+05,408.5890064,0.027181469,3.93E-08,2.65E+06,1.395135141,3.21E-31,4.10E-12,3.28E-29,6.19E-15,5.69E-11,
20,0.1748,-236157.6328,2.36E+05,408.8228868,0.027184516,3.93E-08,2.65E+06,1.395145806,3.22E-31,4.10E-12,3.28E-29,6.19E-15,5.69E-11,
20,0.1749,-236080.1934,2.36E+05,409.0567671,0.027187563,3.94E-08,2.65E+06,1.39515647,3.22E-31,4.10E-12,3.28E-29,6.19E-15,5.69E-11,
20,0.175,-236002.7983,2.36E+05,409.2906475,0.027190609,3.94E-08,2.65E+06,1.395167133,3.22E-31,4.10E-12,3.29E-29,6.19E-15,5.69E-11,
20,0.1751,-235925.4474,2.36E+05,409.5245279,0.027193656,3.94E-08,2.65E+06,1.395177795,3.23E-31,4.10E-12,3.29E-29,6.19E-15,5.69E-11,
20,0.1752,-235848.1407,2.36E+05,409.7584083,0.027196702,3.94E-08,2.65E+06,1.395188457,3.23E-31,4.09E-12,3.29E-29,6.20E-15,5.69E-11,
20,0.1753,-235770.8781,2.36E+05,409.9922886,0.027199748,3.94E-08,2.65E+06,1.395199117,3.23E-31,4.09E-12,3.30E-29,6.20E-15,5.70E-11,
20,0.1754,-235693.6596,2.36E+05,410.226169,0.027202793,3.95E-08,2.65E+06,1.395209777,3.24E-31,4.09E-12,3.30E-29,6.20E-15,5.70E-11,
20,0.1755,-235616.485,2.36E+05,410.4600494,0.027205839,3.95E-08,2.65E+06,1.395220436,3.24E-31,4.09E-12,3.30E-29,6.20E-15,5.70E-11,
20,0.1756,-235539.3544,2.36E+05,410.6939297,0.027208884,3.95E-08,2.65E+06,1.395231094,3.24E-31,4.09E-12,3.31E-29,6.20E-15,5.70E-11,
20,0.1757,-235462.2678,2.35E+05,410.9278101,0.027211929,3.95E-08,2.65E+06,1.395241751,3.25E-31,4.09E-12,3.31E-29,6.20E-15,5.70E-11,
20,0.1758,-235385.225,2.35E+05,411.1616905,0.027214974,3.95E-08,2.65E+06,1.395252408,3.25E-31,4.08E-12,3.31E-29,6.20E-15,5.70E-11,
20,0.1759,-235308.226,2.35E+05,411.3955708,0.027218018,3.95E-08,2.65E+06,1.395263063,3.25E-31,4.08E-12,3.32E-29,6.20E-15,5.70E-11,
20,0.176,-235231.2707,2.35E+05,411.6294512,0.027221062,3.96E-08,2.65E+06,1.395273718,3.26E-31,4.08E-12,3.32E-29,6.20E-15,5.70E-11,
20,0.1761,-235154.3592,2.35E+05,411.8633316,0.027224106,3.96E-08,2.65E+06,1.395284372,3.26E-31,4.08E-12,3.33E-29,6.20E-15,5.70E-11,
20,0.1762,-235077.4914,2.35E+05,412.097212,0.02722715,3.96E-08,2.65E+06,1.395295025,3.26E-31,4.08E-12,3.33E-29,6.20E-15,5.70E-11,
20,0.1763,-235000.6671,2.35E+05,412.3310923,0.027230194,3.96E-08,2.65E+06,1.395305678,3.27E-31,4.07E-12,3.33E-29,6.20E-15,5.70E-11,
20,0.1764,-234923.8864,2.35E+05,412.5649727,0.027233237,3.96E-08,2.65E+06,1.395316329,3.27E-31,4.07E-12,3.34E-29,6.20E-15,5.70E-11,
20,0.1765,-234847.1493,2.35E+05,412.7988531,0.02723628,3.97E-08,2.65E+06,1.39532698,3.27E-31,4.07E-12,3.34E-29,6.21E-15,5.70E-11,
20,0.1766,-234770.4556,2.35E+05,413.0327334,0.027239323,3.97E-08,2.65E+06,1.39533763,3.28E-31,4.07E-12,3.34E-29,6.21E-15,5.70E-11,
20,0.1767,-234693.8053,2.35E+05,413.2666138,0.027242365,3.97E-08,2.65E+06,1.395348279,3.28E-31,4.07E-12,3.35E-29,6.21E-15,5.70E-11,
20,0.1768,-234617.1984,2.35E+05,413.5004942,0.027245408,3.97E-08,2.65E+06,1.395358927,3.29E-31,4.07E-12,3.35E-29,6.21E-15,5.70E-11,
20,0.1769,-234540.6348,2.35E+05,413.7343745,0.02724845,3.97E-08,2.65E+06,1.395369575,3.29E-31,4.06E-12,3.35E-29,6.21E-15,5.70E-11,
20,0.177,-234464.1144,2.34E+05,413.9682549,0.027251492,3.98E-08,2.65E+06,1.395380222,3.29E-31,4.06E-12,3.36E-29,6.21E-15,5.70E-11,
20,0.1771,-234387.6373,2.34E+05,414.2021353,0.027254534,3.98E-08,2.65E+06,1.395390868,3.30E-31,4.06E-12,3.36E-29,6.21E-15,5.70E-11,
20,0.1772,-234311.2034,2.34E+05,414.4360157,0.027257575,3.98E-08,2.65E+06,1.395401513,3.30E-31,4.06E-12,3.36E-29,6.21E-15,5.71E-11,
20,0.1773,-234234.8125,2.34E+05,414.669896,0.027260616,3.98E-08,2.65E+06,1.395412157,3.30E-31,4.06E-12,3.37E-29,6.21E-15,5.71E-11,
20,0.1774,-234158.4648,2.34E+05,414.9037764,0.027263657,3.98E-08,2.65E+06,1.395422801,3.31E-31,4.05E-12,3.37E-29,6.21E-15,5.71E-11,
20,0.1775,-234082.1601,2.34E+05,415.1376568,0.027266698,3.99E-08,2.65E+06,1.395433444,3.31E-31,4.05E-12,3.37E-29,6.21E-15,5.71E-11,
20,0.1776,-234005.8983,2.34E+05,415.3715371,0.027269739,3.99E-08,2.65E+06,1.395444086,3.31E-31,4.05E-12,3.38E-29,6.21E-15,5.71E-11,
20,0.1777,-233929.6795,2.34E+05,415.6054175,0.027272779,3.99E-08,2.65E+06,1.395454727,3.32E-31,4.05E-12,3.38E-29,6.21E-15,5.71E-11,
20,0.1778,-233853.5036,2.34E+05,415.8392979,0.027275819,3.99E-08,2.65E+06,1.395465367,3.32E-31,4.05E-12,3.39E-29,6.22E-15,5.71E-11,
20,0.1779,-233777.3705,2.34E+05,416.0731782,0.027278859,3.99E-08,2.65E+06,1.395476007,3.32E-31,4.05E-12,3.39E-29,6.22E-15,5.71E-11,
20,0.178,-233701.2801,2.34E+05,416.3070586,0.027281899,4.00E-08,2.65E+06,1.395486646,3.33E-31,4.04E-12,3.39E-29,6.22E-15,5.71E-11,
20,0.1781,-233625.2325,2.34E+05,416.540939,0.027284938,4.00E-08,2.65E+06,1.395497284,3.33E-31,4.04E-12,3.40E-29,6.22E-15,5.71E-11,
20,0.1782,-233549.2276,2.34E+05,416.7748194,0.027287978,4.00E-08,2.65E+06,1.395507922,3.33E-31,4.04E-12,3.40E-29,6.22E-15,5.71E-11,
20,0.1783,-233473.2654,2.33E+05,417.0086997,0.027291017,4.00E-08,2.65E+06,1.395518558,3.34E-31,4.04E-12,3.40E-29,6.22E-15,5.71E-11,
20,0.1784,-233397.3457,2.33E+05,417.2425801,0.027294055,4.00E-08,2.65E+06,1.395529194,3.34E-31,4.04E-12,3.41E-29,6.22E-15,5.71E-11,
20,0.1785,-233321.4686,2.33E+05,417.4764605,0.027297094,4.01E-08,2.65E+06,1.395539829,3.35E-31,4.04E-12,3.41E-29,6.22E-15,5.71E-11,
20,0.1786,-233245.634,2.33E+05,417.7103408,0.027300132,4.01E-08,2.65E+06,1.395550464,3.35E-31,4.03E-12,3.41E-29,6.22E-15,5.71E-11,
20,0.1787,-233169.8418,2.33E+05,417.9442212,0.027303171,4.01E-08,2.65E+06,1.395561097,3.35E-31,4.03E-12,3.42E-29,6.22E-15,5.71E-11,
20,0.1788,-233094.092,2.33E+05,418.1781016,0.027306209,4.01E-08,2.65E+06,1.39557173,3.36E-31,4.03E-12,3.42E-29,6.22E-15,5.71E-11,
20,0.1789,-233018.3846,2.33E+05,418.4119819,0.027309246,4.01E-08,2.65E+06,1.395582362,3.36E-31,4.03E-12,3.43E-29,6.22E-15,5.71E-11,
20,0.179,-232942.7194,2.33E+05,418.6458623,0.027312284,4.02E-08,2.65E+06,1.395592993,3.36E-31,4.03E-12,3.43E-29,6.22E-15,5.72E-11,
20,0.1791,-232867.0966,2.33E+05,418.8797427,0.027315321,4.02E-08,2.65E+06,1.395603624,3.37E-31,4.02E-12,3.43E-29,6.23E-15,5.72E-11,
20,0.1792,-232791.5159,2.33E+05,419.1136231,0.027318358,4.02E-08,2.65E+06,1.395614254,3.37E-31,4.02E-12,3.44E-29,6.23E-15,5.72E-11,
20,0.1793,-232715.9775,2.33E+05,419.3475034,0.027321395,4.02E-08,2.65E+06,1.395624883,3.37E-31,4.02E-12,3.44E-29,6.23E-15,5.72E-11,
20,0.1794,-232640.4811,2.33E+05,419.5813838,0.027324432,4.02E-08,2.65E+06,1.395635511,3.38E-31,4.02E-12,3.44E-29,6.23E-15,5.72E-11,
20,0.1795,-232565.0268,2.33E+05,419.8152642,0.027327468,4.03E-08,2.65E+06,1.395646139,3.38E-31,4.02E-12,3.45E-29,6.23E-15,5.72E-11,
20,0.1796,-232489.6145,2.32E+05,420.0491445,0.027330505,4.03E-08,2.65E+06,1.395656766,3.38E-31,4.02E-12,3.45E-29,6.23E-15,5.72E-11,
20,0.1797,-232414.2442,2.32E+05,420.2830249,0.027333541,4.03E-08,2.65E+06,1.395667392,3.39E-31,4.01E-12,3.45E-29,6.23E-15,5.72E-11,
20,0.1798,-232338.9159,2.32E+05,420.5169053,0.027336576,4.03E-08,2.65E+06,1.395678017,3.39E-31,4.01E-12,3.46E-29,6.23E-15,5.72E-11,
20,0.1799,-232263.6294,2.32E+05,420.7507856,0.027339612,4.03E-08,2.65E+06,1.395688642,3.40E-31,4.01E-12,3.46E-29,6.23E-15,5.72E-11,
20,0.18,-232188.3848,2.32E+05,420.984666,0.027342647,4.04E-08,2.65E+06,1.395699266,3.40E-31,4.01E-12,3.47E-29,6.23E-15,5.72E-11,
20,0.1801,-232113.1819,2.32E+05,421.2185464,0.027345683,4.04E-08,2.65E+06,1.395709889,3.40E-31,4.01E-12,3.47E-29,6.23E-15,5.72E-11,
20,0.1802,-232038.0208,2.32E+05,421.4524268,0.027348718,4.04E-08,2.65E+06,1.395720512,3.41E-31,4.01E-12,3.47E-29,6.23E-15,5.72E-11,
