temp,rh,miu,,pv,phi,dphi,crow,lam,dw,dp,ldml,ldmg,ldtg
20,0.0001,-1.25E+06,1.25E+06,0.23388037,9.59E-06,7.16E-11,1.09E+06,0.522,0,2.84E-11,0,4.90E-17,6.20E-13
20,0.0002,-1.15E+06,1.15E+06,0.46776074,1.93E-05,1.43E-10,1.09E+06,0.522,0,2.84E-11,0,9.81E-17,1.21E-12
20,0.0003,-1.10E+06,1.10E+06,0.70164111,2.90E-05,2.15E-10,1.09E+06,0.522,0,2.84E-11,0,1.47E-16,1.78E-12
20,0.0004,-1.06E+06,1.06E+06,0.93552148,3.87E-05,2.86E-10,1.09E+06,0.522,0,2.84E-11,0,1.96E-16,2.35E-12
20,0.0005,-1.03E+06,1.03E+06,1.16940185,4.84E-05,3.58E-10,1.09E+06,0.522,0,2.84E-11,0,2.45E-16,2.92E-12
20,0.0006,-1.00E+06,1.00E+06,1.40328222,5.81E-05,4.30E-10,1.09E+06,0.522,0,2.84E-11,0,2.94E-16,3.48E-12
20,0.0007,-983623.6679,9.84E+05,1.63716259,6.78E-05,5.01E-10,1.09E+06,0.522,0,2.84E-11,0,3.43E-16,4.03E-12
20,0.0008,-965543.1531,9.66E+05,1.87104296,7.74E-05,5.73E-10,1.09E+06,0.522,0,2.84E-11,0,3.92E-16,4.58E-12
20,0.0009,-949595.0088,9.50E+05,2.10492333,8.71E-05,6.44E-10,1.09E+06,0.522,0,2.84E-11,0,4.41E-16,5.13E-12
20,0.001,-935328.9076,9.35E+05,2.3388037,9.68E-05,7.16E-10,1.09E+06,0.522,0,2.84E-11,0,4.90E-16,5.68E-12
20,0.0011,-922423.6493,9.22E+05,2.57268407,0.000106518,7.87E-10,1.09E+06,0.522,0,2.84E-11,0,5.39E-16,6.22E-12
20,0.0012,-910642.0715,9.11E+05,2.80656444,0.000116207,8.59E-10,1.09E+06,0.522,0,2.84E-11,0,5.88E-16,6.76E-12
20,0.0013,-899804.0705,9.00E+05,3.04044481,0.000125895,9.30E-10,1.09E+06,0.522,0,2.84E-11,0,6.37E-16,7.30E-12
20,0.0014,-889769.6489,8.90E+05,3.27432518,0.000135582,1.00E-09,1.09E+06,0.522,0,2.84E-11,0,6.86E-16,7.84E-12
20,0.0015,-880427.8259,8.80E+05,3.50820555,0.000145268,1.07E-09,1.09E+06,0.522,0,2.84E-11,0,7.35E-16,8.38E-12
20,0.0016,-871689.1341,8.72E+05,3.74208592,0.000154953,1.14E-09,1.09E+06,0.522,0,2.84E-11,0,7.84E-16,8.91E-12
20,0.0017,-863480.395,8.63E+05,3.97596629,0.000164638,1.22E-09,1.09E+06,0.522,0,2.84E-11,0,8.33E-16,9.45E-12
20,0.0018,-855740.9898,8.56E+05,4.20984666,0.000174322,1.29E-09,1.09E+06,0.522,0,2.84E-11,0,8.83E-16,9.98E-12
20,0.0019,-848420.1406,8.48E+05,4.44372703,0.000184005,1.36E-09,1.09E+06,0.522,0,2.84E-11,0,9.32E-16,1.05E-11
20,0.002,-841474.8886,8.41E+05,4.6776074,0.000193687,1.43E-09,1.09E+06,0.522,0,2.84E-11,0,9.81E-16,1.10E-11
20,0.0021,-834868.5673,8.35E+05,4.91148777,0.000203368,1.50E-09,1.09E+06,0.522,0,2.84E-11,0,1.03E-15,1.16E-11
20,0.0022,-828569.6303,8.29E+05,5.14536814,0.000213048,1.57E-09,1.09E+06,0.522,0,2.84E-11,0,1.08E-15,1.21E-11
20,0.0023,-822550.7404,8.23E+05,5.37924851,0.000222728,1.64E-09,1.09E+06,0.522,0,2.84E-11,0,1.13E-15,1.26E-11
20,0.0024,-816788.0525,8.17E+05,5.61312888,0.000232407,1.72E-09,1.09E+06,0.522,0,2.84E-11,0,1.18E-15,1.31E-11
20,0.0025,-811260.6431,8.11E+05,5.84700925,0.000242085,1.79E-09,1.09E+06,0.522,0,2.84E-11,0,1.23E-15,1.37E-11
20,0.0026,-805950.0515,8.06E+05,6.08088962,0.000251762,1.86E-09,1.09E+06,0.522,0,2.84E-11,0,1.27E-15,1.42E-11
20,0.0027,-800839.9082,8.01E+05,6.31476999,0.000261438,1.93E-09,1.09E+06,0.522,0,2.84E-11,0,1.32E-15,1.47E-11
20,0.0028,-795915.6299,7.96E+05,6.54865036,0.000271114,2.00E-09,1.09E+06,0.522,0,2.84E-11,0,1.37E-15,1.52E-11
20,0.0029,-791164.1695,7.91E+05,6.78253073,0.000280788,2.07E-09,1.09E+06,0.522,0,2.84E-11,0,1.42E-15,1.58E-11
