,room1,room1,room1,room2,room2,room2,
 ,temp,rh,ah,temp,rh,ah,
2022/04/01 00:00,10.9,0.89,0.00721,25.0,0.5,0.00988,
2022/04/01 00:10,10.705,0.893,0.00714,20.166,0.499,0.00732,
2022/04/01 00:20,10.488,0.897,0.00706,20.082,0.501,0.00732,
2022/04/01 00:30,10.272,0.9,0.00699,20.038,0.501,0.00729,
2022/04/01 00:40,10.055,0.903,0.00691,19.971,0.501,0.00726,
2022/04/01 00:50,9.838,0.907,0.00683,19.868,0.5,0.00721,
2022/04/01 01:00,9.622,0.91,0.00676,19.727,0.5,0.00714,
2022/04/01 01:10,9.45,0.91,0.00668,19.553,0.499,0.00705,
2022/04/01 01:20,9.283,0.91,0.00661,19.35,0.499,0.00696,
2022/04/01 01:30,9.117,0.91,0.00654,19.127,0.498,0.00685,
2022/04/01 01:40,8.95,0.91,0.00646,18.887,0.498,0.00674,
2022/04/01 01:50,8.783,0.91,0.00639,18.636,0.497,0.00663,
2022/04/01 02:00,8.617,0.91,0.00631,18.377,0.497,0.00652,
2022/04/01 02:10,8.345,0.916,0.00624,18.113,0.496,0.0064,
2022/04/01 02:20,8.062,0.923,0.00616,17.846,0.496,0.00629,
2022/04/01 02:30,7.778,0.93,0.00609,17.578,0.496,0.00618,
2022/04/01 02:40,7.495,0.936,0.00601,17.308,0.495,0.00607,
2022/04/01 02:50,7.212,0.943,0.00594,17.039,0.495,0.00596,
2022/04/01 03:00,6.928,0.949,0.00587,16.769,0.494,0.00585,
2022/04/01 03:10,6.795,0.949,0.00581,16.5,0.494,0.00574,
2022/04/01 03:20,6.678,0.947,0.00575,16.231,0.493,0.00564,
2022/04/01 03:30,6.562,0.946,0.00569,15.963,0.493,0.00554,
2022/04/01 03:40,6.445,0.944,0.00564,15.695,0.493,0.00544,
2022/04/01 03:50,6.328,0.942,0.00558,15.428,0.492,0.00534,
2022/04/01 04:00,6.212,0.94,0.00553,15.163,0.492,0.00525,
2022/04/01 04:10,5.99,0.942,0.00545,14.899,0.491,0.00515,
2022/04/01 04:20,5.757,0.944,0.00537,14.639,0.491,0.00506,
2022/04/01 04:30,5.523,0.946,0.0053,14.381,0.491,0.00498,
2022/04/01 04:40,5.29,0.947,0.00522,14.127,0.49,0.00489,
