,climate,climate,climate,climate,wall1,wall1,wall1,wall1,wall2,wall2,wall2,wall2,wall3,wall3,wall3,wall3,wall4,wall4,wall4,wall4,wall5,wall5,wall5,wall5,wall6,wall6,wall6,wall6,indoor,indoor,indoor,indoor,
 ,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,
2022/04/01 00:00,9.4,0.89,0.00651,Error,21.993,0.55,0.00906,0.04893,22.0,0.55,0.00906,0.04893,22.0,0.55,0.00906,0.04893,22.0,0.55,0.00906,0.04893,22.0,0.55,0.00906,0.04893,22.001,0.55,0.00906,0.04893,24.539,0.495,0.00952,Error,
2022/04/01 00:10,9.4,0.886,0.00648,Error,18.644,0.544,0.00726,0.0487,21.605,0.55,0.00883,0.04893,21.968,0.55,0.00904,0.04893,21.985,0.55,0.00905,0.04893,21.829,0.55,0.00896,0.04893,20.436,0.545,0.00814,0.04862,11.284,0.796,0.0066,Error,
2022/04/01 00:20,9.4,0.881,0.00644,Error,17.081,0.541,0.00654,0.04864,20.913,0.549,0.00845,0.04893,21.823,0.55,0.00896,0.04893,21.904,0.55,0.009,0.04893,21.48,0.549,0.00876,0.04893,19.513,0.542,0.00764,0.04842,11.133,0.795,0.00653,Error,
2022/04/01 00:30,9.4,0.876,0.0064,Error,16.211,0.541,0.00618,0.04865,20.23,0.548,0.00808,0.04893,21.576,0.55,0.00882,0.04893,21.743,0.55,0.00891,0.04893,21.104,0.549,0.00855,0.04893,18.929,0.54,0.00733,0.04827,11.037,0.793,0.00647,Error,
2022/04/01 00:40,9.4,0.87,0.00637,Error,15.64,0.54,0.00595,0.0487,19.622,0.547,0.00777,0.04893,21.262,0.549,0.00864,0.04893,21.518,0.549,0.00878,0.04893,20.741,0.549,0.00836,0.04893,18.51,0.538,0.00712,0.04815,10.968,0.791,0.00642,Error,
2022/04/01 00:50,9.4,0.865,0.00633,Error,15.217,0.541,0.00579,0.04878,19.09,0.547,0.00751,0.04893,20.912,0.549,0.00845,0.04893,21.248,0.549,0.00863,0.04893,20.399,0.548,0.00817,0.04893,18.178,0.537,0.00695,0.04805,10.914,0.788,0.00638,Error,
2022/04/01 01:00,9.4,0.86,0.00629,Error,14.877,0.541,0.00567,0.04887,18.621,0.546,0.00728,0.04893,20.546,0.548,0.00825,0.04893,20.948,0.549,0.00847,0.04893,20.074,0.548,0.008,0.04893,17.895,0.535,0.00681,0.04797,10.868,0.785,0.00633,Error,
2022/04/01 01:10,9.34,0.859,0.00625,Error,14.58,0.542,0.00557,0.04897,18.202,0.546,0.00708,0.04893,20.176,0.548,0.00806,0.04893,20.632,0.548,0.0083,0.04893,19.764,0.547,0.00784,0.04893,17.638,0.534,0.00669,0.0479,10.777,0.784,0.00629,Error,
2022/04/01 01:20,9.273,0.857,0.00621,Error,14.308,0.543,0.00548,0.04908,17.818,0.545,0.00691,0.04893,19.81,0.548,0.00787,0.04893,20.308,0.548,0.00813,0.04893,19.463,0.547,0.00769,0.04893,17.393,0.534,0.00658,0.04785,10.681,0.783,0.00624,Error,
2022/04/01 01:30,9.207,0.855,0.00617,Error,14.056,0.544,0.0054,0.04919,17.462,0.545,0.00675,0.04893,19.451,0.547,0.00769,0.04893,19.982,0.548,0.00796,0.04893,19.17,0.547,0.00755,0.04893,17.157,0.533,0.00647,0.0478,10.587,0.782,0.0062,Error,
2022/04/01 01:40,9.14,0.854,0.00613,Error,13.82,0.545,0.00533,0.04931,17.128,0.545,0.0066,0.04893,19.102,0.547,0.00751,0.04893,19.657,0.547,0.00779,0.04893,18.882,0.546,0.00741,0.04893,16.928,0.532,0.00637,0.04776,10.494,0.782,0.00615,Error,
2022/04/01 01:50,9.073,0.852,0.00609,Error,13.596,0.546,0.00526,0.04944,16.812,0.544,0.00646,0.04893,18.763,0.546,0.00735,0.04893,19.336,0.547,0.00763,0.04893,18.599,0.546,0.00727,0.04893,16.703,0.532,0.00627,0.04774,10.401,0.781,0.00611,Error,
2022/04/01 02:00,9.007,0.85,0.00605,Error,13.383,0.547,0.0052,0.04957,16.512,0.544,0.00634,0.04893,18.434,0.546,0.00719,0.04893,19.021,0.547,0.00747,0.04893,18.32,0.546,0.00714,0.04893,16.481,0.531,0.00617,0.04771,10.309,0.78,0.00606,Error,
2022/04/01 02:10,8.985,0.838,0.00596,Error,13.18,0.548,0.00514,0.0497,16.225,0.543,0.00622,0.04893,18.115,0.546,0.00704,0.04893,18.711,0.546,0.00732,0.04893,18.047,0.546,0.00701,0.04893,16.263,0.531,0.00608,0.0477,10.25,0.771,0.00597,Error,
2022/04/01 02:20,8.968,0.825,0.00586,Error,12.987,0.549,0.00508,0.04982,15.95,0.543,0.0061,0.04893,17.805,0.545,0.0069,0.04893,18.408,0.546,0.00718,0.04893,17.778,0.545,0.00689,0.04893,16.045,0.53,0.00599,0.04768,10.198,0.761,0.00587,Error,
2022/04/01 02:30,8.952,0.811,0.00575,Error,12.802,0.55,0.00503,0.04993,15.685,0.543,0.006,0.04893,17.506,0.545,0.00677,0.04893,18.112,0.546,0.00704,0.04893,17.513,0.545,0.00677,0.04893,15.831,0.53,0.00591,0.04766,10.147,0.751,0.00577,Error,
2022/04/01 02:40,8.935,0.798,0.00565,Error,12.623,0.551,0.00498,0.05004,15.431,0.543,0.0059,0.04893,17.216,0.545,0.00664,0.04893,17.823,0.545,0.00691,0.04893,17.253,0.545,0.00665,0.04893,15.618,0.529,0.00582,0.04764,10.096,0.74,0.00567,Error,
2022/04/01 02:50,8.918,0.785,0.00555,Error,12.45,0.551,0.00493,0.05014,15.186,0.542,0.0058,0.04893,16.934,0.544,0.00652,0.04893,17.541,0.545,0.00678,0.04893,16.998,0.544,0.00654,0.04893,15.409,0.529,0.00574,0.04761,10.045,0.73,0.00557,Error,
2022/04/01 03:00,8.902,0.771,0.00545,Error,12.283,0.552,0.00488,0.05023,14.95,0.542,0.00571,0.04893,16.661,0.544,0.0064,0.04893,17.265,0.545,0.00666,0.04893,16.747,0.544,0.00644,0.04893,15.203,0.528,0.00565,0.04758,9.994,0.719,0.00546,Error,
2022/04/01 03:10,8.885,0.746,0.00526,Error,12.114,0.553,0.00483,0.05031,14.72,0.542,0.00562,0.04893,16.396,0.544,0.00629,0.04893,16.996,0.544,0.00654,0.04893,16.5,0.544,0.00633,0.04893,14.994,0.528,0.00557,0.04755,9.939,0.699,0.00529,Error,
2022/04/01 03:20,8.868,0.72,0.00507,Error,11.94,0.553,0.00478,0.05036,14.495,0.541,0.00554,0.04893,16.138,0.543,0.00618,0.04893,16.733,0.544,0.00643,0.04893,16.257,0.544,0.00623,0.04893,14.78,0.527,0.00549,0.0475,9.885,0.677,0.0051,Error,
2022/04/01 03:30,8.852,0.693,0.00487,Error,11.766,0.553,0.00472,0.05039,14.275,0.541,0.00545,0.04893,15.887,0.543,0.00608,0.04893,16.476,0.544,0.00632,0.04893,16.016,0.543,0.00613,0.04893,14.565,0.526,0.0054,0.04743,9.83,0.655,0.00492,Error,
2022/04/01 03:40,8.835,0.666,0.00468,Error,11.593,0.553,0.00467,0.0504,14.058,0.541,0.00537,0.04893,15.641,0.543,0.00598,0.04893,16.224,0.543,0.00622,0.04893,15.777,0.543,0.00603,0.04893,14.349,0.525,0.00531,0.04735,9.776,0.632,0.00473,Error,
2022/04/01 03:50,8.818,0.639,0.00448,Error,11.422,0.553,0.00461,0.05039,13.845,0.541,0.0053,0.04893,15.401,0.543,0.00588,0.04893,15.976,0.543,0.00611,0.04893,15.541,0.543,0.00594,0.04893,14.134,0.523,0.00522,0.04725,9.721,0.61,0.00454,Error,
2022/04/01 04:00,8.802,0.613,0.00429,Error,11.252,0.552,0.00456,0.05036,13.635,0.54,0.00522,0.04893,15.165,0.542,0.00579,0.04893,15.733,0.543,0.00602,0.04893,15.307,0.542,0.00585,0.04893,13.921,0.522,0.00514,0.04714,9.667,0.587,0.00436,Error,
2022/04/01 04:10,8.785,0.6,0.00419,Error,11.093,0.551,0.0045,0.05031,13.429,0.54,0.00515,0.04893,14.933,0.542,0.0057,0.04893,15.493,0.543,0.00592,0.04893,15.076,0.542,0.00576,0.04893,13.715,0.52,0.00505,0.04702,9.619,0.576,0.00426,Error,
2022/04/01 04:20,8.768,0.588,0.00411,Error,10.945,0.551,0.00445,0.05026,13.229,0.54,0.00508,0.04893,14.706,0.542,0.00562,0.04893,15.258,0.542,0.00583,0.04893,14.85,0.542,0.00567,0.04893,13.521,0.519,0.00497,0.04689,9.571,0.566,0.00417,Error,
2022/04/01 04:30,8.752,0.576,0.00402,Error,10.805,0.55,0.00441,0.05021,13.036,0.54,0.00501,0.04893,14.484,0.541,0.00553,0.04893,15.028,0.542,0.00574,0.04893,14.63,0.542,0.00559,0.04893,13.335,0.517,0.0049,0.04677,9.524,0.556,0.00409,Error,
2022/04/01 04:40,8.735,0.565,0.00393,Error,10.669,0.549,0.00436,0.05014,12.848,0.54,0.00495,0.04893,14.267,0.541,0.00545,0.04893,14.802,0.542,0.00565,0.04893,14.416,0.541,0.00551,0.04893,13.154,0.516,0.00483,0.04664,9.478,0.546,0.004,Error,
2022/04/01 04:50,8.718,0.553,0.00385,Error,10.538,0.548,0.00432,0.05007,12.665,0.539,0.00489,0.04893,14.055,0.541,0.00537,0.04893,14.581,0.542,0.00557,0.04893,14.207,0.541,0.00543,0.04893,12.978,0.514,0.00476,0.04651,9.433,0.536,0.00392,Error,
2022/04/01 05:00,8.702,0.541,0.00376,Error,10.409,0.548,0.00427,0.05,12.488,0.539,0.00483,0.04893,13.848,0.541,0.0053,0.04893,14.365,0.541,0.00549,0.04893,14.002,0.541,0.00535,0.04893,12.806,0.512,0.00469,0.04638,9.389,0.526,0.00383,Error,
2022/04/01 05:10,8.685,0.528,0.00366,Error,10.283,0.547,0.00423,0.04991,12.315,0.539,0.00477,0.04893,13.645,0.54,0.00523,0.04893,14.154,0.541,0.00541,0.04893,13.803,0.541,0.00528,0.04893,12.638,0.511,0.00462,0.04625,9.345,0.515,0.00374,Error,
2022/04/01 05:20,8.668,0.515,0.00357,Error,10.159,0.545,0.00418,0.04982,12.146,0.539,0.00472,0.04893,13.448,0.54,0.00516,0.04893,13.948,0.541,0.00534,0.04893,13.608,0.54,0.00521,0.04893,12.472,0.509,0.00455,0.04611,9.301,0.504,0.00364,Error,
2022/04/01 05:30,8.652,0.501,0.00347,Error,10.036,0.544,0.00414,0.04972,11.981,0.539,0.00467,0.04893,13.256,0.54,0.00509,0.04893,13.746,0.541,0.00526,0.04893,13.418,0.54,0.00515,0.04893,12.309,0.507,0.00449,0.04597,9.258,0.492,0.00355,Error,
2022/04/01 05:40,8.635,0.488,0.00337,Error,9.916,0.543,0.0041,0.04961,11.82,0.538,0.00461,0.04893,13.068,0.54,0.00503,0.04893,13.55,0.54,0.00519,0.04893,13.231,0.54,0.00508,0.04893,12.148,0.505,0.00442,0.04582,9.215,0.481,0.00346,Error,
2022/04/01 05:50,8.618,0.475,0.00328,Error,9.797,0.542,0.00406,0.0495,11.662,0.538,0.00456,0.04893,12.884,0.54,0.00496,0.04893,13.358,0.54,0.00513,0.04893,13.049,0.54,0.00502,0.04893,11.991,0.503,0.00436,0.04567,9.172,0.469,0.00336,Error,
2022/04/01 06:00,8.602,0.461,0.00318,Error,9.681,0.54,0.00401,0.04937,11.507,0.538,0.00452,0.04893,12.704,0.539,0.0049,0.04893,13.17,0.54,0.00506,0.04893,12.87,0.54,0.00496,0.04893,11.836,0.501,0.0043,0.04551,9.13,0.457,0.00327,Error,
2022/04/01 06:10,8.6,0.451,0.00311,Error,9.592,0.539,0.00398,0.04924,11.358,0.538,0.00447,0.04893,12.529,0.539,0.00484,0.04893,12.986,0.54,0.005,0.04893,12.695,0.539,0.0049,0.04893,11.686,0.499,0.00424,0.04535,9.103,0.448,0.0032,Error,
2022/04/01 06:20,8.6,0.441,0.00304,Error,9.517,0.537,0.00395,0.0491,11.218,0.538,0.00443,0.04893,12.358,0.539,0.00479,0.04893,12.806,0.54,0.00494,0.04893,12.524,0.539,0.00484,0.04893,11.543,0.497,0.00418,0.04519,9.077,0.439,0.00313,Error,
2022/04/01 06:30,8.6,0.431,0.00297,Error,9.453,0.536,0.00392,0.04896,11.086,0.538,0.00439,0.04893,12.193,0.539,0.00473,0.04893,12.631,0.539,0.00488,0.04893,12.358,0.539,0.00479,0.04893,11.405,0.495,0.00413,0.04503,9.053,0.431,0.00306,Error,
2022/04/01 06:40,8.6,0.421,0.0029,Error,9.398,0.534,0.00389,0.04881,10.962,0.537,0.00435,0.04893,12.033,0.539,0.00468,0.04893,12.461,0.539,0.00482,0.04893,12.196,0.539,0.00474,0.04893,11.27,0.493,0.00407,0.04486,9.029,0.422,0.00299,Error,
2022/04/01 06:50,8.6,0.411,0.00283,Error,9.35,0.533,0.00387,0.04865,10.846,0.537,0.00431,0.04893,11.88,0.538,0.00463,0.04893,12.295,0.539,0.00477,0.04893,12.039,0.539,0.00468,0.04893,11.14,0.491,0.00402,0.04469,9.005,0.413,0.00292,Error,
2022/04/01 07:00,8.6,0.401,0.00276,Error,9.31,0.531,0.00384,0.04849,10.738,0.537,0.00428,0.04893,11.733,0.538,0.00459,0.04893,12.135,0.539,0.00472,0.04893,11.886,0.538,0.00464,0.04893,11.012,0.489,0.00397,0.04452,8.982,0.404,0.00286,Error,
2022/04/01 07:10,8.63,0.398,0.00275,Error,9.284,0.529,0.00382,0.04832,10.637,0.537,0.00425,0.04893,11.592,0.538,0.00454,0.04893,11.979,0.539,0.00467,0.04893,11.738,0.538,0.00459,0.04893,10.893,0.487,0.00392,0.04435,8.988,0.402,0.00284,Error,
2022/04/01 07:20,8.663,0.397,0.00275,Error,9.275,0.527,0.00381,0.04815,10.546,0.537,0.00423,0.04893,11.458,0.538,0.0045,0.04893,11.83,0.538,0.00462,0.04893,11.596,0.538,0.00454,0.04893,10.787,0.485,0.00388,0.04419,8.998,0.4,0.00283,Error,
2022/04/01 07:30,8.697,0.395,0.00274,Error,9.279,0.526,0.0038,0.04799,10.464,0.537,0.0042,0.04893,11.33,0.538,0.00446,0.04893,11.686,0.538,0.00457,0.04893,11.461,0.538,0.0045,0.04893,10.688,0.483,0.00383,0.04403,9.009,0.399,0.00282,Error,
2022/04/01 07:40,8.73,0.393,0.00273,Error,9.294,0.524,0.00379,0.04783,10.391,0.537,0.00418,0.04893,11.21,0.538,0.00442,0.04893,11.548,0.538,0.00453,0.04893,11.332,0.538,0.00446,0.04893,10.596,0.481,0.00379,0.04387,9.022,0.397,0.00282,Error,
2022/04/01 07:50,8.763,0.392,0.00273,Error,9.323,0.522,0.00378,0.04766,10.329,0.537,0.00416,0.04893,11.097,0.538,0.00439,0.04893,11.417,0.538,0.00449,0.04893,11.21,0.538,0.00442,0.04893,10.51,0.479,0.00376,0.04373,9.035,0.396,0.00281,Error,
2022/04/01 08:00,8.797,0.39,0.00272,Error,9.366,0.52,0.00378,0.0475,10.277,0.537,0.00415,0.04893,10.992,0.537,0.00436,0.04893,11.292,0.538,0.00445,0.04893,11.094,0.538,0.00439,0.04893,10.429,0.477,0.00372,0.04358,9.05,0.394,0.0028,Error,
2022/04/01 08:10,8.965,0.382,0.0027,Error,9.449,0.519,0.00379,0.04733,10.237,0.537,0.00414,0.04893,10.896,0.537,0.00433,0.04893,11.175,0.538,0.00441,0.04893,10.985,0.537,0.00436,0.04893,10.358,0.475,0.00369,0.04344,9.173,0.388,0.00278,Error,
2022/04/01 08:20,9.148,0.374,0.00267,Error,9.588,0.517,0.00381,0.04716,10.217,0.536,0.00413,0.04893,10.809,0.537,0.0043,0.04893,11.065,0.537,0.00438,0.04893,10.884,0.537,0.00433,0.04893,10.303,0.473,0.00366,0.0433,9.314,0.38,0.00275,Error,
2022/04/01 08:30,9.332,0.365,0.00264,Error,9.773,0.515,0.00385,0.04698,10.22,0.536,0.00413,0.04893,10.733,0.537,0.00428,0.04893,10.963,0.537,0.00435,0.04893,10.793,0.537,0.0043,0.04893,10.259,0.472,0.00364,0.04316,9.458,0.373,0.00272,Error,
2022/04/01 08:40,9.515,0.357,0.00261,Error,9.999,0.513,0.00389,0.04679,10.249,0.537,0.00414,0.04893,10.672,0.537,0.00426,0.04893,10.871,0.537,0.00432,0.04893,10.71,0.537,0.00427,0.04893,10.224,0.47,0.00362,0.04301,9.603,0.365,0.00269,Error,
2022/04/01 08:50,9.698,0.349,0.00259,Error,10.264,0.511,0.00395,0.04658,10.304,0.537,0.00416,0.04893,10.625,0.537,0.00425,0.04893,10.789,0.537,0.0043,0.04893,10.636,0.537,0.00425,0.04893,10.196,0.468,0.0036,0.04287,9.749,0.358,0.00267,Error,
2022/04/01 09:00,9.882,0.341,0.00256,Error,10.566,0.509,0.00401,0.04636,10.386,0.537,0.00418,0.04893,10.596,0.537,0.00424,0.04893,10.718,0.537,0.00428,0.04893,10.572,0.537,0.00423,0.04893,10.176,0.466,0.00358,0.04272,9.896,0.351,0.00264,Error,
2022/04/01 09:10,10.08,0.329,0.0025,Error,10.895,0.507,0.00409,0.04613,10.493,0.537,0.00421,0.04893,10.583,0.537,0.00424,0.04893,10.659,0.537,0.00426,0.04893,10.516,0.537,0.00422,0.04893,10.162,0.464,0.00356,0.04258,10.055,0.34,0.00259,Error,
2022/04/01 09:20,10.28,0.317,0.00244,Error,11.241,0.505,0.00416,0.04587,10.623,0.537,0.00425,0.04893,10.588,0.537,0.00424,0.04893,10.612,0.537,0.00425,0.04893,10.47,0.537,0.0042,0.04893,10.152,0.462,0.00354,0.04242,10.217,0.329,0.00253,Error,
2022/04/01 09:30,10.48,0.305,0.00238,Error,11.607,0.502,0.00424,0.0456,10.775,0.537,0.00429,0.04893,10.611,0.537,0.00425,0.04893,10.578,0.537,0.00424,0.04893,10.432,0.537,0.00419,0.04893,10.149,0.46,0.00353,0.04226,10.379,0.319,0.00247,Error,
2022/04/01 09:40,10.68,0.293,0.00232,Error,11.991,0.499,0.00433,0.0453,10.946,0.537,0.00434,0.04893,10.652,0.537,0.00426,0.04893,10.557,0.537,0.00423,0.04893,10.404,0.537,0.00418,0.04893,10.152,0.458,0.00351,0.0421,10.543,0.308,0.00242,Error,
2022/04/01 09:50,10.88,0.282,0.00226,Error,12.393,0.496,0.00441,0.04498,11.137,0.538,0.0044,0.04893,10.709,0.537,0.00427,0.04893,10.55,0.537,0.00423,0.04893,10.385,0.537,0.00418,0.04893,10.162,0.456,0.0035,0.04192,10.708,0.298,0.00236,Error,
2022/04/01 10:00,11.08,0.271,0.0022,Error,12.808,0.492,0.0045,0.04463,11.345,0.538,0.00447,0.04893,10.782,0.537,0.0043,0.04893,10.555,0.537,0.00423,0.04893,10.376,0.537,0.00418,0.04893,10.178,0.454,0.00348,0.04175,10.874,0.287,0.0023,Error,
2022/04/01 10:10,11.34,0.262,0.00217,Error,13.199,0.489,0.00459,0.04427,11.567,0.538,0.00454,0.04893,10.871,0.537,0.00432,0.04893,10.573,0.537,0.00423,0.04893,10.377,0.537,0.00418,0.04893,10.207,0.452,0.00347,0.04156,11.091,0.279,0.00227,Error,
2022/04/01 10:20,11.607,0.253,0.00213,Error,13.546,0.485,0.00465,0.04388,11.792,0.538,0.00461,0.04893,10.974,0.537,0.00435,0.04893,10.604,0.537,0.00424,0.04893,10.39,0.537,0.00418,0.04893,10.25,0.449,0.00346,0.04137,11.318,0.271,0.00224,Error,
2022/04/01 10:30,11.873,0.245,0.0021,Error,13.869,0.48,0.00471,0.04349,12.016,0.539,0.00468,0.04893,11.088,0.538,0.00439,0.04893,10.648,0.537,0.00426,0.04893,10.414,0.537,0.00419,0.04893,10.306,0.447,0.00346,0.04118,11.546,0.263,0.0022,Error,
2022/04/01 10:40,12.14,0.237,0.00206,Error,14.174,0.476,0.00476,0.04308,12.236,0.539,0.00475,0.04893,11.21,0.538,0.00442,0.04893,10.704,0.537,0.00427,0.04893,10.451,0.537,0.0042,0.04893,10.373,0.444,0.00345,0.04099,11.776,0.255,0.00217,Error,
2022/04/01 10:50,12.407,0.229,0.00203,Error,14.466,0.471,0.0048,0.04265,12.452,0.539,0.00482,0.04893,11.34,0.538,0.00446,0.04893,10.771,0.537,0.00429,0.04893,10.499,0.537,0.00421,0.04893,10.449,0.442,0.00345,0.04078,12.007,0.248,0.00214,Error,
2022/04/01 11:00,12.673,0.221,0.00199,Error,14.744,0.466,0.00483,0.04222,12.666,0.539,0.00489,0.04893,11.474,0.538,0.00451,0.04893,10.848,0.537,0.00432,0.04893,10.558,0.537,0.00423,0.04893,10.533,0.439,0.00345,0.04058,12.24,0.24,0.00211,Error,
2022/04/01 11:10,12.82,0.22,0.00201,Error,15.129,0.46,0.0049,0.04178,12.884,0.54,0.00496,0.04893,11.614,0.538,0.00455,0.04893,10.934,0.537,0.00434,0.04893,10.627,0.537,0.00425,0.04893,10.623,0.436,0.00345,0.04037,12.38,0.239,0.00212,Error,
2022/04/01 11:20,12.953,0.22,0.00202,Error,15.669,0.455,0.00502,0.04132,13.137,0.54,0.00505,0.04893,11.763,0.538,0.0046,0.04893,11.029,0.537,0.00437,0.04893,10.705,0.537,0.00427,0.04893,10.714,0.434,0.00345,0.04017,12.507,0.239,0.00213,Error,
2022/04/01 11:30,13.087,0.22,0.00204,Error,16.281,0.45,0.00516,0.04085,13.434,0.54,0.00515,0.04893,11.927,0.538,0.00465,0.04893,11.133,0.538,0.0044,0.04893,10.789,0.537,0.0043,0.04893,10.809,0.431,0.00345,0.03997,12.633,0.239,0.00215,Error,
2022/04/01 11:40,13.22,0.22,0.00206,Error,16.927,0.444,0.0053,0.04036,13.772,0.541,0.00527,0.04893,12.11,0.539,0.00471,0.04893,11.248,0.538,0.00444,0.04893,10.881,0.537,0.00433,0.04893,10.907,0.429,0.00345,0.03977,12.761,0.239,0.00217,Error,
2022/04/01 11:50,13.353,0.22,0.00208,Error,17.589,0.438,0.00546,0.03985,14.142,0.541,0.00541,0.04893,12.315,0.539,0.00477,0.04893,11.374,0.538,0.00448,0.04893,10.98,0.537,0.00435,0.04893,11.01,0.426,0.00345,0.03957,12.889,0.238,0.00218,Error,
2022/04/01 12:00,13.487,0.22,0.0021,Error,18.252,0.432,0.00561,0.03931,14.538,0.542,0.00555,0.04893,12.54,0.539,0.00485,0.04893,11.513,0.538,0.00452,0.04893,11.087,0.537,0.00439,0.04893,11.119,0.423,0.00346,0.03937,13.018,0.238,0.0022,Error,
2022/04/01 12:10,13.725,0.214,0.00207,Error,18.802,0.424,0.00571,0.03876,14.945,0.542,0.00571,0.04893,12.785,0.539,0.00493,0.04893,11.666,0.538,0.00457,0.04893,11.203,0.538,0.00442,0.04893,11.236,0.421,0.00346,0.03918,13.23,0.232,0.00218,Error,
2022/04/01 12:20,13.975,0.207,0.00203,Error,19.196,0.417,0.00574,0.03819,15.331,0.542,0.00586,0.04893,13.043,0.54,0.00502,0.04893,11.832,0.538,0.00462,0.04893,11.328,0.538,0.00446,0.04893,11.363,0.418,0.00347,0.03897,13.457,0.226,0.00215,Error,
2022/04/01 12:30,14.225,0.2,0.002,Error,19.508,0.408,0.00574,0.03762,15.685,0.543,0.006,0.04893,13.306,0.54,0.00511,0.04893,12.009,0.539,0.00467,0.04893,11.464,0.538,0.0045,0.04893,11.501,0.415,0.00348,0.03877,13.685,0.219,0.00211,Error,
2022/04/01 12:40,14.475,0.193,0.00196,Error,19.768,0.4,0.00571,0.03704,16.007,0.543,0.00613,0.04893,13.567,0.54,0.0052,0.04893,12.196,0.539,0.00474,0.04893,11.61,0.538,0.00455,0.04893,11.647,0.412,0.00349,0.03855,13.914,0.213,0.00208,Error,
2022/04/01 12:50,14.725,0.187,0.00193,Error,19.989,0.391,0.00566,0.03646,16.301,0.544,0.00625,0.04893,13.824,0.541,0.00529,0.04893,12.39,0.539,0.0048,0.04893,11.765,0.538,0.0046,0.04893,11.801,0.409,0.0035,0.03833,14.145,0.206,0.00205,Error,
2022/04/01 13:00,14.975,0.181,0.00189,Error,20.178,0.382,0.0056,0.03588,16.569,0.544,0.00636,0.04893,14.073,0.541,0.00538,0.04893,12.588,0.539,0.00486,0.04893,11.929,0.538,0.00465,0.04893,11.962,0.406,0.00351,0.0381,14.378,0.2,0.00202,Error,
2022/04/01 13:10,14.94,0.179,0.00187,Error,20.313,0.373,0.00551,0.03531,16.812,0.544,0.00646,0.04893,14.314,0.541,0.00547,0.04893,12.79,0.539,0.00493,0.04893,12.099,0.539,0.0047,0.04893,12.115,0.403,0.00352,0.03787,14.381,0.198,0.002,Error,
2022/04/01 13:20,14.873,0.177,0.00184,Error,20.386,0.364,0.00539,0.03476,17.026,0.544,0.00656,0.04893,14.545,0.542,0.00555,0.04893,12.992,0.54,0.005,0.04893,12.27,0.539,0.00476,0.04893,12.247,0.4,0.00352,0.03763,14.349,0.196,0.00197,Error,
2022/04/01 13:30,14.807,0.175,0.00182,Error,20.416,0.354,0.00526,0.03422,17.211,0.545,0.00664,0.04893,14.764,0.542,0.00564,0.04893,13.192,0.54,0.00507,0.04893,12.438,0.539,0.00481,0.04893,12.368,0.396,0.00351,0.03739,14.315,0.194,0.00195,Error,
2022/04/01 13:40,14.74,0.174,0.00179,Error,20.411,0.345,0.00512,0.03369,17.367,0.545,0.0067,0.04893,14.97,0.542,0.00572,0.04893,13.388,0.54,0.00514,0.04893,12.602,0.539,0.00487,0.04893,12.482,0.392,0.00351,0.03715,14.28,0.192,0.00193,Error,
2022/04/01 13:50,14.673,0.172,0.00177,Error,20.375,0.335,0.00496,0.03319,17.498,0.545,0.00676,0.04893,15.16,0.542,0.00579,0.04893,13.578,0.54,0.0052,0.04893,12.762,0.539,0.00492,0.04893,12.591,0.389,0.0035,0.0369,14.244,0.19,0.0019,Error,
2022/04/01 14:00,14.607,0.17,0.00174,Error,20.311,0.325,0.0048,0.03271,17.603,0.545,0.00681,0.04893,15.336,0.542,0.00586,0.04893,13.76,0.541,0.00527,0.04893,12.916,0.54,0.00497,0.04893,12.696,0.385,0.00349,0.03665,14.208,0.188,0.00188,Error,
2022/04/01 14:10,14.48,0.17,0.00173,Error,20.204,0.316,0.00463,0.03224,17.684,0.545,0.00685,0.04893,15.496,0.543,0.00592,0.04893,13.933,0.541,0.00533,0.04893,13.065,0.54,0.00502,0.04893,12.795,0.381,0.00348,0.0364,14.123,0.188,0.00186,Error,
2022/04/01 14:20,14.347,0.17,0.00171,Error,20.053,0.307,0.00445,0.03181,17.738,0.545,0.00687,0.04893,15.639,0.543,0.00598,0.04893,14.097,0.541,0.00539,0.04893,13.208,0.54,0.00507,0.04893,12.885,0.377,0.00346,0.03615,14.029,0.187,0.00185,Error,
2022/04/01 14:30,14.213,0.17,0.0017,Error,19.866,0.297,0.00426,0.0314,17.765,0.545,0.00688,0.04893,15.766,0.543,0.00603,0.04893,14.25,0.541,0.00545,0.04893,13.342,0.54,0.00512,0.04893,12.968,0.373,0.00344,0.0359,13.935,0.187,0.00183,Error,
2022/04/01 14:40,14.08,0.17,0.00168,Error,19.649,0.288,0.00408,0.03101,17.766,0.545,0.00688,0.04893,15.874,0.543,0.00607,0.04893,14.392,0.541,0.0055,0.04893,13.469,0.54,0.00516,0.04893,13.045,0.369,0.00343,0.03565,13.839,0.187,0.00182,Error,
2022/04/01 14:50,13.947,0.17,0.00167,Error,19.406,0.28,0.00389,0.03066,17.741,0.545,0.00687,0.04893,15.964,0.543,0.00611,0.04893,14.522,0.542,0.00555,0.04893,13.587,0.54,0.00521,0.04893,13.116,0.365,0.0034,0.0354,13.742,0.186,0.0018,Error,
