date,temp,rh
2004/7/6 18:00,31.1,58.2
2004/7/6 18:10,31.1,58.1
2004/7/6 18:20,31.2,57.8
2004/7/6 18:30,31.2,57.7
2004/7/6 18:40,31.2,57.8
2004/7/6 18:50,31.2,57.8
2004/7/6 19:00,31.2,57.8
2004/7/6 19:10,31.3,57.6
2004/7/6 19:20,31.3,57.6
2004/7/6 19:30,31.3,57.6
2004/7/6 19:40,31.3,57.6
2004/7/6 19:50,31.3,57.4
2004/7/6 20:00,31.3,57.3
2004/7/6 20:10,31.3,57.2
2004/7/6 20:20,31.2,57.3
2004/7/6 20:30,31.2,57.3
2004/7/6 20:40,31.2,57.2
2004/7/6 20:50,31.2,57.6
2004/7/6 21:00,31.1,57.4
2004/7/6 21:10,31.1,56.8
2004/7/6 21:20,31.1,56.7
2004/7/6 21:30,31.1,56.5
2004/7/6 21:40,31.1,56.7
2004/7/6 21:50,31,56.3
2004/7/6 22:00,31,55.8
2004/7/6 22:10,30.9,55.8
2004/7/6 22:20,30.9,55.7
2004/7/6 22:30,30.9,55.6
2004/7/6 22:40,30.9,55
2004/7/6 22:50,30.8,55.1
2004/7/6 23:00,30.8,55
2004/7/6 23:10,30.8,54.9
2004/7/6 23:20,30.8,54.9
2004/7/6 23:30,30.7,54.7
2004/7/6 23:40,30.6,54.7
2004/7/6 23:50,30.6,54.6
2004/7/7 0:00,30.6,54.4
2004/7/7 0:10,30.6,54.7
2004/7/7 0:20,30.5,54.6
2004/7/7 0:30,30.5,54.6
2004/7/7 0:40,30.4,54.4
2004/7/7 0:50,30.4,54.4
2004/7/7 1:00,30.4,54.5
2004/7/7 1:10,30.3,54.5
2004/7/7 1:20,30.3,54.7
2004/7/7 1:30,30.3,54.7
2004/7/7 1:40,30.3,54.8
2004/7/7 1:50,30.2,55
2004/7/7 2:00,30.2,55
2004/7/7 2:10,30.1,55
2004/7/7 2:20,30.1,55.1
2004/7/7 2:30,30.1,55.2
2004/7/7 2:40,30.1,55.2
2004/7/7 2:50,30,55.3
2004/7/7 3:00,30,55.4
2004/7/7 3:10,29.9,55.6
2004/7/7 3:20,29.9,55.6
2004/7/7 3:30,29.9,55.8
2004/7/7 3:40,29.9,55.9
2004/7/7 3:50,29.8,56.1
2004/7/7 4:00,29.8,56.3
2004/7/7 4:10,29.8,56.4
2004/7/7 4:20,29.8,56.5
2004/7/7 4:30,29.7,56.6
2004/7/7 4:40,29.7,56.8
2004/7/7 4:50,29.7,56.8
2004/7/7 5:00,29.6,56.9
2004/7/7 5:10,29.6,57.1
2004/7/7 5:20,29.6,57.3
2004/7/7 5:30,29.6,57.6
2004/7/7 5:40,29.6,57.7
2004/7/7 5:50,29.6,57.8
2004/7/7 6:00,29.6,58
2004/7/7 6:10,29.6,57.9
2004/7/7 6:20,29.6,58
2004/7/7 6:30,29.6,58.2
2004/7/7 6:40,29.6,58.2
2004/7/7 6:50,29.6,58.3
2004/7/7 7:00,29.6,58.1
2004/7/7 7:10,29.6,57.9
2004/7/7 7:20,29.6,57.9
2004/7/7 7:30,29.6,58.1
2004/7/7 7:40,29.6,58.3
2004/7/7 7:50,29.6,58.3
2004/7/7 8:00,29.6,58.2
2004/7/7 8:10,29.6,58.2
2004/7/7 8:20,29.6,58.2
2004/7/7 8:30,29.6,58.3
2004/7/7 8:40,29.6,58.2
2004/7/7 8:50,29.6,58.1
2004/7/7 9:00,29.6,58.1
2004/7/7 9:10,29.6,58.1
2004/7/7 9:20,29.6,58.1
2004/7/7 9:30,29.6,58.3
2004/7/7 9:40,29.6,58.4
2004/7/7 9:50,29.7,58.5
2004/7/7 10:00,29.7,58.5
2004/7/7 10:10,29.7,58.8
2004/7/7 10:20,29.8,58.7
2004/7/7 10:30,29.8,58.8
2004/7/7 10:40,29.8,58.8
2004/7/7 10:50,29.8,58.9
2004/7/7 11:00,29.8,59.1
2004/7/7 11:10,29.8,59.1
2004/7/7 11:20,29.9,59.2
2004/7/7 11:30,29.9,59.3
2004/7/7 11:40,29.9,59.3
2004/7/7 11:50,29.9,59.3
2004/7/7 12:00,29.9,59.3
2004/7/7 12:10,29.9,59.3
2004/7/7 12:20,30,59.3
2004/7/7 12:30,30,59.4
2004/7/7 12:40,30,59.4
2004/7/7 12:50,30.1,59.4
2004/7/7 13:00,30.1,59.4
2004/7/7 13:10,30.1,59.6
2004/7/7 13:20,30.1,59.7
2004/7/7 13:30,30.2,60
2004/7/7 13:40,30.3,60.1
2004/7/7 13:50,30.4,60.5
2004/7/7 14:00,30.4,60.4
2004/7/7 14:10,30.5,60.6
2004/7/7 14:20,30.6,60.6
2004/7/7 14:30,30.6,60.6
2004/7/7 14:40,30.7,60.6
2004/7/7 14:50,30.8,60.5
2004/7/7 15:00,30.8,60.6
2004/7/7 15:10,30.9,60.6
2004/7/7 15:20,31,60.6
2004/7/7 15:30,31.1,60.6
2004/7/7 15:40,31.1,60.3
2004/7/7 15:50,31.3,60.3
2004/7/7 16:00,31.4,60.1
2004/7/7 16:10,31.4,60.1
2004/7/7 16:20,31.5,60.2
2004/7/7 16:30,31.6,60.1
2004/7/7 16:40,31.8,59.9
2004/7/7 16:50,31.8,59.8
2004/7/7 17:00,31.9,59.6
2004/7/7 17:10,32,59.3
2004/7/7 17:20,32.1,58.4
2004/7/7 17:30,32.1,58.6
2004/7/7 17:40,32.2,58.4
2004/7/7 17:50,32.3,58.3
2004/7/7 18:00,32.3,58.3
2004/7/7 18:10,32.3,58.1
2004/7/7 18:20,32.4,58
2004/7/7 18:30,32.4,58.1
2004/7/7 18:40,32.4,58.1
2004/7/7 18:50,32.3,58.1
2004/7/7 19:00,32.3,58.1
2004/7/7 19:10,32.3,58.1
2004/7/7 19:20,32.3,58.3
2004/7/7 19:30,32.3,58.3
2004/7/7 19:40,32.3,58.4
2004/7/7 19:50,32.3,58.6
2004/7/7 20:00,32.3,58.1
2004/7/7 20:10,32.2,57.4
2004/7/7 20:20,32.2,57.4
2004/7/7 20:30,32.2,57
2004/7/7 20:40,32.1,57.2
2004/7/7 20:50,32.1,57.1
2004/7/7 21:00,32.1,57.1
2004/7/7 21:10,32.1,56.9
2004/7/7 21:20,32.1,56.8
2004/7/7 21:30,32.1,57
2004/7/7 21:40,32.1,57.2
2004/7/7 21:50,32,56.9
2004/7/7 22:00,32,56.9
2004/7/7 22:10,32,56.8
2004/7/7 22:20,31.9,56.8
2004/7/7 22:30,31.9,56.7
2004/7/7 22:40,31.9,56.6
2004/7/7 22:50,31.9,56.4
2004/7/7 23:00,31.8,56.2
2004/7/7 23:10,31.8,56.3
2004/7/7 23:20,31.8,56.3
2004/7/7 23:30,31.8,56.3
2004/7/7 23:40,31.8,56.4
2004/7/7 23:50,31.8,56.5
2004/7/8 0:00,31.7,56.6
2004/7/8 0:10,31.7,56.7
2004/7/8 0:20,31.6,56.7
2004/7/8 0:30,31.6,56.7
2004/7/8 0:40,31.6,56.8
2004/7/8 0:50,31.6,56.9
2004/7/8 1:00,31.6,56.9
2004/7/8 1:10,31.6,56.8
2004/7/8 1:20,31.5,56.9
2004/7/8 1:30,31.5,56.9
2004/7/8 1:40,31.4,56.9
2004/7/8 1:50,31.4,56.9
2004/7/8 2:00,31.4,56.9
2004/7/8 2:10,31.4,56.9
2004/7/8 2:20,31.3,57.1
2004/7/8 2:30,31.3,57.1
2004/7/8 2:40,31.3,57.2
2004/7/8 2:50,31.3,57.2
2004/7/8 3:00,31.2,57.3
2004/7/8 3:10,31.2,57.3
2004/7/8 3:20,31.2,57.3
2004/7/8 3:30,31.1,57.4
2004/7/8 3:40,31.1,57.5
2004/7/8 3:50,31.1,57.6
2004/7/8 4:00,31.1,57.6
2004/7/8 4:10,31.1,57.6
2004/7/8 4:20,31,57.7
2004/7/8 4:30,31,57.7
2004/7/8 4:40,30.9,57.8
2004/7/8 4:50,30.9,57.8
2004/7/8 5:00,30.9,57.7
2004/7/8 5:10,30.9,57.8
2004/7/8 5:20,30.8,57.9
2004/7/8 5:30,30.8,58.1
2004/7/8 5:40,30.8,58.2
2004/7/8 5:50,30.8,58.4
2004/7/8 6:00,30.8,58.6
2004/7/8 6:10,30.8,58.6
2004/7/8 6:20,30.8,58.7
2004/7/8 6:30,30.8,58.7
2004/7/8 6:40,30.8,58.8
2004/7/8 6:50,30.8,58.9
2004/7/8 7:00,30.8,58.9
2004/7/8 7:10,30.8,58.9
2004/7/8 7:20,30.8,58.8
2004/7/8 7:30,30.8,58.8
2004/7/8 7:40,30.8,58.8
2004/7/8 7:50,30.8,58.7
2004/7/8 8:00,30.9,58.6
2004/7/8 8:10,30.9,58.9
2004/7/8 8:20,30.9,58.9
2004/7/8 8:30,30.9,58.9
2004/7/8 8:40,30.9,59
2004/7/8 8:50,30.9,59.1
2004/7/8 9:00,30.9,59.1
2004/7/8 9:10,30.9,59.1
2004/7/8 9:20,30.9,59.1
2004/7/8 9:30,30.9,59.1
2004/7/8 9:40,31,59.1
2004/7/8 9:50,31,59.1
2004/7/8 10:00,31,59
2004/7/8 10:10,31,58.9
2004/7/8 10:20,31,58.9
2004/7/8 10:30,31.1,58.6
2004/7/8 10:40,31.1,58.4
2004/7/8 10:50,31.1,58.2
2004/7/8 11:00,31.1,58
2004/7/8 11:10,31.2,57.9
2004/7/8 11:20,31.2,57.9
2004/7/8 11:30,31.3,57.6
2004/7/8 11:40,31.3,57.5
2004/7/8 11:50,31.3,57.4
2004/7/8 12:00,31.3,57.3
2004/7/8 12:10,31.4,57.1
2004/7/8 12:20,31.4,56.9
2004/7/8 12:30,31.4,56.8
2004/7/8 12:40,31.4,56.5
2004/7/8 12:50,31.5,56.3
2004/7/8 13:00,31.5,56.4
2004/7/8 13:10,31.6,56.5
2004/7/8 13:20,31.6,56.3
2004/7/8 13:30,31.6,56.4
2004/7/8 13:40,31.7,56.1
2004/7/8 13:50,31.8,56.2
2004/7/8 14:00,31.8,56.1
2004/7/8 14:10,31.8,56.1
2004/7/8 14:20,31.9,55.8
2004/7/8 14:30,31.9,55.9
2004/7/8 14:40,32,55.9
2004/7/8 14:50,32.1,55.5
2004/7/8 15:00,32.1,55.3
2004/7/8 15:10,32.1,55.5
2004/7/8 15:20,32.2,55.2
2004/7/8 15:30,32.3,55.6
2004/7/8 15:40,32.3,55.7
2004/7/8 15:50,32.4,55.7
2004/7/8 16:00,32.5,55.6
2004/7/8 16:10,32.6,55.5
2004/7/8 16:20,32.7,55.4
2004/7/8 16:30,32.8,55.1
2004/7/8 16:40,32.8,55.1
2004/7/8 16:50,32.9,55.1
2004/7/8 17:00,32.9,55.1
2004/7/8 17:10,33.1,54.8
2004/7/8 17:20,33.1,55.1
2004/7/8 17:30,33.1,55.1
2004/7/8 17:40,33.1,55.1
2004/7/8 17:50,33.3,54.9
2004/7/8 18:00,33.3,55
2004/7/8 18:10,33.3,55
2004/7/8 18:20,33.3,54.9
2004/7/8 18:30,33.3,54.8
2004/7/8 18:40,33.3,54.8
2004/7/8 18:50,33.3,54.9
2004/7/8 19:00,33.2,55.1
2004/7/8 19:10,33.2,55.2
2004/7/8 19:20,33.2,55.2
2004/7/8 19:30,33.1,55.3
2004/7/8 19:40,33.1,54.4
2004/7/8 19:50,33.1,54
2004/7/8 20:00,33.1,54.3
2004/7/8 20:10,33.1,54
2004/7/8 20:20,33,54
2004/7/8 20:30,33,53.7
2004/7/8 20:40,32.9,53.6
2004/7/8 20:50,32.9,53.8
2004/7/8 21:00,32.9,53.4
2004/7/8 21:10,32.8,53.1
2004/7/8 21:20,32.8,53.1
2004/7/8 21:30,32.8,53
2004/7/8 21:40,32.7,52.8
2004/7/8 21:50,32.6,52.8
2004/7/8 22:00,32.6,52.8
2004/7/8 22:10,32.6,52.8
2004/7/8 22:20,32.6,52.6
2004/7/8 22:30,32.5,52.8
2004/7/8 22:40,32.4,52.8
2004/7/8 22:50,32.4,52.8
2004/7/8 23:00,32.4,52.9
2004/7/8 23:10,32.3,52.9
2004/7/8 23:20,32.3,53.1
2004/7/8 23:30,32.3,52.8
2004/7/8 23:40,32.3,52.9
2004/7/8 23:50,32.2,53
2004/7/9 0:00,32.1,53.1
2004/7/9 0:10,32.1,53.4
2004/7/9 0:20,32.1,53.5
2004/7/9 0:30,32.1,53.6
2004/7/9 0:40,32,53.7
2004/7/9 0:50,32,53.8
2004/7/9 1:00,31.9,53.9
2004/7/9 1:10,31.9,53.9
2004/7/9 1:20,31.9,54.1
2004/7/9 1:30,31.8,54.3
2004/7/9 1:40,31.8,54.3
2004/7/9 1:50,31.8,54.4
2004/7/9 2:00,31.8,54.5
2004/7/9 2:10,31.7,54.6
2004/7/9 2:20,31.6,54.6
2004/7/9 2:30,31.6,54.6
2004/7/9 2:40,31.6,54.7
2004/7/9 2:50,31.6,54.8
2004/7/9 3:00,31.6,54.8
2004/7/9 3:10,31.5,54.9
2004/7/9 3:20,31.5,54.9
2004/7/9 3:30,31.4,55.1
2004/7/9 3:40,31.4,55.2
2004/7/9 3:50,31.4,55.2
2004/7/9 4:00,31.3,55.3
2004/7/9 4:10,31.3,55.4
2004/7/9 4:20,31.3,55.4
2004/7/9 4:30,31.2,55.5
2004/7/9 4:40,31.2,55.6
2004/7/9 4:50,31.1,55.7
2004/7/9 5:00,31.1,55.8
2004/7/9 5:10,31.1,55.8
2004/7/9 5:20,31.1,55.9
2004/7/9 5:30,31.1,55.9
2004/7/9 5:40,31,55.9
2004/7/9 5:50,31,56
2004/7/9 6:00,31,56.4
2004/7/9 6:10,31,56.5
2004/7/9 6:20,31,56.6
2004/7/9 6:30,31,56.7
2004/7/9 6:40,31,56.6
2004/7/9 6:50,30.9,56.8
2004/7/9 7:00,30.9,56.9
2004/7/9 7:10,31,56.9
2004/7/9 7:20,31,57.1
2004/7/9 7:30,31,57
2004/7/9 7:40,31,56.9
2004/7/9 7:50,31,56.8
2004/7/9 8:00,31,56.8
2004/7/9 8:10,31.1,57.3
2004/7/9 8:20,31.1,57.1
2004/7/9 8:30,31.1,57.1
2004/7/9 8:40,31.1,57.1
2004/7/9 8:50,31.1,57
2004/7/9 9:00,31.1,56.9
2004/7/9 9:10,31.1,56.9
2004/7/9 9:20,31.1,56.8
2004/7/9 9:30,31.1,56.9
2004/7/9 9:40,31.1,57.1
2004/7/9 9:50,31.1,57.1
2004/7/9 10:00,31.1,57.1
2004/7/9 10:10,31.2,57.2
2004/7/9 10:20,31.2,57.1
2004/7/9 10:30,31.3,57.1
2004/7/9 10:40,31.3,57.1
2004/7/9 10:50,31.3,57.1
2004/7/9 11:00,31.3,57.1
2004/7/9 11:10,31.3,57.1
2004/7/9 11:20,31.4,57.1
2004/7/9 11:30,31.4,56.9
2004/7/9 11:40,31.4,56.9
2004/7/9 11:50,31.4,56.9
2004/7/9 12:00,31.5,57
2004/7/9 12:10,31.6,56.9
2004/7/9 12:20,31.6,56.6
2004/7/9 12:30,31.6,56.3
2004/7/9 12:40,31.6,56.4
2004/7/9 12:50,31.7,56.3
2004/7/9 13:00,31.7,56.3
2004/7/9 13:10,31.8,56.1
2004/7/9 13:20,31.8,55.9
2004/7/9 13:30,31.9,55.7
2004/7/9 13:40,31.9,55.5
2004/7/9 13:50,31.9,55.4
2004/7/9 14:00,32,55.4
2004/7/9 14:10,32,55.4
2004/7/9 14:20,32.1,55.3
2004/7/9 14:30,32.1,55.3
2004/7/9 14:40,32.2,55.3
2004/7/9 14:50,32.2,55.1
2004/7/9 15:00,32.3,55.1
2004/7/9 15:10,32.3,55.3
2004/7/9 15:20,32.3,54.8
2004/7/9 15:30,32.3,54.7
2004/7/9 15:40,32.3,54.5
2004/7/9 15:50,32.3,54.4
2004/7/9 16:00,32.4,54.6
2004/7/9 16:10,32.4,54.4
2004/7/9 16:20,32.5,54.6
2004/7/9 16:30,32.6,54.4
2004/7/9 16:40,32.6,54.6
2004/7/9 16:50,32.6,54.5
2004/7/9 17:00,32.7,54.6
2004/7/9 17:10,32.8,54.6
2004/7/9 17:20,32.8,54.7
2004/7/9 17:30,32.8,54.6
2004/7/9 17:40,32.9,54.3
2004/7/9 17:50,32.9,54.1
2004/7/9 18:00,33,53.8
2004/7/9 18:10,33,53.7
2004/7/9 18:20,32.9,53.6
2004/7/9 18:30,32.9,53.6
2004/7/9 18:40,32.9,53.4
2004/7/9 18:50,32.9,53.3
2004/7/9 19:00,32.9,53.5
2004/7/9 19:10,32.9,53.5
2004/7/9 19:20,32.9,53.9
2004/7/9 19:30,32.8,54
2004/7/9 19:40,32.8,54.1
2004/7/9 19:50,32.8,53.9
2004/7/9 20:00,32.8,53.9
2004/7/9 20:10,32.8,53.8
2004/7/9 20:20,32.7,53.9
2004/7/9 20:30,32.7,53.8
2004/7/9 20:40,32.6,53.8
2004/7/9 20:50,32.6,54
2004/7/9 21:00,32.6,54.1
2004/7/9 21:10,32.6,54.2
2004/7/9 21:20,32.5,54.1
2004/7/9 21:30,32.5,54.1
2004/7/9 21:40,32.4,54.2
2004/7/9 21:50,32.4,54.1
2004/7/9 22:00,32.4,54.2
2004/7/9 22:10,32.4,54.2
2004/7/9 22:20,32.3,54.1
2004/7/9 22:30,32.3,54.1
2004/7/9 22:40,32.3,54.1
2004/7/9 22:50,32.2,54.3
2004/7/9 23:00,32.2,54.3
2004/7/9 23:10,32.1,54.3
2004/7/9 23:20,32.1,54.5
2004/7/9 23:30,32.1,54.6
2004/7/9 23:40,32.1,54.7
2004/7/9 23:50,32,54.8
2004/7/10 0:00,32,54.8
2004/7/10 0:10,31.9,54.8
2004/7/10 0:20,31.9,54.3
2004/7/10 0:30,31.9,54.1
2004/7/10 0:40,31.8,53.9
2004/7/10 0:50,31.8,53.9
2004/7/10 1:00,31.7,53.8
2004/7/10 1:10,31.7,53.6
2004/7/10 1:20,31.6,53.8
2004/7/10 1:30,31.6,53.8
2004/7/10 1:40,31.5,53.7
2004/7/10 1:50,31.4,53.8
2004/7/10 2:00,31.4,53.8
2004/7/10 2:10,31.4,53.9
2004/7/10 2:20,31.3,54
2004/7/10 2:30,31.3,54
2004/7/10 2:40,31.3,54.1
2004/7/10 2:50,31.2,54.1
2004/7/10 3:00,31.2,54.1
2004/7/10 3:10,31.1,54.3
2004/7/10 3:20,31.1,54.3
2004/7/10 3:30,31.1,54.2
2004/7/10 3:40,31,54.4
2004/7/10 3:50,31,54.4
2004/7/10 4:00,31,54.6
2004/7/10 4:10,30.9,54.8
2004/7/10 4:20,30.9,55
2004/7/10 4:30,30.9,55.1
2004/7/10 4:40,30.8,55.1
2004/7/10 4:50,30.8,55.1
2004/7/10 5:00,30.8,55.1
2004/7/10 5:10,30.7,55.3
2004/7/10 5:20,30.7,55.4
2004/7/10 5:30,30.6,55.4
2004/7/10 5:40,30.6,55.5
2004/7/10 5:50,30.6,55.6
2004/7/10 6:00,30.6,55.7
2004/7/10 6:10,30.6,55.8
2004/7/10 6:20,30.6,55.8
2004/7/10 6:30,30.6,55.9
2004/7/10 6:40,30.6,56
2004/7/10 6:50,30.6,56.1
2004/7/10 7:00,30.6,56.2
2004/7/10 7:10,30.5,56.4
2004/7/10 7:20,30.5,56.4
2004/7/10 7:30,30.5,56.5
2004/7/10 7:40,30.5,56.7
2004/7/10 7:50,30.5,56.8
2004/7/10 8:00,30.5,57.5
2004/7/10 8:10,30.4,57.8
2004/7/10 8:20,30.4,57.6
2004/7/10 8:30,30.4,57.6
2004/7/10 8:40,30.3,57.9
2004/7/10 8:50,30.3,58.1
2004/7/10 9:00,30.2,58
2004/7/10 9:10,30.2,57.9
2004/7/10 9:20,30.1,57.8
2004/7/10 9:30,30.1,57.8
2004/7/10 9:40,30.1,57.7
2004/7/10 9:50,30,57.8
2004/7/10 10:00,30,57.9
2004/7/10 10:10,30,58
2004/7/10 10:20,30,58.1
2004/7/10 10:30,30,58.1
2004/7/10 10:40,30,58.4
2004/7/10 10:50,29.9,58.7
2004/7/10 11:00,29.9,58.8
2004/7/10 11:10,30,58.6
2004/7/10 11:20,30,58.6
2004/7/10 11:30,30,58.6
2004/7/10 11:40,30,58.6
2004/7/10 11:50,30,58.7
2004/7/10 12:00,30.1,58.7
2004/7/10 12:10,30.1,58.9
2004/7/10 12:20,30.1,58.6
2004/7/10 12:30,30.1,58.3
2004/7/10 12:40,30.1,58.4
2004/7/10 12:50,30.1,58.4
2004/7/10 13:00,30.1,57.9
2004/7/10 13:10,30.1,57.9
2004/7/10 13:20,30.2,57.9
2004/7/10 13:30,30.2,58
2004/7/10 13:40,30.3,58.1
2004/7/10 13:50,30.3,58.1
2004/7/10 14:00,30.3,57.9
2004/7/10 14:10,30.3,58
2004/7/10 14:20,30.3,58.1
2004/7/10 14:30,30.3,57.9
2004/7/10 14:40,30.3,58
2004/7/10 14:50,30.3,57.9
2004/7/10 15:00,30.4,57.9
2004/7/10 15:10,30.4,57.9
2004/7/10 15:20,30.4,57.9
2004/7/10 15:30,30.5,57.9
2004/7/10 15:40,30.5,57.8
2004/7/10 15:50,30.5,57.8
2004/7/10 16:00,30.6,57.7
2004/7/10 16:10,30.6,57.7
2004/7/10 16:20,30.6,57.7
2004/7/10 16:30,30.6,57.8
2004/7/10 16:40,30.6,57.8
2004/7/10 16:50,30.7,57.7
2004/7/10 17:00,30.7,57.6
2004/7/10 17:10,30.7,57.6
2004/7/10 17:20,30.7,57.5
2004/7/10 17:30,30.7,57.3
2004/7/10 17:40,30.7,57.2
2004/7/10 17:50,30.7,57.2
