日付,気温,相対湿度,気圧,降水量,降雪量,風速,風向,全天日射量,大気透過率,雲量
y/m/d HH:MM,℃,%,Pa,mm,mm,m/s,-,W/m2,-,-
date,temp,rh,p_atm,Jp,Js,WS,WD,Qs,tau,cloudiness
2023/9/25 21:00,22.4,70,,0,,,,,0.00E+00,
2023/9/25 22:00,20.7,81,,1.5,,,,,0.00E+00,
2023/9/25 23:00,19.9,82,,0,,,,,0.00E+00,
2023/9/26 0:00,19.5,84,,0,,,,,0.00E+00,
2023/9/26 1:00,19,86,,0,,,,,0.00E+00,
2023/9/26 2:00,18.7,87,,0,,,,,0.00E+00,
2023/9/26 3:00,18.5,88,,0,,,,,0.00E+00,
2023/9/26 4:00,18.1,89,,0,,,,,0.00E+00,
2023/9/26 5:00,17.8,92,,0,,,,,0.00E+00,
2023/9/26 6:00,18.8,89,,0,,,,,0.00E+00,
2023/9/26 7:00,20.1,82,,0,,,,,0.00E+00,
2023/9/26 8:00,21.9,76,,0,,,,,0.00E+00,
2023/9/26 9:00,24.9,62,,0,,,,,0.00E+00,
2023/9/26 10:00,26.6,54,,0,,,,,0.00E+00,
2023/9/26 11:00,28.2,50,,0,,,,,0.00E+00,
2023/9/26 12:00,29.3,48,,0,,,,,0.00E+00,
2023/9/26 13:00,30.2,49,,0,,,,,0.00E+00,
2023/9/26 14:00,28.1,52,,0,,,,,0.00E+00,
2023/9/26 15:00,28,54,,0,,,,,0.00E+00,
2023/9/26 16:00,27.7,57,,0,,,,,0.00E+00,
2023/9/26 17:00,27,60,,0,,,,,0.00E+00,
2023/9/26 18:00,24.6,75,,0,,,,,0.00E+00,
2023/9/26 19:00,24.6,68,,0,,,,,0.00E+00,
2023/9/26 20:00,22.9,76,,0,,,,,0.00E+00,
2023/9/26 21:00,23.2,75,,0,,,,,0.00E+00,
2023/9/26 22:00,22,80,,0,,,,,0.00E+00,
2023/9/26 23:00,22.5,75,,0,,,,,0.00E+00,
2023/9/27 0:00,22.6,74,,0,,,,,0.00E+00,
2023/9/27 1:00,22.4,74,,0,,,,,0.00E+00,
2023/9/27 2:00,21.8,80,,0,,,,,0.00E+00,
2023/9/27 3:00,21.8,80,,0,,,,,0.00E+00,
2023/9/27 4:00,21.6,84,,0,,,,,0.00E+00,
2023/9/27 5:00,21.4,87,,0,,,,,0.00E+00,
2023/9/27 6:00,21.5,88,,0,,,,,0.00E+00,
2023/9/27 7:00,22.3,86,,0,,,,,0.00E+00,
2023/9/27 8:00,24.4,75,,0,,,,,0.00E+00,
2023/9/27 9:00,27.6,60,,0,,,,,0.00E+00,
2023/9/27 10:00,28.4,52,,0,,,,,0.00E+00,
2023/9/27 11:00,30.1,50,,0,,,,,0.00E+00,
2023/9/27 12:00,31.3,52,,0,,,,,0.00E+00,
2023/9/27 13:00,30.7,52,,0,,,,,0.00E+00,
2023/9/27 14:00,31.7,48,,0,,,,,0.00E+00,
2023/9/27 15:00,30.8,53,,0,,,,,0.00E+00,
2023/9/27 16:00,31.1,51,,0,,,,,0.00E+00,
2023/9/27 17:00,30.3,54,,0,,,,,0.00E+00,
2023/9/27 18:00,27.7,73,,0,,,,,0.00E+00,
2023/9/27 19:00,27,74,,0,,,,,0.00E+00,
2023/9/27 20:00,26.6,79,,0,,,,,0.00E+00,
2023/9/27 21:00,26.2,81,,0,,,,,0.00E+00,
2023/9/27 22:00,25.1,87,,0,,,,,0.00E+00,
2023/9/27 23:00,25,86,,0,,,,,0.00E+00,
2023/9/28 0:00,24.6,86,,0,,,,,0.00E+00,
2023/9/28 1:00,24.5,87,,0,,,,,0.00E+00,
2023/9/28 2:00,24.2,87,,0,,,,,0.00E+00,
2023/9/28 3:00,23.7,89,,0,,,,,0.00E+00,
2023/9/28 4:00,23.1,92,,0,,,,,0.00E+00,
2023/9/28 5:00,22.8,92,,0,,,,,0.00E+00,
2023/9/28 6:00,22.7,92,,0,,,,,0.00E+00,
2023/9/28 7:00,24.3,85,,0,,,,,0.00E+00,
2023/9/28 8:00,27.6,72,,0,,,,,0.00E+00,
2023/9/28 9:00,28,71,,0,,,,,0.00E+00,
2023/9/28 10:00,30.7,62,,0,,,,,0.00E+00,
2023/9/28 11:00,30.6,59,,0,,,,,0.00E+00,
2023/9/28 12:00,30.4,62,,0,,,,,0.00E+00,
2023/9/28 13:00,31.6,55,,0,,,,,0.00E+00,
2023/9/28 14:00,32.7,51,,0,,,,,0.00E+00,
2023/9/28 15:00,32.1,53,,0,,,,,0.00E+00,
2023/9/28 16:00,31,54,,0,,,,,0.00E+00,
2023/9/28 17:00,30.5,54,,0,,,,,0.00E+00,
2023/9/28 18:00,29.1,58,,0,,,,,0.00E+00,
2023/9/28 19:00,27.7,64,,0,,,,,0.00E+00,
2023/9/28 20:00,27.3,65,,0,,,,,0.00E+00,
2023/9/28 21:00,27.3,64,,0,,,,,0.00E+00,
2023/9/28 22:00,26.7,65,,0,,,,,0.00E+00,
2023/9/28 23:00,25.9,67,,0,,,,,0.00E+00,
2023/9/29 0:00,25.4,69,,0,,,,,0.00E+00,
2023/9/29 1:00,24.3,73,,0,,,,,0.00E+00,
2023/9/29 2:00,23.7,74,,0,,,,,0.00E+00,
2023/9/29 3:00,23.9,69,,0,,,,,0.00E+00,
2023/9/29 4:00,23.3,72,,0,,,,,0.00E+00,
2023/9/29 5:00,22.7,75,,0,,,,,0.00E+00,
2023/9/29 6:00,22.2,78,,0,,,,,0.00E+00,
2023/9/29 7:00,23.3,73,,0,,,,,0.00E+00,
2023/9/29 8:00,25,63,,0,,,,,0.00E+00,
2023/9/29 9:00,26.8,58,,0,,,,,0.00E+00,
2023/9/29 10:00,28.4,52,,0,,,,,0.00E+00,
2023/9/29 11:00,30.4,46,,0,,,,,0.00E+00,
2023/9/29 12:00,30.8,42,,0,,,,,0.00E+00,
2023/9/29 13:00,31.5,36,,0,,,,,0.00E+00,
2023/9/29 14:00,31.9,38,,0,,,,,0.00E+00,
2023/9/29 15:00,31.7,38,,0,,,,,0.00E+00,
2023/9/29 16:00,30.9,40,,0,,,,,0.00E+00,
2023/9/29 17:00,28.9,48,,0,,,,,0.00E+00,
2023/9/29 18:00,26.4,60,,1.5,,,,,0.00E+00,
2023/9/29 19:00,24.2,71,,0,,,,,0.00E+00,
2023/9/29 20:00,23.1,76,,0.5,,,,,0.00E+00,
2023/9/29 21:00,22.2,83,,0,,,,,0.00E+00,
2023/9/29 22:00,21.6,92,,0,,,,,0.00E+00,
2023/9/29 23:00,21.7,90,,0,,,,,0.00E+00,
2023/9/30 0:00,21.8,89,,0,,,,,0.00E+00,
2023/9/30 1:00,21.3,90,,0,,,,,0.00E+00,
2023/9/30 2:00,21.5,89,,0,,,,,0.00E+00,
2023/9/30 3:00,21.8,87,,0,,,,,0.00E+00,
2023/9/30 4:00,20.8,91,,0,,,,,0.00E+00,
2023/9/30 5:00,20.5,91,,0,,,,,0.00E+00,
2023/9/30 6:00,20.3,92,,0,,,,,0.00E+00,
2023/9/30 7:00,22.7,87,,0,,,,,0.00E+00,
2023/9/30 8:00,25.6,79,,0,,,,,0.00E+00,
2023/9/30 9:00,27,72,,0,,,,,0.00E+00,
2023/9/30 10:00,27.9,68,,0,,,,,0.00E+00,
2023/9/30 11:00,29.4,56,,0,,,,,0.00E+00,
2023/9/30 12:00,29.7,55,,0,,,,,0.00E+00,
2023/9/30 13:00,30.1,53,,0,,,,,0.00E+00,
2023/9/30 14:00,28.6,62,,0,,,,,0.00E+00,
2023/9/30 15:00,29.5,60,,0,,,,,0.00E+00,
2023/9/30 16:00,27.5,69,,0,,,,,0.00E+00,
2023/9/30 17:00,26.6,74,,0,,,,,0.00E+00,
2023/9/30 18:00,26.3,77,,0,,,,,0.00E+00,
2023/9/30 19:00,26.2,77,,0,,,,,0.00E+00,
2023/9/30 20:00,26.3,78,,0,,,,,0.00E+00,
2023/9/30 21:00,25.9,80,,0,,,,,0.00E+00,
2023/9/30 22:00,25.7,82,,0,,,,,0.00E+00,
2023/9/30 23:00,25.7,82,,0,,,,,0.00E+00,
2023/10/1 0:00,25.6,83,,0,,,,,0.00E+00,
2023/10/1 1:00,25.6,84,,0,,,,,0.00E+00,
2023/10/1 2:00,23.7,93,,0,,,,,0.00E+00,
2023/10/1 3:00,24.2,91,,0,,,,,0.00E+00,
2023/10/1 4:00,24.4,91,,0,,,,,0.00E+00,
2023/10/1 5:00,23.8,94,,0,,,,,0.00E+00,
2023/10/1 6:00,23.4,94,,0,,,,,0.00E+00,
2023/10/1 7:00,23.7,93,,1,,,,,0.00E+00,
2023/10/1 8:00,23.2,83,,1.5,,,,,0.00E+00,
2023/10/1 9:00,23.2,82,,1,,,,,0.00E+00,
2023/10/1 10:00,23.8,79,,0.5,,,,,0.00E+00,
2023/10/1 11:00,24.1,79,,0,,,,,0.00E+00,
2023/10/1 12:00,24.5,72,,0.5,,,,,0.00E+00,
2023/10/1 13:00,23.9,78,,0,,,,,0.00E+00,
2023/10/1 14:00,23.9,77,,0,,,,,0.00E+00,
2023/10/1 15:00,23.6,83,,0,,,,,0.00E+00,
2023/10/1 16:00,23.7,84,,0,,,,,0.00E+00,
2023/10/1 17:00,23.4,83,,0,,,,,0.00E+00,
2023/10/1 18:00,23.1,86,,0.5,,,,,0.00E+00,
2023/10/1 19:00,23,85,,0,,,,,0.00E+00,
2023/10/1 20:00,22.8,70,,0,,,,,0.00E+00,
2023/10/1 21:00,21.2,84,,0,,,,,0.00E+00,
2023/10/1 22:00,21.8,68,,0,,,,,0.00E+00,
2023/10/1 23:00,19.6,82,,0,,,,,0.00E+00,
2023/10/2 0:00,20.4,73,,0,,,,,0.00E+00,
2023/10/2 1:00,19.2,75,,0,,,,,0.00E+00,
2023/10/2 2:00,18.2,78,,0,,,,,0.00E+00,
2023/10/2 3:00,17.2,82,,0,,,,,0.00E+00,
2023/10/2 4:00,17.8,75,,0,,,,,0.00E+00,
2023/10/2 5:00,15.6,89,,0,,,,,0.00E+00,
2023/10/2 6:00,15.2,89,,0,,,,,0.00E+00,
2023/10/2 7:00,18.3,75,,0,,,,,0.00E+00,
2023/10/2 8:00,20.6,64,,0,,,,,0.00E+00,
2023/10/2 9:00,22.1,54,,0,,,,,0.00E+00,
2023/10/2 10:00,24.5,47,,0,,,,,0.00E+00,
2023/10/2 11:00,23.5,44,,0,,,,,0.00E+00,
2023/10/2 12:00,26.1,39,,0,,,,,0.00E+00,
2023/10/2 13:00,26.3,36,,0,,,,,0.00E+00,
2023/10/2 14:00,26.5,33,,0,,,,,0.00E+00,
2023/10/2 15:00,26.1,34,,0,,,,,0.00E+00,
2023/10/2 16:00,25.9,36,,0,,,,,0.00E+00,
2023/10/2 17:00,25.3,35,,0,,,,,0.00E+00,
2023/10/2 18:00,23.3,39,,0,,,,,0.00E+00,
2023/10/2 19:00,22.8,41,,0,,,,,0.00E+00,
2023/10/2 20:00,21.7,43,,0,,,,,0.00E+00,
2023/10/2 21:00,20.2,50,,0,,,,,0.00E+00,
2023/10/2 22:00,17.3,68,,0,,,,,0.00E+00,
2023/10/2 23:00,15.7,76,,0,,,,,0.00E+00,
2023/10/3 0:00,14.6,82,,0,,,,,0.00E+00,
2023/10/3 1:00,13.5,89,,0,,,,,0.00E+00,
2023/10/3 2:00,12.3,90,,0,,,,,0.00E+00,
2023/10/3 3:00,12.8,89,,0,,,,,0.00E+00,
2023/10/3 4:00,11.7,93,,0,,,,,0.00E+00,
2023/10/3 5:00,11.9,93,,0,,,,,0.00E+00,
2023/10/3 6:00,11.8,92,,0,,,,,0.00E+00,
2023/10/3 7:00,14.2,87,,0,,,,,0.00E+00,
2023/10/3 8:00,16.5,74,,0,,,,,0.00E+00,
2023/10/3 9:00,19.8,61,,0,,,,,0.00E+00,
2023/10/3 10:00,21.7,54,,0,,,,,0.00E+00,
2023/10/3 11:00,25.3,50,,0,,,,,0.00E+00,
2023/10/3 12:00,26,51,,0,,,,,0.00E+00,
2023/10/3 13:00,25.9,57,,0,,,,,0.00E+00,
2023/10/3 14:00,25.9,55,,0,,,,,0.00E+00,
2023/10/3 15:00,25.4,59,,0,,,,,0.00E+00,
2023/10/3 16:00,24.5,65,,0,,,,,0.00E+00,
2023/10/3 17:00,24.1,69,,0,,,,,0.00E+00,
2023/10/3 18:00,22.4,79,,0,,,,,0.00E+00,
2023/10/3 19:00,21.7,84,,0,,,,,0.00E+00,
2023/10/3 20:00,21.6,84,,0,,,,,0.00E+00,
2023/10/3 21:00,20.7,89,,0,,,,,0.00E+00,
2023/10/3 22:00,19.7,94,,0,,,,,0.00E+00,
2023/10/3 23:00,19.2,95,,0,,,,,0.00E+00,
2023/10/4 0:00,19.3,96,,0,,,,,0.00E+00,
2023/10/4 1:00,19.3,97,,0,,,,,0.00E+00,
2023/10/4 2:00,19.4,97,,0,,,,,0.00E+00,
2023/10/4 3:00,19,98,,0,,,,,0.00E+00,
2023/10/4 4:00,19.1,97,,0,,,,,0.00E+00,
2023/10/4 5:00,18.9,96,,0,,,,,0.00E+00,
2023/10/4 6:00,18.7,97,,0,,,,,0.00E+00,
2023/10/4 7:00,18.7,96,,0,,,,,0.00E+00,
2023/10/4 8:00,19.4,92,,0,,,,,0.00E+00,
2023/10/4 9:00,19.7,92,,0,,,,,0.00E+00,
2023/10/4 10:00,20.9,88,,0,,,,,0.00E+00,
2023/10/4 11:00,21.8,81,,0,,,,,0.00E+00,
2023/10/4 12:00,22.2,80,,0,,,,,0.00E+00,
2023/10/4 13:00,22.8,74,,0,,,,,0.00E+00,
2023/10/4 14:00,22.7,70,,0,,,,,0.00E+00,
2023/10/4 15:00,21.5,75,,0,,,,,0.00E+00,
2023/10/4 16:00,21.1,81,,0,,,,,0.00E+00,
2023/10/4 17:00,20.6,86,,0,,,,,0.00E+00,
2023/10/4 18:00,20.7,88,,0,,,,,0.00E+00,
2023/10/4 19:00,20.7,87,,0,,,,,0.00E+00,
2023/10/4 20:00,20.4,89,,0,,,,,0.00E+00,
2023/10/4 21:00,20.3,89,,0,,,,,0.00E+00,
2023/10/4 22:00,20,90,,0,,,,,0.00E+00,
2023/10/4 23:00,19.5,93,,0,,,,,0.00E+00,
2023/10/5 0:00,18.9,96,,0,,,,,0.00E+00,
2023/10/5 1:00,18.9,96,,0,,,,,0.00E+00,
2023/10/5 2:00,18.1,97,,0,,,,,0.00E+00,
2023/10/5 3:00,18.4,96,,0,,,,,0.00E+00,
2023/10/5 4:00,18.4,95,,0,,,,,0.00E+00,
2023/10/5 5:00,18.3,95,,0,,,,,0.00E+00,
2023/10/5 6:00,17.8,96,,0,,,,,0.00E+00,
2023/10/5 7:00,18.3,96,,0,,,,,0.00E+00,
2023/10/5 8:00,19,93,,0,,,,,0.00E+00,
2023/10/5 9:00,19.9,88,,0,,,,,0.00E+00,
2023/10/5 10:00,20.9,81,,0,,,,,0.00E+00,
2023/10/5 11:00,21.5,77,,0.5,,,,,0.00E+00,
2023/10/5 12:00,21.3,68,,0,,,,,0.00E+00,
2023/10/5 13:00,22.2,63,,0,,,,,0.00E+00,
2023/10/5 14:00,21.9,54,,0,,,,,0.00E+00,
2023/10/5 15:00,21.8,48,,0,,,,,0.00E+00,
2023/10/5 16:00,21.8,41,,0,,,,,0.00E+00,
2023/10/5 17:00,20.6,46,,0,,,,,0.00E+00,
2023/10/5 18:00,19.6,46,,0,,,,,0.00E+00,
2023/10/5 19:00,18.8,49,,0,,,,,0.00E+00,
2023/10/5 20:00,18.3,51,,0,,,,,0.00E+00,
2023/10/5 21:00,17.2,57,,0,,,,,0.00E+00,
2023/10/5 22:00,16.9,58,,0,,,,,0.00E+00,
2023/10/5 23:00,16.2,61,,0,,,,,0.00E+00,
2023/10/6 0:00,15.7,63,,0,,,,,0.00E+00,
2023/10/6 1:00,14.9,68,,0,,,,,0.00E+00,
2023/10/6 2:00,14.8,67,,0,,,,,0.00E+00,
2023/10/6 3:00,13.8,71,,0,,,,,0.00E+00,
2023/10/6 4:00,14.2,68,,0,,,,,0.00E+00,
2023/10/6 5:00,12.7,77,,0,,,,,0.00E+00,
2023/10/6 6:00,13.6,70,,0,,,,,0.00E+00,
2023/10/6 7:00,14.8,66,,0,,,,,0.00E+00,
2023/10/6 8:00,16.9,59,,0,,,,,0.00E+00,
2023/10/6 9:00,19.1,46,,0,,,,,0.00E+00,
2023/10/6 10:00,20.2,42,,0,,,,,0.00E+00,
2023/10/6 11:00,22.1,38,,0,,,,,0.00E+00,
2023/10/6 12:00,22.3,33,,0,,,,,0.00E+00,
2023/10/6 13:00,23.1,36,,0,,,,,0.00E+00,
2023/10/6 14:00,22.3,37,,0,,,,,0.00E+00,
2023/10/6 15:00,22.2,38,,0,,,,,0.00E+00,
2023/10/6 16:00,21.4,41,,0,,,,,0.00E+00,
2023/10/6 17:00,20.3,46,,0,,,,,0.00E+00,
2023/10/6 18:00,19.4,49,,0,,,,,0.00E+00,
2023/10/6 19:00,18.8,51,,0,,,,,0.00E+00,
2023/10/6 20:00,17.9,55,,0,,,,,0.00E+00,
2023/10/6 21:00,17.5,56,,0,,,,,0.00E+00,
2023/10/6 22:00,17,57,,0,,,,,0.00E+00,
2023/10/6 23:00,15.9,60,,0,,,,,0.00E+00,
2023/10/7 0:00,16.2,58,,0,,,,,0.00E+00,
2023/10/7 1:00,15.6,61,,0,,,,,0.00E+00,
2023/10/7 2:00,14.9,65,,0,,,,,0.00E+00,
2023/10/7 3:00,13.7,79,,0,,,,,0.00E+00,
2023/10/7 4:00,15.3,64,,0,,,,,0.00E+00,
2023/10/7 5:00,15.6,64,,0,,,,,0.00E+00,
2023/10/7 6:00,15.2,66,,0,,,,,0.00E+00,
2023/10/7 7:00,15.6,65,,0,,,,,0.00E+00,
2023/10/7 8:00,17,59,,0,,,,,0.00E+00,
2023/10/7 9:00,18.7,47,,0,,,,,0.00E+00,
2023/10/7 10:00,20.6,40,,0,,,,,0.00E+00,
2023/10/7 11:00,21.5,39,,0,,,,,0.00E+00,
2023/10/7 12:00,22.6,38,,0,,,,,0.00E+00,
2023/10/7 13:00,23.2,34,,0,,,,,0.00E+00,
2023/10/7 14:00,23.6,32,,0,,,,,0.00E+00,
2023/10/7 15:00,23.7,32,,0,,,,,0.00E+00,
2023/10/7 16:00,22.2,35,,0,,,,,0.00E+00,
2023/10/7 17:00,21.1,39,,0,,,,,0.00E+00,
2023/10/7 18:00,20,42,,0,,,,,0.00E+00,
2023/10/7 19:00,19.3,45,,0,,,,,0.00E+00,
2023/10/7 20:00,19,48,,0,,,,,0.00E+00,
2023/10/7 21:00,17.7,54,,0,,,,,0.00E+00,
2023/10/7 22:00,15,77,,0,,,,,0.00E+00,
2023/10/7 23:00,14.5,74,,0,,,,,0.00E+00,
2023/10/8 0:00,14.5,81,,0,,,,,0.00E+00,
2023/10/8 1:00,14.6,83,,0,,,,,0.00E+00,
2023/10/8 2:00,14.3,84,,0,,,,,0.00E+00,
2023/10/8 3:00,14.7,81,,0,,,,,0.00E+00,
2023/10/8 4:00,14.4,84,,0,,,,,0.00E+00,
2023/10/8 5:00,14.9,80,,0,,,,,0.00E+00,
2023/10/8 6:00,14.6,83,,0,,,,,0.00E+00,
2023/10/8 7:00,15.2,81,,0,,,,,0.00E+00,
2023/10/8 8:00,17,71,,0,,,,,0.00E+00,
2023/10/8 9:00,18.4,68,,0,,,,,0.00E+00,
2023/10/8 10:00,19.6,62,,0,,,,,0.00E+00,
2023/10/8 11:00,19.5,58,,0,,,,,0.00E+00,
2023/10/8 12:00,17.7,68,,0,,,,,0.00E+00,
2023/10/8 13:00,15.4,89,,0,,,,,0.00E+00,
2023/10/8 14:00,15,92,,0,,,,,0.00E+00,
2023/10/8 15:00,14.5,90,,0,,,,,0.00E+00,
2023/10/8 16:00,14.5,93,,0,,,,,0.00E+00,
2023/10/8 17:00,14.7,92,,0,,,,,0.00E+00,
2023/10/8 18:00,14.5,96,,0.5,,,,,0.00E+00,
2023/10/8 19:00,14.7,92,,0,,,,,0.00E+00,
2023/10/8 20:00,14.8,94,,0,,,,,0.00E+00,
2023/10/8 21:00,15.2,96,,0,,,,,0.00E+00,
2023/10/8 22:00,15.3,97,,0,,,,,0.00E+00,
2023/10/8 23:00,15.4,96,,0,,,,,0.00E+00,
2023/10/9 0:00,15.3,94,,0,,,,,0.00E+00,
2023/10/9 1:00,15.4,94,,0,,,,,0.00E+00,
2023/10/9 2:00,15.4,95,,0,,,,,0.00E+00,
2023/10/9 3:00,15.4,95,,0,,,,,0.00E+00,
2023/10/9 4:00,15.3,95,,0,,,,,0.00E+00,
2023/10/9 5:00,15.4,96,,0,,,,,0.00E+00,
2023/10/9 6:00,15.5,97,,0,,,,,0.00E+00,
2023/10/9 7:00,15.4,97,,0,,,,,0.00E+00,
2023/10/9 8:00,15.7,96,,0,,,,,0.00E+00,
2023/10/9 9:00,16.1,96,,0,,,,,0.00E+00,
2023/10/9 10:00,16.7,94,,0,,,,,0.00E+00,
2023/10/9 11:00,16.9,94,,0,,,,,0.00E+00,
2023/10/9 12:00,18,90,,0,,,,,0.00E+00,
2023/10/9 13:00,18.6,87,,0,,,,,0.00E+00,
2023/10/9 14:00,18.9,86,,0,,,,,0.00E+00,
2023/10/9 15:00,19.1,87,,0,,,,,0.00E+00,
2023/10/9 16:00,19.6,86,,0,,,,,0.00E+00,
2023/10/9 17:00,19,92,,0,,,,,0.00E+00,
2023/10/9 18:00,18.3,96,,0,,,,,0.00E+00,
2023/10/9 19:00,18.2,98,,0,,,,,0.00E+00,
2023/10/9 20:00,18.2,98,,0,,,,,0.00E+00,
2023/10/9 21:00,18.2,98,,0,,,,,0.00E+00,
2023/10/9 22:00,18.2,98,,0,,,,,0.00E+00,
2023/10/9 23:00,18.1,99,,0,,,,,0.00E+00,
2023/10/10 0:00,18.3,98,,0,,,,,0.00E+00,
2023/10/10 1:00,18.2,98,,0,,,,,0.00E+00,
2023/10/10 2:00,18.2,98,,0,,,,,0.00E+00,
2023/10/10 3:00,18.2,99,,0,,,,,0.00E+00,
2023/10/10 4:00,18.1,99,,0,,,,,0.00E+00,
2023/10/10 5:00,18.3,98,,0,,,,,0.00E+00,
2023/10/10 6:00,18.2,98,,0,,,,,0.00E+00,
2023/10/10 7:00,18.5,97,,0,,,,,0.00E+00,
2023/10/10 8:00,19.4,92,,0,,,,,0.00E+00,
2023/10/10 9:00,21.5,81,,0,,,,,0.00E+00,
2023/10/10 10:00,22.7,73,,0,,,,,0.00E+00,
2023/10/10 11:00,24.7,56,,0,,,,,0.00E+00,
2023/10/10 12:00,25.3,53,,0,,,,,0.00E+00,
2023/10/10 13:00,23.4,54,,0,,,,,0.00E+00,
2023/10/10 14:00,23.6,53,,0,,,,,0.00E+00,
2023/10/10 15:00,24.4,41,,0,,,,,0.00E+00,
2023/10/10 16:00,23.5,49,,0,,,,,0.00E+00,
2023/10/10 17:00,22,53,,0,,,,,0.00E+00,
2023/10/10 18:00,20.4,63,,0,,,,,0.00E+00,
2023/10/10 19:00,20.1,63,,0,,,,,0.00E+00,
2023/10/10 20:00,19.4,66,,0,,,,,0.00E+00,
2023/10/10 21:00,18.9,66,,0,,,,,0.00E+00,
2023/10/10 22:00,18.7,64,,0,,,,,0.00E+00,
2023/10/10 23:00,17.3,73,,0,,,,,0.00E+00,
2023/10/11 0:00,16.6,76,,0,,,,,0.00E+00,
2023/10/11 1:00,16.5,73,,0,,,,,0.00E+00,
2023/10/11 2:00,17.5,65,,0,,,,,0.00E+00,
2023/10/11 3:00,15.7,72,,0,,,,,0.00E+00,
2023/10/11 4:00,15.8,70,,0,,,,,0.00E+00,
2023/10/11 5:00,13.6,86,,0,,,,,0.00E+00,
2023/10/11 6:00,15.7,67,,0,,,,,0.00E+00,
2023/10/11 7:00,16.1,71,,0,,,,,0.00E+00,
2023/10/11 8:00,16.8,64,,0,,,,,0.00E+00,
2023/10/11 9:00,18,58,,0,,,,,0.00E+00,
2023/10/11 10:00,19.6,51,,0,,,,,0.00E+00,
2023/10/11 11:00,20.4,49,,0,,,,,0.00E+00,
2023/10/11 12:00,21.6,47,,0,,,,,0.00E+00,
2023/10/11 13:00,23.2,45,,0,,,,,0.00E+00,
2023/10/11 14:00,23.1,46,,0,,,,,0.00E+00,
2023/10/11 15:00,22.3,60,,0,,,,,0.00E+00,
2023/10/11 16:00,22.2,59,,0,,,,,0.00E+00,
2023/10/11 17:00,20.8,66,,0,,,,,0.00E+00,
2023/10/11 18:00,17.6,82,,0,,,,,0.00E+00,
2023/10/11 19:00,17.1,81,,0,,,,,0.00E+00,
2023/10/11 20:00,15.8,88,,0,,,,,0.00E+00,
2023/10/11 21:00,16,87,,0,,,,,0.00E+00,
2023/10/11 22:00,16,86,,0,,,,,0.00E+00,
2023/10/11 23:00,15.4,88,,0,,,,,0.00E+00,
2023/10/12 0:00,14.4,92,,0,,,,,0.00E+00,
2023/10/12 1:00,14.4,93,,0,,,,,0.00E+00,
2023/10/12 2:00,14.4,93,,0,,,,,0.00E+00,
2023/10/12 3:00,14.4,94,,0,,,,,0.00E+00,
2023/10/12 4:00,14,96,,0,,,,,0.00E+00,
2023/10/12 5:00,13.2,96,,0,,,,,0.00E+00,
2023/10/12 6:00,13.1,97,,0,,,,,0.00E+00,
2023/10/12 7:00,14.5,93,,0,,,,,0.00E+00,
2023/10/12 8:00,17,83,,0,,,,,0.00E+00,
2023/10/12 9:00,19.2,72,,0,,,,,0.00E+00,
2023/10/12 10:00,21.4,64,,0,,,,,0.00E+00,
2023/10/12 11:00,23.1,54,,0,,,,,0.00E+00,
2023/10/12 12:00,23.9,48,,0,,,,,0.00E+00,
2023/10/12 13:00,24.5,45,,0,,,,,0.00E+00,
2023/10/12 14:00,25.1,42,,0,,,,,0.00E+00,
2023/10/12 15:00,23.7,42,,0,,,,,0.00E+00,
2023/10/12 16:00,24.1,36,,0,,,,,0.00E+00,
2023/10/12 17:00,22.6,43,,0,,,,,0.00E+00,
2023/10/12 18:00,20.2,55,,0,,,,,0.00E+00,
2023/10/12 19:00,16.7,75,,0,,,,,0.00E+00,
2023/10/12 20:00,15.6,82,,0,,,,,0.00E+00,
2023/10/12 21:00,14.3,87,,0,,,,,0.00E+00,
2023/10/12 22:00,13.9,88,,0,,,,,0.00E+00,
2023/10/12 23:00,13.5,89,,0,,,,,0.00E+00,
2023/10/13 0:00,12.6,92,,0,,,,,0.00E+00,
2023/10/13 1:00,12.6,92,,0,,,,,0.00E+00,
2023/10/13 2:00,11.8,95,,0,,,,,0.00E+00,
2023/10/13 3:00,11.4,96,,0,,,,,0.00E+00,
2023/10/13 4:00,11.3,96,,0,,,,,0.00E+00,
2023/10/13 5:00,11.1,96,,0,,,,,0.00E+00,
2023/10/13 6:00,11,96,,0,,,,,0.00E+00,
2023/10/13 7:00,12.6,93,,0,,,,,0.00E+00,
2023/10/13 8:00,15.4,82,,0,,,,,0.00E+00,
2023/10/13 9:00,17.1,71,,0,,,,,0.00E+00,
2023/10/13 10:00,20.1,59,,0,,,,,0.00E+00,
2023/10/13 11:00,22.5,49,,0,,,,,0.00E+00,
2023/10/13 12:00,23,48,,0,,,,,0.00E+00,
2023/10/13 13:00,23.6,44,,0,,,,,0.00E+00,
2023/10/13 14:00,23.8,37,,0,,,,,0.00E+00,
2023/10/13 15:00,24.1,34,,0,,,,,0.00E+00,
2023/10/13 16:00,23.6,35,,0,,,,,0.00E+00,
2023/10/13 17:00,20.6,45,,0,,,,,0.00E+00,
2023/10/13 18:00,16.9,65,,0,,,,,0.00E+00,
2023/10/13 19:00,16,72,,0,,,,,0.00E+00,
2023/10/13 20:00,15.9,72,,0,,,,,0.00E+00,
2023/10/13 21:00,14.5,77,,0,,,,,0.00E+00,
2023/10/13 22:00,14,79,,0,,,,,0.00E+00,
2023/10/13 23:00,12.8,86,,0,,,,,0.00E+00,
