,climate,climate,climate,climate,wall1,wall1,wall1,wall1,wall2,wall2,wall2,wall2,wall3,wall3,wall3,wall3,wall4,wall4,wall4,wall4,wall5,wall5,wall5,wall5,wall6,wall6,wall6,wall6,wall7,wall7,wall7,wall7,wall8,wall8,wall8,wall8,wall9,wall9,wall9,wall9,wall10,wall10,wall10,wall10,wall11,wall11,wall11,wall11,wall12,wall12,wall12,wall12,wall13,wall13,wall13,wall13,wall14,wall14,wall14,wall14,wall15,wall15,wall15,wall15,wall16,wall16,wall16,wall16,wall17,wall17,wall17,wall17,wall18,wall18,wall18,wall18,wall19,wall19,wall19,wall19,wall20,wall20,wall20,wall20,wall21,wall21,wall21,wall21,indoor,indoor,indoor,indoor,
 ,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,
2022/04/01 00:00,19.9,0.83,0.01207,Error,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.04454,20.0,0.5,0.00726,0.00023,20.0,0.5,0.00726,0.00023,20.0,0.5,0.00726,0.00023,20.0,0.5,0.00726,0.00023,20.0,0.5,0.00726,0.00023,25.0,0.5,0.00988,Error,
2022/04/01 00:10,19.81,0.832,0.01203,Error,21.526,0.577,0.00923,0.05172,21.025,0.501,0.00776,0.04454,20.623,0.501,0.00756,0.04454,20.343,0.5,0.00743,0.04454,20.172,0.5,0.00734,0.04454,20.079,0.5,0.0073,0.04454,20.033,0.5,0.00728,0.04454,20.013,0.5,0.00727,0.04454,20.005,0.5,0.00726,0.04454,20.002,0.5,0.00726,0.04454,20.001,0.5,0.00726,0.04454,20.001,0.5,0.00726,0.04454,20.003,0.5,0.00726,0.04454,20.006,0.5,0.00727,0.04454,20.012,0.5,0.00727,0.04454,20.019,0.5,0.00727,0.04454,20.387,0.514,0.00766,0.00024,20.913,0.509,0.00782,0.00024,21.369,0.509,0.00805,0.00024,21.832,0.508,0.00828,0.00024,22.523,0.507,0.00861,0.00024,22.568,0.511,0.00872,Error,
2022/04/01 00:20,19.71,0.833,0.01198,Error,21.511,0.62,0.00992,0.05658,21.205,0.501,0.00785,0.04454,20.906,0.501,0.0077,0.04454,20.645,0.501,0.00757,0.04454,20.435,0.501,0.00747,0.04454,20.278,0.5,0.00739,0.04454,20.168,0.5,0.00734,0.04454,20.097,0.5,0.00731,0.04454,20.054,0.5,0.00729,0.04454,20.029,0.5,0.00728,0.04454,20.017,0.5,0.00727,0.04454,20.012,0.5,0.00727,0.04454,20.012,0.5,0.00727,0.04454,20.016,0.5,0.00727,0.04454,20.023,0.5,0.00727,0.04454,20.03,0.5,0.00728,0.04454,20.358,0.525,0.0078,0.00024,20.896,0.514,0.0079,0.00024,21.346,0.511,0.00807,0.00024,21.735,0.511,0.00827,0.00024,22.182,0.52,0.00865,0.00024,22.198,0.526,0.00876,Error,
2022/04/01 00:30,19.61,0.835,0.01192,Error,21.379,0.649,0.01031,0.06028,21.189,0.501,0.00784,0.04454,20.979,0.501,0.00774,0.04454,20.774,0.501,0.00764,0.04454,20.588,0.501,0.00755,0.04454,20.43,0.501,0.00747,0.04454,20.303,0.5,0.00741,0.04454,20.206,0.5,0.00736,0.04454,20.136,0.5,0.00733,0.04454,20.088,0.5,0.0073,0.04454,20.058,0.5,0.00729,0.04454,20.041,0.5,0.00728,0.04454,20.033,0.5,0.00728,0.04454,20.031,0.5,0.00728,0.04454,20.035,0.5,0.00728,0.04454,20.041,0.5,0.00728,0.04455,20.342,0.531,0.00788,0.00025,20.86,0.52,0.00797,0.00024,21.292,0.515,0.00812,0.00024,21.634,0.517,0.00832,0.00024,21.966,0.532,0.00873,0.00025,21.973,0.538,0.00885,Error,
2022/04/01 00:40,19.51,0.837,0.01187,Error,21.225,0.671,0.01056,0.06323,21.109,0.501,0.00781,0.04454,20.966,0.501,0.00773,0.04454,20.813,0.501,0.00766,0.04454,20.662,0.501,0.00758,0.04454,20.522,0.501,0.00751,0.04454,20.401,0.5,0.00745,0.04454,20.299,0.5,0.0074,0.04454,20.218,0.5,0.00737,0.04454,20.157,0.5,0.00734,0.04454,20.112,0.5,0.00732,0.04454,20.083,0.5,0.0073,0.04454,20.065,0.5,0.00729,0.04454,20.056,0.5,0.00729,0.04454,20.056,0.5,0.00729,0.04454,20.061,0.5,0.00729,0.04455,20.341,0.536,0.00796,0.00025,20.83,0.525,0.00804,0.00024,21.235,0.521,0.00818,0.00024,21.539,0.524,0.00839,0.00024,21.803,0.542,0.00882,0.00025,21.804,0.549,0.00893,Error,
2022/04/01 00:50,19.41,0.838,0.01182,Error,21.07,0.687,0.01072,0.06566,21.007,0.501,0.00775,0.04455,20.913,0.501,0.00771,0.04454,20.803,0.501,0.00765,0.04454,20.686,0.501,0.00759,0.04454,20.57,0.501,0.00754,0.04454,20.462,0.501,0.00748,0.04454,20.367,0.5,0.00744,0.04454,20.285,0.5,0.0074,0.04454,20.219,0.5,0.00737,0.04454,20.168,0.5,0.00734,0.04454,20.13,0.5,0.00732,0.04454,20.105,0.5,0.00731,0.04454,20.091,0.5,0.00731,0.04454,20.086,0.5,0.0073,0.04454,20.09,0.5,0.00731,0.04456,20.351,0.54,0.00803,0.00025,20.807,0.531,0.00812,0.00025,21.181,0.528,0.00826,0.00025,21.45,0.532,0.00847,0.00025,21.666,0.552,0.0089,0.00026,21.663,0.559,0.00901,Error,
2022/04/01 01:00,19.31,0.84,0.01177,Error,20.921,0.701,0.01084,0.06771,20.896,0.501,0.0077,0.04455,20.841,0.501,0.00767,0.04454,20.766,0.501,0.00763,0.04454,20.679,0.501,0.00759,0.04454,20.587,0.501,0.00754,0.04454,20.496,0.501,0.0075,0.04454,20.411,0.5,0.00746,0.04454,20.336,0.5,0.00742,0.04454,20.271,0.5,0.00739,0.04454,20.218,0.5,0.00737,0.04454,20.177,0.5,0.00735,0.04454,20.148,0.5,0.00733,0.04454,20.131,0.5,0.00732,0.04454,20.124,0.5,0.00732,0.04454,20.126,0.5,0.00733,0.04456,20.368,0.545,0.00811,0.00025,20.791,0.536,0.00819,0.00025,21.131,0.534,0.00834,0.00025,21.369,0.54,0.00855,0.00025,21.545,0.56,0.00898,0.00026,21.54,0.567,0.00908,Error,
2022/04/01 01:10,19.255,0.84,0.01173,Error,20.79,0.712,0.01092,0.06947,20.79,0.501,0.00765,0.04455,20.762,0.501,0.00763,0.04454,20.714,0.501,0.00761,0.04454,20.653,0.501,0.00758,0.04454,20.583,0.501,0.00754,0.04454,20.51,0.501,0.00751,0.04454,20.438,0.501,0.00747,0.04454,20.371,0.5,0.00744,0.04454,20.312,0.5,0.00741,0.04454,20.261,0.5,0.00739,0.04454,20.221,0.5,0.00737,0.04454,20.191,0.5,0.00735,0.04454,20.173,0.5,0.00734,0.04454,20.165,0.5,0.00734,0.04454,20.166,0.501,0.00735,0.04457,20.39,0.549,0.00818,0.00025,20.778,0.542,0.00827,0.00025,21.087,0.541,0.00842,0.00025,21.297,0.547,0.00863,0.00025,21.44,0.569,0.00905,0.00026,21.432,0.575,0.00915,Error,
2022/04/01 01:20,19.205,0.84,0.01169,Error,20.672,0.721,0.01098,0.07101,20.691,0.501,0.0076,0.04456,20.684,0.501,0.00759,0.04454,20.658,0.501,0.00758,0.04454,20.617,0.501,0.00756,0.04454,20.566,0.501,0.00753,0.04454,20.509,0.501,0.00751,0.04454,20.45,0.501,0.00748,0.04454,20.394,0.5,0.00745,0.04454,20.342,0.5,0.00743,0.04454,20.297,0.5,0.0074,0.04454,20.259,0.5,0.00739,0.04454,20.231,0.5,0.00737,0.04454,20.213,0.5,0.00736,0.04454,20.205,0.5,0.00736,0.04454,20.207,0.501,0.00737,0.04458,20.414,0.554,0.00826,0.00026,20.771,0.547,0.00835,0.00025,21.05,0.547,0.0085,0.00025,21.235,0.554,0.0087,0.00026,21.35,0.576,0.00912,0.00026,21.34,0.583,0.00922,Error,
