,climate,climate,climate,climate,wall1,wall1,wall1,wall1,wall2,wall2,wall2,wall2,wall3,wall3,wall3,wall3,wall4,wall4,wall4,wall4,wall5,wall5,wall5,wall5,wall6,wall6,wall6,wall6,wall7,wall7,wall7,wall7,wall8,wall8,wall8,wall8,wall9,wall9,wall9,wall9,wall10,wall10,wall10,wall10,wall11,wall11,wall11,wall11,wall12,wall12,wall12,wall12,wall13,wall13,wall13,wall13,wall14,wall14,wall14,wall14,wall15,wall15,wall15,wall15,wall16,wall16,wall16,wall16,indoor,indoor,indoor,indoor,
 ,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,
2022/04/01 00:00,19.9,0.83,0.01207,Error,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,25.0,0.5,0.00988,Error,
2022/04/01 00:10,19.81,0.832,0.01203,Error,15.314,0.666,0.0072,0.0634,13.445,0.564,0.00538,0.05131,12.034,0.562,0.00489,0.05131,11.097,0.561,0.00459,0.05131,10.541,0.561,0.00441,0.05131,10.245,0.56,0.00432,0.05131,10.102,0.56,0.00428,0.05131,10.041,0.56,0.00426,0.05131,10.019,0.56,0.00426,0.05131,10.017,0.56,0.00426,0.05131,10.027,0.56,0.00426,0.05131,10.05,0.56,0.00426,0.05131,10.082,0.56,0.00427,0.05131,10.119,0.56,0.00429,0.05131,10.147,0.56,0.00429,0.05131,10.156,0.56,0.0043,0.05134,10.216,0.547,0.00421,Error,
2022/04/01 00:20,19.71,0.833,0.01198,Error,16.194,0.724,0.00829,0.07199,14.702,0.565,0.00586,0.05132,13.39,0.564,0.00536,0.05131,12.331,0.563,0.00499,0.05131,11.529,0.562,0.00472,0.05131,10.957,0.561,0.00454,0.05131,10.573,0.561,0.00442,0.05131,10.333,0.56,0.00435,0.05131,10.193,0.56,0.00431,0.05131,10.121,0.56,0.00429,0.05131,10.09,0.56,0.00428,0.05131,10.083,0.56,0.00427,0.05131,10.089,0.56,0.00428,0.05131,10.1,0.56,0.00428,0.05131,10.11,0.56,0.00428,0.05131,10.116,0.56,0.00429,0.05134,10.147,0.563,0.00431,Error,
2022/04/01 00:30,19.61,0.835,0.01192,Error,16.575,0.762,0.00895,0.07874,15.328,0.566,0.00611,0.05132,14.161,0.565,0.00565,0.05131,13.149,0.564,0.00528,0.05131,12.308,0.563,0.00498,0.05131,11.639,0.562,0.00476,0.05131,11.13,0.561,0.0046,0.05131,10.759,0.561,0.00448,0.05131,10.502,0.561,0.0044,0.05131,10.332,0.56,0.00435,0.05131,10.226,0.56,0.00432,0.05131,10.164,0.56,0.0043,0.05131,10.132,0.56,0.00429,0.05131,10.117,0.56,0.00429,0.05131,10.113,0.56,0.00428,0.05131,10.115,0.561,0.00429,0.05136,10.14,0.564,0.00432,Error,
2022/04/01 00:40,19.51,0.837,0.01187,Error,16.767,0.789,0.00939,0.08427,15.693,0.567,0.00626,0.05132,14.65,0.565,0.00584,0.05131,13.709,0.564,0.00548,0.05131,12.888,0.563,0.00518,0.05131,12.197,0.563,0.00495,0.05131,11.633,0.562,0.00476,0.05131,11.188,0.561,0.00461,0.05131,10.85,0.561,0.00451,0.05131,10.601,0.561,0.00443,0.05131,10.425,0.56,0.00438,0.05131,10.305,0.56,0.00434,0.05131,10.228,0.56,0.00432,0.05131,10.182,0.56,0.0043,0.05131,10.159,0.56,0.0043,0.05131,10.155,0.561,0.0043,0.05137,10.173,0.564,0.00433,Error,
2022/04/01 00:50,19.41,0.838,0.01182,Error,16.868,0.81,0.00971,0.08893,15.922,0.567,0.00636,0.05133,14.98,0.566,0.00597,0.05131,14.11,0.565,0.00563,0.05131,13.327,0.564,0.00534,0.05131,12.642,0.563,0.0051,0.05131,12.06,0.562,0.0049,0.05131,11.578,0.562,0.00474,0.05131,11.19,0.561,0.00462,0.05131,10.887,0.561,0.00452,0.05131,10.657,0.561,0.00445,0.05131,10.488,0.561,0.0044,0.05131,10.371,0.56,0.00436,0.05131,10.295,0.56,0.00434,0.05131,10.253,0.56,0.00433,0.05131,10.242,0.561,0.00433,0.05139,10.254,0.564,0.00436,Error,
2022/04/01 01:00,19.31,0.84,0.01177,Error,16.918,0.827,0.00994,0.09292,16.071,0.567,0.00642,0.05133,15.213,0.566,0.00606,0.05131,14.406,0.565,0.00575,0.05131,13.665,0.564,0.00546,0.05131,13.0,0.563,0.00522,0.05131,12.418,0.563,0.00502,0.05131,11.92,0.562,0.00485,0.05131,11.505,0.562,0.00472,0.05131,11.167,0.561,0.00461,0.05131,10.9,0.561,0.00452,0.05131,10.696,0.561,0.00446,0.05131,10.547,0.561,0.00441,0.05131,10.447,0.561,0.00438,0.05131,10.39,0.56,0.00437,0.05131,10.374,0.561,0.00437,0.0514,10.379,0.565,0.0044,Error,
2022/04/01 01:10,19.255,0.84,0.01173,Error,16.948,0.841,0.01013,0.09639,16.175,0.567,0.00647,0.05134,15.384,0.566,0.00613,0.05131,14.632,0.565,0.00583,0.05131,13.931,0.564,0.00556,0.05131,13.292,0.564,0.00533,0.05131,12.72,0.563,0.00513,0.05131,12.22,0.563,0.00495,0.05131,11.792,0.562,0.00481,0.05131,11.435,0.562,0.00469,0.05131,11.144,0.561,0.0046,0.05131,10.916,0.561,0.00453,0.05131,10.746,0.561,0.00448,0.05131,10.628,0.561,0.00444,0.05131,10.56,0.561,0.00442,0.05131,10.539,0.562,0.00442,0.05142,10.54,0.565,0.00445,Error,
2022/04/01 01:20,19.205,0.84,0.01169,Error,16.964,0.852,0.01028,0.09945,16.252,0.567,0.0065,0.05134,15.516,0.566,0.00619,0.05131,14.811,0.565,0.0059,0.05131,14.147,0.565,0.00565,0.05131,13.534,0.564,0.00542,0.05131,12.978,0.563,0.00522,0.05131,12.484,0.563,0.00504,0.05131,12.054,0.562,0.0049,0.05131,11.687,0.562,0.00478,0.05131,11.384,0.562,0.00468,0.05131,11.142,0.561,0.0046,0.05131,10.958,0.561,0.00454,0.05131,10.829,0.561,0.0045,0.05131,10.753,0.561,0.00448,0.05131,10.73,0.562,0.00448,0.05144,10.727,0.566,0.00451,Error,
