“úŽž,‹C‰·,‘Š‘ÎŽ¼“x,‹Cˆ³,~…—Ê,~á—Ê,•—‘¬,•—Œü,‘S“V“úŽË—Ê,‘å‹C“§‰ß—¦,‰_—Ê
2022/7/3 19:00,21.9,72,,0.0,,2.3,“ì“ì“Œ,,0.01,
2022/7/3 20:00,21.2,74,,0.0,,2.1,“ì“Œ,,0.01,
2022/7/3 21:00,20.9,76,,0.0,,2.6,“ì“Œ,,1.0e-50,
2022/7/3 22:00,20.4,81,,0.0,,2.8,“ì“Œ,,1.0e-50,
2022/7/3 23:00,20.1,84,,0.0,,2.8,“ì“Œ,,1.0e-50,
2022/7/4 0:00,19.9,86,,0.0,,2.5,“ì“Œ,,1.0e-50,
2022/7/4 1:00,19.7,88,,0.0,,2.5,“ì“Œ,,1.0e-50,
2022/7/4 2:00,19.8,90,,0.0,,2.7,“ì“ì“Œ,,1.0e-50,
2022/7/4 3:00,19.4,91,,0.0,,2.5,“ì“Œ,,1.0e-50,
2022/7/4 4:00,19.5,91,,0.0,,2.8,“ì“ì“Œ,,1.0e-50,
2022/7/4 5:00,19.8,90,,0.0,,2.9,“ì“ì“Œ,,0.01,
2022/7/4 6:00,19.8,88,,0.6,,2.6,“ì“ì“Œ,,0.01,
2022/7/4 7:00,20.0,87,,1.9,,3.2,“ì“Œ,,0.01,
2022/7/4 8:00,20.2,87,,1.7,,4.1,“ì“ì“Œ,,0.01,
2022/7/4 9:00,20.3,86,,2.4,,4.2,“ì“ì“Œ,,1.0e-50,
2022/7/4 10:00,21.5,87,,1.5,,5.2,“ì“Œ,,0.01,
2022/7/4 11:00,21.9,82,,1.6,,5.8,“ì“ì“Œ,,0.01,
2022/7/4 12:00,21.5,80,,2.0,,4.3,“ì,,0.01,
2022/7/4 13:00,21.5,75,,0.8,,5.5,“ì“ì“Œ,,0.01,
2022/7/4 14:00,21.7,76,,0.2,,5.8,“ì“ì“Œ,,0.01,
2022/7/4 15:00,21.6,76,,0.0,,4.9,“ì“ì“Œ,,0.01,
2022/7/4 16:00,22.1,76,,0.0,,4.4,“ì“ì“Œ,,0.01,
2022/7/4 17:00,22.5,74,,0.0,,3.3,“ì“ì“Œ,,0.01,
2022/7/4 18:00,22.5,74,,0.0,,2.7,“ì,,0.01,
2022/7/4 19:00,21.6,76,,0.0,,2.2,“ì“ì“Œ,,0.01,
2022/7/4 20:00,20.7,79,,0.0,,1.7,“ì“Œ,,0.01,
2022/7/4 21:00,20.1,84,,0.0,,1.8,“ì“Œ,,1.0e-50,
2022/7/4 22:00,19.8,84,,0.0,,1.5,“ì“ì“Œ,,1.0e-50,
2022/7/4 23:00,19.7,83,,0.0,,1.3,“ì“ì“Œ,,1.0e-50,
2022/7/5 0:00,19.2,84,,0.0,,1.1,“ì“ì“Œ,,1.0e-50,
2022/7/5 1:00,18.6,85,,0.0,,0.5,“ì“ì¼,,1.0e-50,
2022/7/5 2:00,18.1,86,,0.0,,0.3,“Œ–k“Œ,,1.0e-50,
2022/7/5 3:00,17.9,85,,0.0,,0.7,“Œ,,1.0e-50,
2022/7/5 4:00,17.6,85,,0.0,,1.1,“Œ,,1.0e-50,
2022/7/5 5:00,17.5,85,,0.0,,1.1,–k“Œ,,0.01,
2022/7/5 6:00,17.4,84,,0.0,,0.6,–k“Œ,,0.01,
2022/7/5 7:00,18.2,78,,0.0,,0.2,–k¼,,0.01,
2022/7/5 8:00,19.1,73,,0.0,,0.6,¼“ì¼,,0.01,
2022/7/5 9:00,21.8,62,,0.0,,1.2,“ì“ì“Œ,,0.01,
2022/7/5 10:00,23.6,55,,0.0,,1.7,“ì“ì¼,,0.01,
2022/7/5 11:00,24.2,53,,0.0,,2.9,“ì¼,,0.01,
2022/7/5 12:00,25.9,47,,0.0,,2.2,“ì“ì¼,,0.01,
2022/7/5 13:00,26.4,46,,0.0,,3.6,“ì¼,,0.01,
2022/7/5 14:00,26.1,47,,0.0,,3.7,“ì¼,,0.01,
2022/7/5 15:00,25.8,49,,0.0,,2.4,¼“ì¼,,0.01,
2022/7/5 16:00,25.4,51,,0.0,,2.6,“ì¼,,0.01,
2022/7/5 17:00,24.4,55,,0.0,,2.7,“ì¼,,0.01,
2022/7/5 18:00,23.7,60,,0.0,,1.1,“ì¼,,0.01,
2022/7/5 19:00,22.6,66,,0.0,,0.7,“ì,,0.01,
2022/7/5 20:00,21.9,68,,0.0,,1.8,“ì,,0.01,
2022/7/5 21:00,21.0,70,,0.1,,2.2,“ì,,1.0e-50,
2022/7/5 22:00,20.7,73,,0.0,,1.7,“ì,,1.0e-50,
2022/7/5 23:00,20.1,76,,0.0,,0.8,“ì“ì“Œ,,1.0e-50,
2022/7/6 0:00,19.4,74,,0.0,,1.1,“ì,,1.0e-50,
2022/7/6 1:00,18.8,78,,0.3,,0.4,“Œ“ì“Œ,,1.0e-50,
2022/7/6 2:00,18.3,81,,0.2,,0.6,“Œ–k“Œ,,1.0e-50,
2022/7/6 3:00,18.0,84,,0.0,,0.8,–k–k“Œ,,1.0e-50,
2022/7/6 4:00,17.6,85,,0.0,,0.5,–k“Œ,,1.0e-50,
2022/7/6 5:00,17.5,86,,0.0,,0.8,“ì“Œ,,0.01,
2022/7/6 6:00,18.5,81,,0.0,,1.1,“Œ“ì“Œ,,0.01,
2022/7/6 7:00,20.0,73,,0.0,,0.5,“Œ–k“Œ,,0.01,
2022/7/6 8:00,21.3,66,,0.0,,0.7,–k–k“Œ,,0.01,
2022/7/6 9:00,22.9,60,,0.0,,1.0,–k“Œ,,0.01,
2022/7/6 10:00,24.0,56,,0.0,,0.9,–k“Œ,,0.01,
2022/7/6 11:00,25.3,52,,0.0,,0.9,–k–k“Œ,,0.01,
2022/7/6 12:00,26.7,48,,0.0,,1.3,–k,,0.01,
2022/7/6 13:00,27.4,45,,0.0,,0.8,–k“Œ,,0.01,
2022/7/6 14:00,27.8,44,,0.0,,1.5,“Œ“ì“Œ,,0.01,
2022/7/6 15:00,26.8,52,,0.0,,1.8,“Œ“ì“Œ,,0.01,
2022/7/6 16:00,26.2,54,,0.0,,2.2,“Œ“ì“Œ,,0.01,
2022/7/6 17:00,25.4,58,,0.0,,1.8,“ì“Œ,,0.01,
2022/7/6 18:00,24.8,60,,0.0,,1.9,“ì“Œ,,0.01,
2022/7/6 19:00,23.6,66,,0.0,,1.6,“ì“Œ,,0.01,
2022/7/6 20:00,22.6,68,,0.0,,1.3,“ì,,0.01,
2022/7/6 21:00,21.7,69,,0.0,,1.5,“ì“ì“Œ,,1.0e-50,
2022/7/6 22:00,21.0,70,,0.0,,1.2,“ì“ì“Œ,,1.0e-50,
2022/7/6 23:00,20.3,70,,0.0,,1.1,“ì“ì“Œ,,1.0e-50,
2022/7/7 0:00,19.7,69,,0.0,,1.2,“ì,,1.0e-50,
2022/7/7 1:00,19.6,66,,0.0,,1.5,“ì,,1.0e-50,
2022/7/7 2:00,19.2,65,,0.0,,1.4,“ì,,1.0e-50,
2022/7/7 3:00,18.9,67,,0.0,,1.6,“ì“ì“Œ,,1.0e-50,
2022/7/7 4:00,18.6,69,,0.0,,1.7,“ì“ì“Œ,,1.0e-50,
2022/7/7 5:00,18.5,73,,0.0,,1.8,“ì“ì“Œ,,0.01,
2022/7/7 6:00,19.6,69,,0.0,,1.8,“ì“Œ,,0.01,
2022/7/7 7:00,21.4,63,,0.0,,2.3,“ì“Œ,,0.01,
2022/7/7 8:00,23.4,55,,0.0,,2.8,“ì“Œ,,0.01,
2022/7/7 9:00,25.9,45,,0.0,,3.0,“ì“Œ,,0.01,
2022/7/7 10:00,27.3,44,,0.0,,4.1,“ì“ì“Œ,,0.01,
2022/7/7 11:00,27.8,42,,0.0,,4.8,“ì“ì“Œ,,0.01,
2022/7/7 12:00,28.3,42,,0.0,,4.6,“ì“ì“Œ,,0.01,
2022/7/7 13:00,28.3,40,,0.0,,4.5,“ì“ì“Œ,,0.01,
2022/7/7 14:00,28.1,39,,0.0,,4.0,“ì“ì“Œ,,0.01,
2022/7/7 15:00,27.0,43,,0.0,,4.1,“ì“ì“Œ,,0.01,
2022/7/7 16:00,26.4,46,,0.0,,3.6,“ì“ì“Œ,,0.01,
2022/7/7 17:00,24.9,52,,0.0,,3.2,“ì“ì“Œ,,0.01,
2022/7/7 18:00,24.0,55,,0.0,,2.8,“ì“ì“Œ,,0.01,
2022/7/7 19:00,22.8,61,,0.0,,2.7,“ì“ì“Œ,,0.01,
2022/7/7 20:00,22.0,69,,0.0,,2.9,“ì“ì“Œ,,0.01,
2022/7/7 21:00,21.8,77,,0.0,,2.6,“ì“Œ,,1.0e-50,
2022/7/7 22:00,21.3,84,,0.0,,3.4,“ì“ì“Œ,,1.0e-50,
2022/7/7 23:00,21.3,85,,0.0,,3.1,“ì“ì“Œ,,1.0e-50,
2022/7/8 0:00,21.0,87,,0.0,,2.7,“ì“ì“Œ,,1.0e-50,
2022/7/8 1:00,21.0,88,,0.0,,2.6,“ì“ì“Œ,,1.0e-50,
2022/7/8 2:00,21.1,88,,0.0,,2.5,“ì“ì“Œ,,1.0e-50,
2022/7/8 3:00,20.1,87,,0.1,,2.3,“ì“Œ,,1.0e-50,
2022/7/8 4:00,20.0,88,,0.4,,2.6,“ì“ì“Œ,,1.0e-50,
2022/7/8 5:00,20.0,88,,0.0,,2.6,“ì“ì“Œ,,1.0e-50,
2022/7/8 6:00,19.9,88,,0.4,,1.8,“ì“ì“Œ,,0.01,
2022/7/8 7:00,19.9,87,,0.2,,2.4,“ì“Œ,,0.01,
2022/7/8 8:00,20.4,83,,0.1,,2.9,“ì“Œ,,0.01,
2022/7/8 9:00,20.5,82,,0.0,,2.8,“ì“Œ,,0.01,
2022/7/8 10:00,20.3,82,,0.3,,2.9,“ì“Œ,,0.01,
2022/7/8 11:00,20.1,80,,0.6,,3.2,“ì“Œ,,0.01,
2022/7/8 12:00,21.2,77,,0.0,,3.6,“ì“Œ,,0.01,
2022/7/8 13:00,21.7,75,,0.0,,3.8,“ì“ì“Œ,,0.01,
2022/7/8 14:00,21.6,75,,0.0,,3.6,“ì“ì“Œ,,0.01,
2022/7/8 15:00,22.1,73,,0.0,,3.6,“ì“Œ,,0.01,
2022/7/8 16:00,22.1,74,,0.0,,3.6,“ì“Œ,,0.01,
2022/7/8 17:00,21.8,77,,0.1,,3.5,“ì“ì“Œ,,0.01,
2022/7/8 18:00,21.2,80,,0.0,,3.2,“ì“ì“Œ,,0.01,
2022/7/8 19:00,20.9,82,,0.0,,3.2,“ì“Œ,,0.01,
2022/7/8 20:00,20.8,84,,0.0,,2.8,“ì“ì“Œ,,0.01,
2022/7/8 21:00,20.6,86,,0.0,,2.8,“ì“ì“Œ,,1.0e-50,
2022/7/8 22:00,20.8,86,,0.0,,2.9,“ì“ì“Œ,,1.0e-50,
2022/7/8 23:00,21.1,86,,0.0,,2.5,“ì“ì“Œ,,1.0e-50,
2022/7/9 0:00,21.0,88,,0.0,,2.2,“ì“ì“Œ,,1.0e-50,
2022/7/9 1:00,20.8,88,,0.0,,1.8,“ì“ì“Œ,,1.0e-50,
2022/7/9 2:00,20.5,89,,0.0,,1.2,“ì“ì“Œ,,1.0e-50,
2022/7/9 3:00,20.0,90,,0.0,,1.1,“ì,,1.0e-50,
2022/7/9 4:00,19.2,93,,0.0,,0.1,“ì“ì¼,,1.0e-50,
2022/7/9 5:00,19.2,94,,0.0,,0.5,–k,,0.01,
2022/7/9 6:00,20.0,91,,0.0,,1.1,–k,,0.01,
2022/7/9 7:00,20.6,86,,0.0,,1.0,–k,,0.01,
2022/7/9 8:00,21.6,81,,0.0,,0.8,–k–k“Œ,,0.01,
2022/7/9 9:00,23.5,72,,0.0,,0.9,–k“Œ,,0.01,
2022/7/9 10:00,24.6,68,,0.0,,0.9,“Œ–k“Œ,,0.01,
2022/7/9 11:00,25.8,64,,0.0,,0.9,“Œ,,0.01,
2022/7/9 12:00,27.3,60,,0.0,,1.0,–k“Œ,,0.01,
2022/7/9 13:00,27.7,59,,0.0,,1.6,–k,,0.01,
2022/7/9 14:00,26.8,62,,0.0,,2.9,–k–k¼,,0.01,
2022/7/9 15:00,24.6,70,,0.0,,2.9,–k–k¼,,0.01,
2022/7/9 16:00,22.9,75,,0.0,,2.3,–k–k¼,,0.01,
2022/7/9 17:00,22.2,77,,0.0,,1.5,–k–k¼,,0.01,
2022/7/9 18:00,23.6,74,,0.0,,0.5,–k–k“Œ,,0.01,
2022/7/9 19:00,22.8,77,,0.0,,0.6,–k,,0.01,
2022/7/9 20:00,22.1,79,,0.0,,0.7,–k–k“Œ,,0.01,
2022/7/9 21:00,21.3,84,,0.0,,0.9,–k–k“Œ,,1.0e-50,
2022/7/9 22:00,20.9,87,,1.3,,0.5,“Œ,,1.0e-50,
2022/7/9 23:00,21.0,90,,4.0,,1.4,“ì“Œ,,1.0e-50,
2022/7/10 0:00,21.4,90,,1.8,,1.7,“ì“Œ,,1.0e-50,
2022/7/10 1:00,21.5,89,,1.4,,2.0,“ì“Œ,,1.0e-50,
2022/7/10 2:00,21.7,88,,0.2,,2.3,“ì“Œ,,1.0e-50,
2022/7/10 3:00,21.4,87,,0.0,,2.3,“ì“Œ,,1.0e-50,
2022/7/10 4:00,21.8,86,,0.0,,2.7,“ì“Œ,,1.0e-50,
2022/7/10 5:00,21.9,86,,0.2,,2.7,“ì“Œ,,1.0e-50,
2022/7/10 6:00,21.1,89,,0.0,,1.1,“ì“Œ,,0.01,
2022/7/10 7:00,22.0,86,,0.0,,0.7,“ì“Œ,,0.01,
2022/7/10 8:00,22.8,83,,0.0,,0.3,–k“Œ,,0.01,
2022/7/10 9:00,22.9,80,,0.0,,2.0,–k–k¼,,0.01,
2022/7/10 10:00,22.8,77,,0.0,,2.1,–k–k¼,,0.01,
2022/7/10 11:00,23.5,72,,0.0,,1.8,–k–k¼,,0.01,
2022/7/10 12:00,24.8,66,,0.0,,3.2,–k–k¼,,0.01,
2022/7/10 13:00,24.4,67,,0.0,,3.4,–k–k¼,,0.01,
2022/7/10 14:00,24.1,67,,0.0,,3.1,–k–k¼,,0.01,
2022/7/10 15:00,23.8,67,,0.0,,3.2,–k–k¼,,0.01,
2022/7/10 16:00,23.8,68,,0.0,,2.9,–k–k¼,,0.01,
2022/7/10 17:00,23.2,70,,0.0,,2.9,–k–k¼,,0.01,
2022/7/10 18:00,22.6,72,,0.0,,2.1,–k–k¼,,0.01,
2022/7/10 19:00,21.5,77,,0.0,,1.4,–k,,0.01,
2022/7/10 20:00,20.7,81,,0.0,,0.8,–k,,0.01,
2022/7/10 21:00,19.6,87,,0.0,,0.2,–k,,1.0e-50,
2022/7/10 22:00,19.1,90,,0.0,,0.4,“ì¼,,1.0e-50,
2022/7/10 23:00,18.9,90,,0.0,,0.6,“ì“ì¼,,1.0e-50,
2022/7/11 0:00,19.0,89,,0.0,,1.1,“ì¼,,1.0e-50,
2022/7/11 1:00,18.9,87,,0.0,,1.3,“ì“ì¼,,1.0e-50,
2022/7/11 2:00,19.0,86,,0.0,,1.5,“ì,,1.0e-50,
2022/7/11 3:00,18.9,88,,0.0,,1.5,“ì,,1.0e-50,
2022/7/11 4:00,18.8,90,,0.0,,1.5,“ì,,1.0e-50,
2022/7/11 5:00,19.1,90,,0.0,,1.5,“ì,,0.01,
2022/7/11 6:00,19.8,88,,0.0,,1.1,“ì“Œ,,0.01,
2022/7/11 7:00,21.3,84,,0.0,,1.7,“ì“Œ,,0.01,
2022/7/11 8:00,22.6,78,,0.0,,2.1,“ì“Œ,,0.01,
2022/7/11 9:00,24.0,71,,0.0,,2.2,“ì“Œ,,0.01,
2022/7/11 10:00,25.1,64,,0.0,,2.5,“ì“Œ,,0.01,
2022/7/11 11:00,25.7,62,,0.0,,2.3,“Œ“ì“Œ,,0.01,
2022/7/11 12:00,26.6,59,,0.0,,2.9,“ì“Œ,,0.01,
2022/7/11 13:00,26.8,58,,0.0,,2.8,“ì“Œ,,0.01,
2022/7/11 14:00,26.5,59,,0.0,,2.7,“ì“ì“Œ,,0.01,
2022/7/11 15:00,25.8,61,,0.0,,2.5,“ì“ì“Œ,,0.01,
2022/7/11 16:00,24.9,67,,0.4,,1.9,“ì“ì“Œ,,0.01,
2022/7/11 17:00,23.3,76,,1.2,,1.5,“ì“Œ,,0.01,
2022/7/11 18:00,23.7,72,,0.2,,2.1,“ì“Œ,,0.01,
2022/7/11 19:00,22.8,74,,0.0,,2.2,“ì“Œ,,0.01,
2022/7/11 20:00,22.4,75,,0.1,,2.8,“ì“ì“Œ,,0.01,
2022/7/11 21:00,21.9,76,,0.7,,3.0,“ì“ì“Œ,,1.0e-50,
2022/7/11 22:00,21.4,78,,0.0,,2.9,“ì“ì“Œ,,1.0e-50,
2022/7/11 23:00,21.2,80,,0.0,,2.9,“ì“ì“Œ,,1.0e-50,
2022/7/12 0:00,20.8,82,,0.0,,2.3,“ì“Œ,,1.0e-50,
2022/7/12 1:00,20.7,84,,0.0,,2.2,“ì“Œ,,1.0e-50,
2022/7/12 2:00,20.5,84,,0.0,,2.2,“ì“Œ,,1.0e-50,
2022/7/12 3:00,20.1,88,,0.0,,1.6,“ì“Œ,,1.0e-50,
2022/7/12 4:00,19.7,89,,0.0,,1.4,“ì“Œ,,1.0e-50,
2022/7/12 5:00,19.6,88,,0.0,,1.3,“ì“ì“Œ,,0.01,
2022/7/12 6:00,20.0,85,,0.0,,0.4,“Œ,,0.01,
2022/7/12 7:00,21.0,80,,0.0,,0.5,“Œ,,0.01,
2022/7/12 8:00,22.5,73,,0.0,,1.0,“Œ,,0.01,
2022/7/12 9:00,24.5,66,,0.0,,0.7,“Œ,,0.01,
2022/7/12 10:00,26.3,59,,0.0,,0.8,“Œ–k“Œ,,0.01,
2022/7/12 11:00,27.6,54,,0.0,,1.0,–k“Œ,,0.01,
2022/7/12 12:00,28.2,53,,0.0,,1.3,–k“Œ,,0.01,
2022/7/12 13:00,28.9,52,,0.0,,1.3,“Œ–k“Œ,,0.01,
2022/7/12 14:00,28.7,53,,0.0,,1.2,–k–k“Œ,,0.01,
2022/7/12 15:00,27.4,58,,0.0,,2.5,–k–k¼,,0.01,
2022/7/12 16:00,25.1,66,,0.0,,2.4,–k–k¼,,0.01,
2022/7/12 17:00,24.0,71,,0.0,,2.0,–k–k¼,,0.01,
2022/7/12 18:00,23.9,72,,0.0,,2.2,–k–k¼,,0.01,
2022/7/12 19:00,22.2,78,,1.4,,2.1,–k–k¼,,0.01,
2022/7/12 20:00,21.6,80,,0.3,,0.9,–k,,0.01,
2022/7/12 21:00,21.9,80,,0.0,,1.2,“ì“Œ,,1.0e-50,
2022/7/12 22:00,21.5,83,,0.0,,0.8,“Œ“ì“Œ,,1.0e-50,
2022/7/12 23:00,20.9,87,,0.0,,0.3,“ì“Œ,,1.0e-50,
2022/7/13 0:00,20.5,86,,0.0,,1.0,–k–k¼,,1.0e-50,
2022/7/13 1:00,20.1,88,,0.0,,0.8,–k¼,,1.0e-50,
2022/7/13 2:00,19.9,89,,0.0,,0.9,–k¼,,1.0e-50,
2022/7/13 3:00,19.2,93,,0.0,,0.7,–k–k¼,,1.0e-50,
2022/7/13 4:00,19.2,92,,0.0,,1.1,–k–k¼,,1.0e-50,
2022/7/13 5:00,19.2,93,,0.0,,1.0,–k–k¼,,0.01,
2022/7/13 6:00,19.5,92,,0.0,,0.9,–k¼,,0.01,
2022/7/13 7:00,20.0,88,,0.0,,0.8,–k,,0.01,
2022/7/13 8:00,21.1,83,,0.0,,0.5,“Œ–k“Œ,,0.01,
2022/7/13 9:00,23.4,74,,0.0,,1.0,“Œ“ì“Œ,,0.01,
2022/7/13 10:00,24.8,68,,0.0,,1.1,“Œ–k“Œ,,0.01,
2022/7/13 11:00,25.9,64,,0.0,,1.1,–k–k“Œ,,0.01,
2022/7/13 12:00,26.8,61,,0.0,,1.7,–k,,0.01,
2022/7/13 13:00,25.8,64,,0.0,,3.3,–k–k¼,,0.01,
2022/7/13 14:00,23.8,71,,0.0,,3.6,–k–k¼,,0.01,
2022/7/13 15:00,23.9,70,,0.0,,3.1,–k–k¼,,0.01,
2022/7/13 16:00,22.3,77,,0.0,,3.2,–k–k¼,,0.01,
2022/7/13 17:00,21.6,80,,0.0,,2.7,–k–k¼,,0.01,
2022/7/13 18:00,21.8,79,,0.5,,1.8,–k–k¼,,0.01,
2022/7/13 19:00,21.3,82,,0.0,,1.2,–k–k¼,,0.01,
2022/7/13 20:00,20.8,84,,0.0,,0.9,–k–k¼,,0.01,
2022/7/13 21:00,20.4,85,,0.0,,0.9,¼–k¼,,1.0e-50,
2022/7/13 22:00,20.2,86,,0.0,,0.7,–k¼,,1.0e-50,
2022/7/13 23:00,19.6,91,,0.5,,0.1,“ì“ì¼,,1.0e-50,
2022/7/14 0:00,19.3,92,,0.3,,0.5,“ì“ì“Œ,,1.0e-50,
2022/7/14 1:00,19.6,91,,0.6,,1.0,“ì“ì“Œ,,1.0e-50,
2022/7/14 2:00,19.8,91,,0.4,,1.4,“ì“ì“Œ,,1.0e-50,
2022/7/14 3:00,19.6,92,,0.9,,1.4,“ì“ì“Œ,,1.0e-50,
2022/7/14 4:00,19.5,93,,0.7,,1.2,“ì“Œ,,1.0e-50,
2022/7/14 5:00,19.6,93,,0.9,,1.4,“ì“Œ,,0.01,
2022/7/14 6:00,19.8,93,,0.5,,1.6,“ì“Œ,,0.01,
2022/7/14 7:00,20.3,91,,1.6,,2.0,“ì“Œ,,0.01,
2022/7/14 8:00,20.8,88,,2.0,,2.3,“ì“Œ,,0.01,
2022/7/14 9:00,20.5,91,,3.1,,1.1,–k“Œ,,1.0e-50,
2022/7/14 10:00,20.6,90,,5.3,,0.9,“Œ“ì“Œ,,0.01,
2022/7/14 11:00,21.0,88,,1.5,,1.3,“Œ,,0.01,
2022/7/14 12:00,21.0,88,,1.1,,1.5,“Œ“ì“Œ,,0.01,
2022/7/14 13:00,21.1,88,,1.3,,1.8,“ì“Œ,,0.01,
2022/7/14 14:00,21.5,86,,0.2,,1.4,“Œ“ì“Œ,,0.01,
2022/7/14 15:00,22.3,82,,0.0,,1.6,“ì“Œ,,0.01,
2022/7/14 16:00,21.7,85,,0.6,,1.5,“Œ,,0.01,
2022/7/14 17:00,21.3,87,,0.5,,1.1,“Œ“ì“Œ,,0.01,
2022/7/14 18:00,20.9,89,,0.8,,1.0,“Œ–k“Œ,,0.01,
2022/7/14 19:00,20.6,90,,0.0,,1.0,“Œ“ì“Œ,,0.01,
2022/7/14 20:00,20.6,89,,0.0,,1.2,“ì“ì“Œ,,0.01,
2022/7/14 21:00,20.0,91,,0.0,,0.9,“ì“Œ,,1.0e-50,
2022/7/14 22:00,20.0,91,,0.0,,1.2,“ì“Œ,,1.0e-50,
2022/7/14 23:00,19.8,91,,0.0,,1.2,“ì“Œ,,1.0e-50,
2022/7/15 0:00,20.1,90,,0.0,,1.3,“ì“Œ,,1.0e-50,
2022/7/15 1:00,20.3,89,,0.0,,1.7,“ì“ì“Œ,,1.0e-50,
2022/7/15 2:00,20.2,88,,0.1,,1.8,“ì“Œ,,1.0e-50,
2022/7/15 3:00,19.9,87,,0.0,,1.9,“ì“Œ,,1.0e-50,
2022/7/15 4:00,19.8,85,,0.0,,2.2,“ì“Œ,,1.0e-50,
2022/7/15 5:00,19.8,84,,0.0,,2.7,“ì“ì“Œ,,0.01,
2022/7/15 6:00,19.1,81,,0.0,,3.6,“ì“ì“Œ,,0.01,
2022/7/15 7:00,19.5,78,,0.0,,4.0,“ì“ì“Œ,,0.01,
2022/7/15 8:00,20.2,74,,0.0,,4.3,“ì“ì“Œ,,0.01,
2022/7/15 9:00,21.5,70,,0.0,,4.0,“ì“ì“Œ,,0.01,
2022/7/15 10:00,22.4,65,,0.0,,4.3,“ì“ì“Œ,,0.01,
2022/7/15 11:00,22.4,65,,0.0,,4.5,“ì“ì“Œ,,0.01,
2022/7/15 12:00,24.4,59,,0.0,,3.8,“ì“ì“Œ,,0.01,
2022/7/15 13:00,24.0,60,,0.0,,3.9,“ì“ì“Œ,,0.01,
2022/7/15 14:00,23.3,62,,0.0,,3.8,“ì“ì“Œ,,0.01,
2022/7/15 15:00,23.0,62,,0.0,,3.3,“ì“Œ,,0.01,
2022/7/15 16:00,22.0,66,,0.0,,3.4,“ì“Œ,,0.01,
2022/7/15 17:00,21.0,70,,0.0,,3.4,“ì“Œ,,0.01,
2022/7/15 18:00,20.3,75,,0.0,,3.3,“ì“ì“Œ,,0.01,
2022/7/15 19:00,19.6,78,,0.0,,3.0,“ì“ì“Œ,,0.01,
2022/7/15 20:00,19.1,79,,0.0,,2.9,“ì“Œ,,0.01,
2022/7/15 21:00,18.8,79,,0.0,,2.9,“ì“ì“Œ,,1.0e-50,
2022/7/15 22:00,18.6,80,,0.0,,2.7,“ì“Œ,,1.0e-50,
2022/7/15 23:00,18.5,81,,0.0,,2.6,“ì“Œ,,1.0e-50,
2022/7/16 0:00,18.3,82,,0.0,,2.6,“ì“Œ,,1.0e-50,
2022/7/16 1:00,18.1,83,,0.0,,2.7,“ì“Œ,,1.0e-50,
2022/7/16 2:00,18.0,84,,0.0,,2.8,“ì“Œ,,1.0e-50,
2022/7/16 3:00,17.8,84,,0.0,,2.6,“ì“Œ,,1.0e-50,
2022/7/16 4:00,17.8,84,,0.0,,2.5,“ì“Œ,,1.0e-50,
2022/7/16 5:00,17.7,84,,0.0,,2.4,“ì“Œ,,0.01,
2022/7/16 6:00,17.7,85,,0.0,,2.0,“ì“Œ,,0.01,
2022/7/16 7:00,18.2,83,,0.1,,2.0,“ì“Œ,,0.01,
2022/7/16 8:00,18.7,82,,0.3,,2.3,“ì“Œ,,0.01,
2022/7/16 9:00,19.0,82,,0.3,,2.2,“ì“Œ,,0.01,
2022/7/16 10:00,19.5,81,,0.8,,2.6,“ì“ì“Œ,,0.01,
2022/7/16 11:00,19.8,80,,1.7,,2.7,“ì“ì“Œ,,0.01,
2022/7/16 12:00,20.8,76,,0.9,,3.4,“ì“ì“Œ,,0.01,
2022/7/16 13:00,20.6,77,,0.4,,3.2,“ì“Œ,,0.01,
2022/7/16 14:00,20.2,79,,0.6,,3.4,“ì“Œ,,0.01,
2022/7/16 15:00,19.7,81,,0.1,,3.1,“ì“Œ,,0.01,
2022/7/16 16:00,19.3,83,,1.5,,3.1,“ì“Œ,,0.01,
2022/7/16 17:00,19.2,83,,0.8,,3.3,“ì“Œ,,0.01,
2022/7/16 18:00,18.6,85,,2.2,,3.2,“ì“Œ,,0.01,
2022/7/16 19:00,18.7,86,,5.0,,2.9,“ì“Œ,,1.0e-50,
2022/7/16 20:00,18.8,86,,4.0,,2.4,“ì“Œ,,0.01,
2022/7/16 21:00,18.7,87,,0.9,,2.5,“ì“Œ,,1.0e-50,
2022/7/16 22:00,19.0,86,,0.2,,2.5,“ì“Œ,,1.0e-50,
2022/7/16 23:00,19.3,85,,0.3,,2.4,“ì“Œ,,1.0e-50,
2022/7/17 0:00,19.2,82,,1.1,,2.5,“ì“Œ,,1.0e-50,
2022/7/17 1:00,19.3,84,,0.1,,2.5,“ì“Œ,,1.0e-50,
2022/7/17 2:00,19.3,86,,0.1,,2.5,“ì“Œ,,1.0e-50,
2022/7/17 3:00,19.0,85,,0.2,,2.1,“ì“Œ,,1.0e-50,
2022/7/17 4:00,19.1,87,,0.1,,2.3,“ì“Œ,,1.0e-50,
2022/7/17 5:00,19.3,89,,0.0,,2.2,“ì“Œ,,0.01,
2022/7/17 6:00,19.1,89,,0.1,,1.5,“ì“Œ,,0.01,
2022/7/17 7:00,19.4,89,,0.0,,1.3,“ì“Œ,,0.01,
2022/7/17 8:00,19.8,88,,0.5,,1.3,“ì“Œ,,0.01,
2022/7/17 9:00,21.0,84,,0.2,,1.4,“ì“Œ,,0.01,
