,climate,climate,climate,climate,wall1,wall1,wall1,wall1,wall2,wall2,wall2,wall2,wall3,wall3,wall3,wall3,wall4,wall4,wall4,wall4,wall5,wall5,wall5,wall5,wall6,wall6,wall6,wall6,wall7,wall7,wall7,wall7,wall8,wall8,wall8,wall8,wall9,wall9,wall9,wall9,wall10,wall10,wall10,wall10,wall11,wall11,wall11,wall11,wall12,wall12,wall12,wall12,wall13,wall13,wall13,wall13,wall14,wall14,wall14,wall14,wall15,wall15,wall15,wall15,wall16,wall16,wall16,wall16,indoor,indoor,indoor,indoor,
 ,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,
2022/04/01 00:00,19.9,0.83,0.01207,Error,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,25.0,0.5,0.00988,Error,
2022/04/01 00:10,19.81,0.832,0.01203,Error,15.314,0.666,0.0072,0.0634,13.445,0.564,0.00538,0.05131,12.034,0.562,0.00489,0.05131,11.097,0.561,0.00459,0.05131,10.541,0.561,0.00441,0.05131,10.245,0.56,0.00432,0.05131,10.102,0.56,0.00428,0.05131,10.041,0.56,0.00426,0.05131,10.019,0.56,0.00426,0.05131,10.017,0.56,0.00426,0.05131,10.028,0.56,0.00426,0.05131,10.05,0.56,0.00427,0.05131,10.084,0.56,0.00428,0.05131,10.123,0.56,0.00429,0.05131,10.157,0.56,0.0043,0.05131,10.173,0.561,0.00431,0.05137,10.294,0.555,0.00429,Error,
2022/04/01 00:20,19.71,0.833,0.01198,Error,16.194,0.724,0.00829,0.07199,14.702,0.565,0.00586,0.05132,13.39,0.564,0.00536,0.05131,12.331,0.563,0.00499,0.05131,11.529,0.562,0.00472,0.05131,10.957,0.561,0.00454,0.05131,10.573,0.561,0.00442,0.05131,10.333,0.56,0.00435,0.05131,10.194,0.56,0.00431,0.05131,10.122,0.56,0.00429,0.05131,10.092,0.56,0.00428,0.05131,10.088,0.56,0.00428,0.05131,10.097,0.56,0.00428,0.05131,10.112,0.56,0.00428,0.05131,10.128,0.56,0.00429,0.05131,10.143,0.561,0.0043,0.05141,10.235,0.57,0.0044,Error,
2022/04/01 00:30,19.61,0.835,0.01192,Error,16.575,0.762,0.00895,0.07874,15.328,0.566,0.00611,0.05132,14.162,0.565,0.00565,0.05131,13.149,0.564,0.00528,0.05131,12.308,0.563,0.00498,0.05131,11.64,0.562,0.00476,0.05131,11.131,0.561,0.0046,0.05131,10.761,0.561,0.00448,0.05131,10.504,0.561,0.0044,0.05131,10.335,0.56,0.00435,0.05131,10.231,0.56,0.00432,0.05131,10.173,0.56,0.0043,0.05131,10.145,0.56,0.00429,0.05131,10.136,0.56,0.00429,0.05131,10.138,0.56,0.00429,0.05131,10.148,0.562,0.00431,0.05146,10.235,0.571,0.00441,Error,
2022/04/01 00:40,19.51,0.837,0.01187,Error,16.768,0.789,0.00939,0.08427,15.693,0.567,0.00626,0.05132,14.65,0.565,0.00584,0.05131,13.709,0.564,0.00548,0.05131,12.889,0.563,0.00518,0.05131,12.198,0.563,0.00495,0.05131,11.635,0.562,0.00476,0.05131,11.191,0.561,0.00462,0.05131,10.854,0.561,0.00451,0.05131,10.608,0.561,0.00443,0.05131,10.434,0.56,0.00438,0.05131,10.318,0.56,0.00435,0.05131,10.246,0.56,0.00432,0.05131,10.206,0.56,0.00431,0.05131,10.19,0.56,0.00431,0.05131,10.194,0.562,0.00432,0.05152,10.273,0.572,0.00442,Error,
2022/04/01 00:50,19.41,0.838,0.01182,Error,16.869,0.81,0.00971,0.08893,15.922,0.567,0.00636,0.05133,14.981,0.566,0.00597,0.05131,14.111,0.565,0.00563,0.05131,13.328,0.564,0.00534,0.05131,12.644,0.563,0.0051,0.05131,12.063,0.562,0.0049,0.05131,11.583,0.562,0.00474,0.05131,11.197,0.561,0.00462,0.05131,10.896,0.561,0.00452,0.05131,10.669,0.561,0.00445,0.05131,10.505,0.561,0.0044,0.05131,10.393,0.56,0.00437,0.05131,10.323,0.56,0.00435,0.05131,10.289,0.56,0.00434,0.05131,10.286,0.563,0.00435,0.05157,10.358,0.573,0.00445,Error,
2022/04/01 01:00,19.31,0.84,0.01177,Error,16.919,0.827,0.00994,0.09292,16.072,0.567,0.00642,0.05133,15.214,0.566,0.00607,0.05131,14.408,0.565,0.00575,0.05131,13.667,0.564,0.00547,0.05131,13.004,0.563,0.00523,0.05131,12.423,0.563,0.00502,0.05131,11.927,0.562,0.00485,0.05131,11.514,0.562,0.00472,0.05131,11.179,0.561,0.00461,0.05131,10.916,0.561,0.00453,0.05131,10.716,0.561,0.00447,0.05131,10.573,0.561,0.00442,0.05131,10.479,0.561,0.00439,0.05131,10.43,0.56,0.00438,0.05131,10.422,0.563,0.0044,0.05162,10.486,0.573,0.0045,Error,
2022/04/01 01:10,19.255,0.84,0.01173,Error,16.949,0.841,0.01013,0.09639,16.176,0.567,0.00647,0.05134,15.386,0.566,0.00614,0.05131,14.635,0.565,0.00583,0.05131,13.935,0.564,0.00557,0.05131,13.297,0.564,0.00533,0.05131,12.727,0.563,0.00513,0.05131,12.229,0.563,0.00496,0.05131,11.804,0.562,0.00481,0.05131,11.45,0.562,0.0047,0.05131,11.163,0.561,0.00461,0.05131,10.94,0.561,0.00454,0.05131,10.775,0.561,0.00448,0.05131,10.664,0.561,0.00445,0.05131,10.604,0.561,0.00443,0.05131,10.591,0.564,0.00446,0.05167,10.649,0.574,0.00455,Error,
2022/04/01 01:20,19.205,0.84,0.01169,Error,16.965,0.852,0.01028,0.09945,16.254,0.567,0.0065,0.05134,15.519,0.566,0.00619,0.05131,14.815,0.565,0.00591,0.05131,14.152,0.565,0.00565,0.05131,13.541,0.564,0.00542,0.05131,12.987,0.563,0.00522,0.05131,12.495,0.563,0.00505,0.05131,12.068,0.562,0.0049,0.05131,11.705,0.562,0.00478,0.05131,11.406,0.562,0.00468,0.05131,11.169,0.561,0.00461,0.05131,10.99,0.561,0.00455,0.05131,10.868,0.561,0.00451,0.05131,10.8,0.561,0.00449,0.05131,10.784,0.565,0.00452,0.05173,10.837,0.575,0.00462,Error,
