,climate,climate,climate,climate,wall1,wall1,wall1,wall1,wall2,wall2,wall2,wall2,wall3,wall3,wall3,wall3,wall4,wall4,wall4,wall4,wall5,wall5,wall5,wall5,wall6,wall6,wall6,wall6,wall7,wall7,wall7,wall7,wall8,wall8,wall8,wall8,wall9,wall9,wall9,wall9,wall10,wall10,wall10,wall10,wall11,wall11,wall11,wall11,wall12,wall12,wall12,wall12,wall13,wall13,wall13,wall13,wall14,wall14,wall14,wall14,wall15,wall15,wall15,wall15,wall16,wall16,wall16,wall16,indoor,indoor,indoor,indoor,
 ,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,temp,rh,ah,phi,
2022/04/01 00:00,19.9,0.83,0.01207,Error,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,10.0,0.56,0.00425,0.05131,25.0,0.5,0.00988,Error,
2022/04/01 00:10,19.81,0.832,0.01203,Error,15.314,0.666,0.0072,0.0634,13.445,0.564,0.00538,0.05131,12.034,0.562,0.00489,0.05131,11.097,0.561,0.00459,0.05131,10.541,0.561,0.00441,0.05131,10.245,0.56,0.00432,0.05131,10.102,0.56,0.00428,0.05131,10.041,0.56,0.00426,0.05131,10.019,0.56,0.00426,0.05131,10.017,0.56,0.00426,0.05131,10.028,0.56,0.00426,0.05131,10.052,0.56,0.00427,0.05131,10.087,0.56,0.00428,0.05131,10.129,0.56,0.00429,0.05131,10.169,0.56,0.0043,0.05131,10.196,0.561,0.00432,0.05141,10.403,0.565,0.0044,Error,
2022/04/01 00:20,19.71,0.833,0.01198,Error,16.194,0.724,0.00829,0.07199,14.702,0.565,0.00586,0.05132,13.39,0.564,0.00536,0.05131,12.331,0.563,0.00499,0.05131,11.529,0.562,0.00472,0.05131,10.957,0.561,0.00454,0.05131,10.574,0.561,0.00442,0.05131,10.334,0.56,0.00435,0.05131,10.195,0.56,0.00431,0.05131,10.124,0.56,0.00429,0.05131,10.096,0.56,0.00428,0.05131,10.094,0.56,0.00428,0.05131,10.108,0.56,0.00428,0.05131,10.129,0.56,0.00429,0.05131,10.154,0.56,0.0043,0.05131,10.18,0.562,0.00432,0.0515,10.358,0.581,0.00452,Error,
2022/04/01 00:30,19.61,0.835,0.01192,Error,16.575,0.762,0.00895,0.07874,15.329,0.566,0.00611,0.05132,14.162,0.565,0.00565,0.05131,13.149,0.564,0.00528,0.05131,12.308,0.563,0.00498,0.05131,11.64,0.562,0.00476,0.05131,11.132,0.561,0.0046,0.05131,10.763,0.561,0.00448,0.05131,10.507,0.561,0.0044,0.05131,10.341,0.56,0.00435,0.05131,10.24,0.56,0.00432,0.05131,10.185,0.56,0.00431,0.05131,10.163,0.56,0.0043,0.05131,10.161,0.56,0.0043,0.05131,10.173,0.56,0.0043,0.05131,10.195,0.563,0.00433,0.05161,10.368,0.582,0.00453,Error,
2022/04/01 00:40,19.51,0.837,0.01187,Error,16.768,0.789,0.00939,0.08427,15.693,0.567,0.00626,0.05132,14.651,0.565,0.00584,0.05131,13.71,0.564,0.00548,0.05131,12.89,0.563,0.00519,0.05131,12.2,0.563,0.00495,0.05131,11.637,0.562,0.00476,0.05131,11.195,0.561,0.00462,0.05131,10.861,0.561,0.00451,0.05131,10.617,0.561,0.00444,0.05131,10.447,0.561,0.00438,0.05131,10.336,0.56,0.00435,0.05131,10.27,0.56,0.00433,0.05131,10.239,0.56,0.00432,0.05131,10.233,0.56,0.00432,0.05131,10.248,0.564,0.00435,0.05171,10.412,0.583,0.00455,Error,
2022/04/01 00:50,19.41,0.838,0.01182,Error,16.869,0.81,0.00971,0.08893,15.923,0.567,0.00636,0.05133,14.982,0.566,0.00597,0.05131,14.112,0.565,0.00563,0.05131,13.33,0.564,0.00534,0.05131,12.648,0.563,0.0051,0.05131,12.068,0.562,0.0049,0.05131,11.589,0.562,0.00474,0.05131,11.206,0.561,0.00462,0.05131,10.909,0.561,0.00453,0.05131,10.687,0.561,0.00446,0.05131,10.529,0.561,0.00441,0.05131,10.423,0.56,0.00438,0.05131,10.362,0.56,0.00436,0.05131,10.338,0.56,0.00435,0.05131,10.347,0.565,0.00439,0.05182,10.502,0.584,0.00459,Error,
2022/04/01 01:00,19.31,0.84,0.01177,Error,16.92,0.827,0.00994,0.09292,16.073,0.567,0.00642,0.05133,15.216,0.566,0.00607,0.05131,14.41,0.565,0.00575,0.05131,13.671,0.564,0.00547,0.05131,13.009,0.563,0.00523,0.05131,12.43,0.563,0.00502,0.05131,11.937,0.562,0.00486,0.05131,11.527,0.562,0.00472,0.05131,11.196,0.561,0.00462,0.05131,10.938,0.561,0.00454,0.05131,10.745,0.561,0.00448,0.05131,10.609,0.561,0.00443,0.05131,10.524,0.561,0.00441,0.05131,10.485,0.561,0.0044,0.05131,10.488,0.566,0.00444,0.05192,10.634,0.585,0.00464,Error,
2022/04/01 01:10,19.255,0.84,0.01173,Error,16.95,0.841,0.01013,0.09639,16.178,0.567,0.00647,0.05134,15.389,0.566,0.00614,0.05131,14.638,0.565,0.00584,0.05131,13.94,0.564,0.00557,0.05131,13.304,0.564,0.00533,0.05131,12.736,0.563,0.00513,0.05131,12.241,0.563,0.00496,0.05131,11.82,0.562,0.00482,0.05131,11.471,0.562,0.00471,0.05131,11.19,0.561,0.00462,0.05131,10.973,0.561,0.00455,0.05131,10.816,0.561,0.0045,0.05131,10.714,0.561,0.00447,0.05131,10.664,0.561,0.00445,0.05131,10.662,0.568,0.0045,0.05203,10.8,0.586,0.0047,Error,
2022/04/01 01:20,19.205,0.84,0.01169,Error,16.968,0.852,0.01028,0.09944,16.256,0.567,0.0065,0.05134,15.523,0.566,0.00619,0.05131,14.82,0.565,0.00591,0.05131,14.159,0.565,0.00565,0.05131,13.55,0.564,0.00542,0.05131,12.999,0.563,0.00522,0.05131,12.51,0.563,0.00505,0.05131,12.087,0.562,0.00491,0.05131,11.73,0.562,0.00479,0.05131,11.437,0.562,0.00469,0.05131,11.206,0.561,0.00462,0.05131,11.035,0.561,0.00457,0.05131,10.922,0.561,0.00453,0.05131,10.864,0.561,0.00451,0.05131,10.86,0.569,0.00457,0.05213,10.991,0.587,0.00476,Error,
